标题,开发商,房子信息,发布信息,售价/万,单价
盛和园 3室2厅 东南,盛和园 -赤坎开发区,3室2厅 | 102平米 | 东南 | 毛坯 | 中楼层(共36层)  | 塔楼,0人关注 / 29天以前发布,133,"13,040元/平"
天润•御海湾 4室2厅 南,天润•御海湾 -京基片区,4室2厅 | 118平米 | 南 | 精装 | 中楼层(共39层)  | 板塔结合,2人关注 / 6个月以前发布,180,"15,255元/平"
龙泉湾 4房2厅 地段好 交通便利 繁华地段,龙泉湾 -海滨片区,4室2厅 | 160平米 | 东 | 精装 | 中楼层(共30层)  | 塔楼,4人关注 / 10个月以前发布,150,"9,375元/平"
鸿天银都95平方毛坯房业主急售,鸿天银都 -坡头区,2室2厅 | 95.4平米 | 南 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 3个月以前发布,52,"5,451元/平"
城市广场 3室1厅 南,城市广场 -国贸中心区,3室1厅 | 94平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,1人关注 / 一年前发布,110,"11,703元/平"
霞山区人民西五路，国贸后面，莲塘小区，三房诚意出售,莲塘小区 -国贸中心区,2室2厅 | 87平米 | 西南 | 精装 | 高楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,61,"7,012元/平"
户型通透，楼层好，采光充足，使用率高，配套设施齐全,荣盛华府 -赤坎开发区,4室2厅 | 143平米 | 东南 | 精装 | 低楼层(共32层)  | 板塔结合,11人关注 / 一年前发布,208,"14,546元/平"
繁华地段 小区环境优美 物业管理规范 交通方便,澳园 -城市假日片区,3室2厅 | 120平米 | 东南 | 精装 | 高楼层(共10层)  | 板塔结合,7人关注 / 一年前发布,106,"8,834元/平"
农业银行宿舍 车房免费使用 看房方便配套齐全,农业银行宿舍（海棠一横路1号） -百园片区,2室1厅 | 77平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,9人关注 / 一年前发布,36,"4,676元/平"
此房东南向，楼层好，视野宽阔，采光充足，交通方便,祺仁新邨 -海滨片区,3室2厅 | 147平米 | 南 | 精装 | 高楼层(共10层)  | 板塔结合,7人关注 / 一年前发布,85,"5,783元/平"
业主诚心出售，小区有停车位，有诚意客户看房可联系,江山公寓 -国贸中心区,2室2厅 | 96平米 | 东南 | 简装 | 中楼层(共9层)  | 板楼,1人关注 / 一年前发布,75,"7,813元/平"
南亚郦都一期  南北对流  精装,南亚郦都一期 -麻章区,3室2厅 | 92平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,5人关注 / 一年前发布,68,"7,392元/平"
万洲花园二期 2室1厅 东南,万洲花园二期 -国贸中心区,2室1厅 | 50平米 | 东南 | 精装 | 中楼层(共29层)  | 塔楼,1人关注 / 6个月以前发布,70,"14,000元/平"
开发区恒俪湾 电梯大5房 业主诚意出售,恒俪湾 -城市假日片区,5室2厅 | 124.45平米 | 东 | 毛坯 | 中楼层(共38层)  | 暂无数据,0人关注 / 1个月以前发布,165,"13,259元/平"
人和春天花园 3室2厅 南,人和春天花园 -赤坎开发区,3室2厅 | 107.27平米 | 南 | 毛坯 | 中楼层(共23层)  | 塔楼,0人关注 / 3个月以前发布,134,"12,492元/平"
开发区恒俪湾 电梯大5房 业主诚意出售,恒俪湾 -城市假日片区,5室2厅 | 124.45平米 | 东 | 毛坯 | 中楼层(共38层)  | 暂无数据,0人关注 / 1个月以前发布,165,"13,259元/平"
大主人房，朝东，带入户花园。光线充足。,华盛新城 -金城片区,3室2厅 | 120平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,3人关注 / 一年前发布,150,"12,500元/平"
麻章工商局宿舍 3室2厅 东,麻章工商局宿舍 -海滨片区,3室2厅 | 99.54平米 | 东 | 精装 | 中楼层(共10层)  | 板塔结合,0人关注 / 3个月以前发布,75,"7,535元/平"
人民西三路1号 3室1厅 南 北,人民西三路1号 -国贸中心区,3室1厅 | 92.2平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 6个月以前发布,47,"5,098元/平"
城市假日花园B区 3室2厅 南,城市假日花园B区 -城市假日片区,3室2厅 | 143平米 | 南 | 简装 | 低楼层(共27层)  | 板塔结合,1人关注 / 5个月以前发布,143,"10,000元/平"
小高层洋房南北通透 安静 前后视野无遮挡 私密性好,南亚郦都四期 -麻章区,3室2厅 | 100平米 | 南 北 | 精装 | 中楼层(共23层)  | 板塔结合,4人关注 / 一年前发布,80,"8,000元/平"
此业主诚心出售随时签约，户型方正，看房方便,嘉粤百合家园 -国贸中心区,3室2厅 | 96.8平米 | 东南 西北 | 精装 | 高楼层(共18层)  | 板塔结合,5人关注 / 一年前发布,85,"8,781元/平"
配套齐全，交通便利，适宜人群。,碧绿花园一期 -湿地公园片区,4室2厅 | 160平米 | 南 | 简装 | 中楼层(共12层)  | 板楼,0人关注 / 11个月以前发布,125,"7,813元/平"
环卫处宿舍 3室2厅 南,环卫处宿舍 -国贸中心区,3室2厅 | 88平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,2人关注 / 8个月以前发布,48,"5,455元/平"
此房业主诚心出售，看房方便，东南向,海滨华轩花苑 -京基片区,2室2厅 | 99.19平米 | 东 | 简装 | 中楼层(共9层)  | 板楼,9人关注 / 一年前发布,66,"6,654元/平"
万洲花园二期 2室1厅 东南,万洲花园二期 -国贸中心区,2室1厅 | 50平米 | 东南 | 精装 | 中楼层(共29层)  | 塔楼,1人关注 / 6个月以前发布,70,"14,000元/平"
金祥花园，业主诚意出售，电梯房，看房方便,金祥花园 -湿地公园片区,3室2厅 | 147平米 | 东南 | 精装 | 中楼层(共12层)  | 板楼,1人关注 / 一年前发布,128,"8,708元/平"
岭南大厦 3室2厅 南,岭南大厦 -国贸中心区,3室2厅 | 110.47平米 | 南 | 精装 | 高楼层(共16层)  | 板楼,0人关注 / 11个月以前发布,85,"7,695元/平"
此房屋朝南户型，楼层好，采光充足，,新园路25号 -国贸中心区,2室1厅 | 66平米 | 西南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,46,"6,970元/平"
中国银行宿舍(人民大道) 3室2厅 南,中国银行宿舍(人民大道) -国贸中心区,3室2厅 | 103.82平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,3人关注 / 10个月以前发布,55,"5,298元/平"
市区大盘 业主诚意出售 生活配套齐全,瑞云湖兆福苑 -寸金片区,3室2厅 | 117平米 | 东 | 毛坯 | 中楼层(共29层)  | 暂无数据,6人关注 / 8个月以前发布,178,"15,214元/平"
安兴大厦 南北朝向 电梯精装方正四房 急售,安兴大厦 -海滨片区,4室2厅 | 109平米 | 南 | 精装 | 中楼层(共23层)  | 板塔结合,0人关注 / 10个月以前发布,98,"8,991元/平"
新八小金海湾小区，刚需三房，单价不到一万,金海湾一期 -金城片区,3室2厅 | 93.95平米 | 南 | 精装 | 27层  | 板楼,33人关注 / 一年前发布,90,"9,580元/平"
标准四房 户型方正 交通便利 配套成熟 购物生活方便,泰華軒 -国贸中心区,4室2厅 | 153平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,1人关注 / 7个月以前发布,104,"6,798元/平"
中高层视野开阔  3房带主套  产权清晰  看房方便,中基新城 -国贸中心区,3室2厅 | 125平米 | 北 | 精装 | 高楼层(共9层)  | 板楼,1人关注 / 6个月以前发布,82,"6,560元/平"
城市美林  地段成熟  业主诚心出售,城市美林3区 -新澳城市花园片区,4室2厅 | 124.43平米 | 东南 | 精装 | 高楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,150,"12,055元/平"
繁华地段 小区环境优美 物业管理规范 交通方便,澳园 -城市假日片区,3室2厅 | 120平米 | 东南 | 精装 | 高楼层(共10层)  | 板塔结合,7人关注 / 一年前发布,106,"8,834元/平"
紫薇花园3-2-1-2 132.00m²  环境优美 户型正,紫薇花园 -城市假日片区,3室2厅 | 132平米 | 东 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,132,"10,000元/平"
城市假日  三加一房，客厅出阳台，电梯，低楼层,城市假日花园F区 -城市假日片区,4室2厅 | 106平米 | 南 北 | 精装 | 低楼层(共28层)  | 塔楼,5人关注 / 一年前发布,160,"15,095元/平"
鼎盛广场旁  城芯地带  业主更置新房 诚心出,福利友谊印刷公司宿舍 -国贸中心区,3室2厅 | 110平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,2人关注 / 9个月以前发布,68,"6,182元/平"
万洲花园 120平方 3房2厅 东南向,万洲花园 -国贸中心区,3室2厅 | 120平米 | 东南 | 简装 | 高楼层(共9层)  | 板楼,3人关注 / 一年前发布,85,"7,084元/平"
标准两房户型方正，交通便利，配套成熟，购物生活方便,新华书店宿舍 -国贸中心区,2室2厅 | 79平米 | 东 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,54,"6,836元/平"
楼龄新 楼层低 间隔好 大3房 通风采光不错,新园福居 -国贸中心区,3室2厅 | 135平米 | 东南 | 精装 | 中楼层(共9层)  | 板楼,1人关注 / 7个月以前发布,105,"7,778元/平"
户型方正，采光充足，配套齐全。,龙泉湾 -海滨片区,4室2厅 | 160平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 一年前发布,165,"10,313元/平"
小高层洋房南北通透 安静 前后视野无遮挡 私密性好,南亚郦都四期 -麻章区,3室2厅 | 100平米 | 南 北 | 精装 | 中楼层(共23层)  | 板塔结合,4人关注 / 一年前发布,80,"8,000元/平"
三房两厅，东南方向，海景房，满五年唯一，精装修,海滨大厦（海淀路） -海滨片区,3室2厅 | 137.66平米 | 东南 | 精装 | 中楼层(共22层)  | 板楼,18人关注 / 一年前发布,120,"8,718元/平"
碧桂园旁边 可贷款 精装2房 交通方便,湛江市财政局宿舍区 -国贸中心区,2室2厅 | 100平米 | 东南 | 精装 | 高楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,56,"5,600元/平"
此房业主诚心出售随时签约，看房方便，户型方正,天润•御海湾 -京基片区,2室2厅 | 52平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,5人关注 / 10个月以前发布,86,"16,539元/平"
此房屋朝南户型，楼层好，采光充足，,新园路25号 -国贸中心区,2室1厅 | 66平米 | 西南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,46,"6,970元/平"
大主人房，朝东，带入户花园。光线充足。,华盛新城 -金城片区,3室2厅 | 120平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,3人关注 / 一年前发布,150,"12,500元/平"
配套齐全，交通便利，适宜人群。,碧绿花园一期 -湿地公园片区,4室2厅 | 160平米 | 南 | 简装 | 中楼层(共12层)  | 板楼,0人关注 / 11个月以前发布,125,"7,813元/平"
环卫处宿舍 3室2厅 南,环卫处宿舍 -国贸中心区,3室2厅 | 88平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,2人关注 / 8个月以前发布,48,"5,455元/平"
此房业主诚心出售，看房方便，东南向,海滨华轩花苑 -京基片区,2室2厅 | 99.19平米 | 东 | 简装 | 中楼层(共9层)  | 板楼,9人关注 / 一年前发布,66,"6,654元/平"
环卫处宿舍(霞山区) 3室2厅 东,环卫处宿舍(霞山区) -国贸中心区,3室2厅 | 94平米 | 东 | 简装 | 中楼层(共9层)  | 塔楼,0人关注 / 一年前发布,70,"7,447元/平"
鼎盛商圈精装修2房2厅。户型方正拎包入住,中基新城 -国贸中心区,2室2厅 | 76平米 | 南 | 简装 | 中楼层(共9层)  | 板楼,2人关注 / 10个月以前发布,55,"7,237元/平"
京基一期 业主诚意出售 看房方便 户型方正,西粤京基城一期 -赤坎开发区,4室2厅 | 138平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,6人关注 / 9个月以前发布,200,"14,493元/平"
万豪世家 2室2厅 南,万豪世家 -湿地公园片区,2室2厅 | 80平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,96,"12,000元/平"
金祥花园大三房    业主诚意出售,金祥花园 -湿地公园片区,3室2厅 | 144.5平米 | 东 | 精装 | 中楼层(共19层)  | 板塔结合,0人关注 / 1个月以前发布,128,"8,859元/平"
爱琴海广场旁边两房南北通透东山花园,东山花园 -南站片区,2室2厅 | 67平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,11人关注 / 一年前发布,79.8,"11,911元/平"
铭鹏紫荆府 四居室 低高楼层  提前约随时能看房！！！,铭鹏紫荆府 -南站片区,4室2厅 | 94平米 | 东 | 毛坯 | 低楼层(共23层)  | 塔楼,0人关注 / 一年前发布,97,"10,320元/平"
民享西四路32号 3室2厅 东,民享西四路32号 -国贸中心区,3室2厅 | 80平米 | 东 | 精装 | 中楼层(共5层)  | 暂无数据,2人关注 / 一年前发布,45,"5,625元/平"
此房业主诚心出售随时签约，看房方便，户型方正,物华商住区 -国贸中心区,3室2厅 | 80平米 | 东 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,52,"6,500元/平"
市机关第一幼儿园宿舍 5室1厅 南 北,市机关第一幼儿园宿舍 -京基片区,5室1厅 | 95平米 | 南 北 | 简装 | 中楼层(共4层)  | 塔楼,19人关注 / 7个月以前发布,38,"4,000元/平"
绿茵家园  4-2-1-2 户型正,绿茵家园 -海滨片区,4室2厅 | 133平米 | 东 | 精装 | 低楼层(共19层)  | 板楼,0人关注 / 2个月以前发布,115,"8,647元/平"
南國豪苑 3室2厅 东,南國豪苑 -赤坎开发区,3室2厅 | 120.9平米 | 东 | 毛坯 | 低楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,218,"18,032元/平"
御景名城 5室2厅 南,御景名城 -京基片区,5室2厅 | 157.8平米 | 南 | 精装 | 中楼层(共31层)  | 暂无数据,0人关注 / 1个月以前发布,237,"15,020元/平"
银地绿洲 中层精装3房望花园南北对流,银地绿洲 -湿地公园片区,3室2厅 | 110平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,9人关注 / 一年前发布,130,"11,819元/平"
楼层低，户型方正，配套齐全，看房方便,建业小区 -北桥片区,3室1厅 | 71.6平米 | 南 北 | 简装 | 低楼层(共9层)  | 板塔结合,7人关注 / 6个月以前发布,42,"5,866元/平"
山湖海 精装四房  业主异地发展诚心出售,山湖海上城 -遂溪县,4室2厅 | 133平米 | 东南 | 精装 | 中楼层(共16层)  | 板塔结合,1人关注 / 一年前发布,76.8,"5,775元/平"
嘉粤汇景豪庭 3室2厅 东南,嘉粤汇景豪庭 -城市美林片区,3室2厅 | 128平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 4个月以前发布,113,"8,829元/平"
御景珺庭南北对流 舒适楼层 新装 家俬电齐全拎包入住,御景珺庭A区 -赤坎开发区,4室2厅 | 146平米 | 东 东南 南 | 精装 | 低楼层(共29层)  | 塔楼,5人关注 / 一年前发布,230,"15,754元/平"
荣盛华府 3室2厅 南,荣盛华府 -赤坎开发区,3室2厅 | 126.18平米 | 南 | 毛坯 | 低楼层(共38层)  | 板塔结合,0人关注 / 1个月以前发布,165,"13,077元/平"
锦绣华景一二期 3室2厅 东南 南,锦绣华景一二期 -城市假日片区,3室2厅 | 147平米 | 东南 南 | 精装 | 高楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,90,"6,123元/平"
供销社 2室2厅 南,供销社 -工农片区,2室2厅 | 69平米 | 南 | 简装 | 中楼层(共9层)  | 塔楼,1人关注 / 10个月以前发布,55,"7,972元/平"
文霞路31号。2室2厅 西南向，看房方便,文霞路31号 -国贸中心区,2室2厅 | 80.24平米 | 西南 | 简装 | 高楼层(共9层)  | 塔楼,2人关注 / 一年前发布,43,"5,359元/平"
有一个五十多平的大阳台 打造开阔空间 户型方正,雅居乐雍逸廷 -京基片区,4室2厅 | 171平米 | 东 | 精装 | 低楼层(共27层)  | 板塔结合,2人关注 / 5个月以前发布,300,"17,544元/平"
湛江昌盛豪苑 4室2厅 南 北,湛江昌盛豪苑 -湿地公园片区,4室2厅 | 105平米 | 南 北 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 一年前发布,160,"15,239元/平"
银地绿洲 中层精装3房望花园南北对流,银地绿洲 -湿地公园片区,3室2厅 | 110平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,9人关注 / 一年前发布,130,"11,819元/平"
山湖海 精装四房  业主异地发展诚心出售,山湖海上城 -遂溪县,4室2厅 | 133平米 | 东南 | 精装 | 中楼层(共16层)  | 板塔结合,1人关注 / 一年前发布,76.8,"5,775元/平"
楼层低，户型方正，配套齐全，看房方便,建业小区 -北桥片区,3室1厅 | 71.6平米 | 南 北 | 简装 | 低楼层(共9层)  | 板塔结合,7人关注 / 6个月以前发布,42,"5,866元/平"
城市假日C区 三房两厅两卫 东单边位 采光好,城市假日C区 -城市假日片区,3室2厅 | 140.97平米 | 南 北 | 精装 | 低楼层(共12层)  | 塔楼,13人关注 / 一年前发布,141,"10,003元/平"
澳海城   精装小面积    三房,澳海城 -赤坎开发区,3室2厅 | 88平米 | 东 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 1个月以前发布,120,"13,637元/平"
全明格局布局好 好朝向好楼层 价格实惠 免装入住,南國豪苑 -赤坎开发区,4室2厅 | 167平米 | 北 | 精装 | 高楼层(共29层)  | 板塔结合,13人关注 / 一年前发布,279,"16,707元/平"
锐达二区 3室2厅 南,锐达二区 -遂溪县,3室2厅 | 135.5平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,0人关注 / 一年前发布,68,"5,019元/平"
霞山工农片区正规一房一厅，中层不累脚，采光视野好,水产公司宿舍（人民西二路1号） -工农片区,1室1厅 | 54.09平米 | 东 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,28,"5,177元/平"
鼎龙湾 5室3厅 南 北,鼎龙湾 -吴川市,5室3厅 | 244平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,4人关注 / 7个月以前发布,300,"12,296元/平"
