标题,开发商,房子信息,发布信息,售价/万,单价
伽蓝艺墅 2室2厅 南,伽蓝艺墅 -邯山区,2室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 15天以前发布,104,"9,044元/平"
赵都新城朗和园 4室2厅 南 北,赵都新城朗和园 -邯山区,4室2厅 | 181平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,0人关注 / 3个月以前发布,175,"9,669元/平"
此房 老证 经典三居室 南北通透  户型方正 采光好,邯钢农林生活区 -邯山区,3室2厅 | 87平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,85,"9,771元/平"
水利局院  二层  三室 57万，南北通透，老证,水利局3号院 -丛台区,3室1厅 | 63.52平米 | 南 | 其他 | 中楼层(共4层)  | 暂无数据,1人关注 / 一年前发布,55,"8,659元/平"
美的拉德芳北区3居室精装老郑可贷款16楼随时看房,美的·拉德芳斯北区 -丛台区,3室2厅 | 131平米 | 南 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,160,"12,214元/平"
联防路中华大街，精装修有证，可贷款,恒大翡翠华庭 -丛台区,2室1厅 | 89平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,104,"11,686元/平"
利民街18号院 3室2厅 南,利民街18号院 -邯山区,3室2厅 | 81平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 6个月以前发布,98,"12,099元/平"
房子价格便宜，毛坯，方便装修！,水城别苑 -邯山区,2室2厅 | 80平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,3人关注 / 11个月以前发布,44,"5,500元/平"
学院北路97号院 2室1厅 南 北,学院北路97号院 -邯山区,2室1厅 | 60平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,49,"8,167元/平"
紫薇苑 精装 老证 多层 公摊小  未住 有钥匙 随时看房,紫薇苑小区 -丛台区,3室2厅 | 111.04平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,110,"9,907元/平"
华天文苑 2室1厅 南,华天文苑 -邯山区,2室1厅 | 63.87平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,56,"8,768元/平"
黎明街 二十三 中  一楼带院  有钥匙 方便看,滏西胡同 -丛台区,3室1厅 | 74.2平米 | 南 北 | 简装 | 低楼层(共3层)  | 板楼,1人关注 / 3个月以前发布,85,"11,456元/平"
滏园街商务局家属院，四室两厅两卫，中楼层，采光好,滏园街商务局家属院 -邯山区,4室2厅 | 133平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,145,"10,903元/平"
明怡街，罗城头。开元小区，工程大学附 近,明怡路20号院 -邯山区,2室1厅 | 73.34平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,73,"9,954元/平"
金安公寓 精致二室 客厅朝南 有钥匙 随时看,金安公寓 -邯山区,2室1厅 | 94平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,83,"8,830元/平"
恒大名都 2室2厅 南,恒大名都 -丛台区,2室2厅 | 100平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,150,"15,000元/平"
房主诚心出售，好楼层，生活配套齐全，邯郸东区,宏达圣水湖畔 -邯山区,2室2厅 | 95.97平米 | 南 | 其他 | 低楼层(共32层)  | 板楼,2人关注 / 一年前发布,83,"8,649元/平"
南洋东苑  三楼  精装修  带10平地下室   满五唯一,南洋东苑小区 -丛台区,3室2厅 | 106平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,100,"9,434元/平"
广安小区 3室1厅 南 北,广安小区 -丛台区,3室1厅 | 75.9平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 1个月以前发布,98,"12,912元/平"
人和小区一期 2室1厅 南 北,人和小区一期 -丛台区,2室1厅 | 111平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,98,"8,829元/平"
紫竹苑小区2-2-1-1 70.00m² 69 万,紫竹苑小区 -丛台区,2室2厅 | 70平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,63,"9,000元/平"
邯峰小区 3室2厅 南 北,邯峰小区 -邯山区,3室2厅 | 98平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,96,"9,796元/平"
罗城头司法局家属院 2室1厅 南,罗城头司法局家属院 -邯山区,2室1厅 | 54平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,52,"9,630元/平"
赵都新城朗和园 4室2厅 南 北,赵都新城朗和园 -邯山区,4室2厅 | 181平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,0人关注 / 3个月以前发布,175,"9,669元/平"
赵苑公园北门，电梯房，精装三居室,幸福馨苑 -丛台区,3室2厅 | 100平米 | 南 北 | 其他 | 高楼层(共30层)  | 板塔结合,7人关注 / 一年前发布,90,"9,000元/平"
房龄新，中间楼层，南北通透，低公摊，可贷款,农业局家属楼 -邯山区,3室2厅 | 104.05平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,113,"10,861元/平"
业主诚心出售，万浩枫景南北三居，采光好 有车库,万浩枫景 -丛台区,3室2厅 | 128.76平米 | 南 北 | 其他 | 中楼层(共31层)  | 暂无数据,1人关注 / 8个月以前发布,132,"10,252元/平"
出售 锦江花园 3室 毛坯房 交通方便  看房方便,锦江花园 -丛台区,3室2厅 | 114平米 | 南 北 | 其他 | 中楼层(共31层)  | 板塔结合,4人关注 / 一年前发布,102,"8,948元/平"
邻联防路，光明大街，有证可贷款,碧桂园天玺 -丛台区,5室2厅 | 285平米 | 南 北 | 其他 | 中楼层(共31层)  | 板楼,2人关注 / 8个月以前发布,390,"13,685元/平"
中华巷一号院  配套挺好的 可贷款 户型好,中华巷一号院 -邯山区,2室1厅 | 51.6平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,50.2,"9,729元/平"
此房 老证 经典三居室 南北通透  户型方正 采光好,邯钢农林生活区 -邯山区,3室2厅 | 87平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,85,"9,771元/平"
水利局院  二层  三室 57万，南北通透，老证,水利局3号院 -丛台区,3室1厅 | 63.52平米 | 南 | 其他 | 中楼层(共4层)  | 暂无数据,1人关注 / 一年前发布,55,"8,659元/平"
人民西路5号院 2室1厅 东 西,人民西路5号院 -复兴区,2室1厅 | 55平米 | 东 西 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,42,"7,637元/平"
邯山区4层南北通透！老证房龄新可贷款！随时看房！,滏苑花园 -邯山区,3室2厅 | 103平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,92,"8,933元/平"
和平里 三居室 房龄新 可贷款,和平里小区 -丛台区,3室2厅 | 116平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,105,"9,052元/平"
单价8000千加，老证唯一，一梯两户，成熟大小区，,邯钢罗一生活区 -邯山区,3室1厅 | 72.5平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,7人关注 / 一年前发布,54,"7,449元/平"
绿德源 老证唯一 带地下室 大型社区 停车方便,绿德源小区 -邯山区,3室2厅 | 88平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 10个月以前发布,76,"8,637元/平"
单价低 诚心出售 价格能商量 随时看房,禽蛋公司家属院 -邯山区,2室1厅 | 53平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,42,"7,925元/平"
赵都新城泰和园 2室2厅 南,赵都新城泰和园 -邯山区,2室2厅 | 98.8平米 | 南 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 10个月以前发布,106,"10,729元/平"
柳颐竹园三号院 3室2厅 南 北,柳颐竹园三号院 -丛台区,3室2厅 | 94.46平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,120,"12,704元/平"
黎明街 二十三 中  一楼带院  有钥匙 方便看,滏西胡同 -丛台区,3室1厅 | 74.2平米 | 南 北 | 简装 | 低楼层(共3层)  | 板楼,1人关注 / 3个月以前发布,85,"11,456元/平"
滏园街商务局家属院，四室两厅两卫，中楼层，采光好,滏园街商务局家属院 -邯山区,4室2厅 | 133平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,145,"10,903元/平"
明怡街，罗城头。开元小区，工程大学附 近,明怡路20号院 -邯山区,2室1厅 | 73.34平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,73,"9,954元/平"
金安公寓 精致二室 客厅朝南 有钥匙 随时看,金安公寓 -邯山区,2室1厅 | 94平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,83,"8,830元/平"
恒大名都 2室2厅 南,恒大名都 -丛台区,2室2厅 | 100平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,150,"15,000元/平"
房主诚心出售，好楼层，生活配套齐全，邯郸东区,宏达圣水湖畔 -邯山区,2室2厅 | 95.97平米 | 南 | 其他 | 低楼层(共32层)  | 板楼,2人关注 / 一年前发布,83,"8,649元/平"
房子价格便宜，毛坯，方便装修！,水城别苑 -邯山区,2室2厅 | 80平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,3人关注 / 11个月以前发布,44,"5,500元/平"
学院北路97号院 2室1厅 南 北,学院北路97号院 -邯山区,2室1厅 | 60平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,49,"8,167元/平"
紫薇苑 精装 老证 多层 公摊小  未住 有钥匙 随时看房,紫薇苑小区 -丛台区,3室2厅 | 111.04平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,110,"9,907元/平"
利民街18号院 3室2厅 南,利民街18号院 -邯山区,3室2厅 | 81平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 6个月以前发布,98,"12,099元/平"
联防路中华大街，精装修有证，可贷款,恒大翡翠华庭 -丛台区,2室1厅 | 89平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,104,"11,686元/平"
华天文苑 2室1厅 南,华天文苑 -邯山区,2室1厅 | 63.87平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,56,"8,768元/平"
天苑小区三室两厅简装南北通透92平米82万老证可贷款,建安社区天苑小区 -复兴区,3室2厅 | 91.7平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,82,"8,943元/平"
丰逸小区 2室2厅 南,丰逸小区 -复兴区,2室2厅 | 92平米 | 南 | 其他 | 低楼层(共32层)  | 板楼,0人关注 / 4个月以前发布,62,"6,740元/平"
荣盛阿尔卡迪亚蓝天城 2室2厅 南 北,荣盛阿尔卡迪亚蓝天城 -邯山区,2室2厅 | 83.39平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,94,"11,273元/平"
南湖公园 嘉苑小区 南北通透三居室 满五老证地下室,嘉苑小区 -邯山区,3室2厅 | 112平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,113,"10,090元/平"
天水小区 一层 无遮挡采光好 南北通透 农林路汉光,天水小区 -邯山区,2室2厅 | 118平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,145,"12,289元/平"
绿化路8号院 2室2厅 南 北,绿化路8号院 -邯山区,2室2厅 | 58平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,2人关注 / 3个月以前发布,50,"8,621元/平"
中华大街学院北路交叉口    中间楼层   学 校好,学院北路107号院 -邯山区,3室1厅 | 83.99平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 6个月以前发布,73,"8,692元/平"
赵都新城金和园 3室2厅 南 北,赵都新城金和园 -邯山区,3室2厅 | 136平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,150,"11,030元/平"
广泰小区 南北通透 老证急售可贷款首付2成,广泰小区 -丛台区,3室2厅 | 87平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,95,"10,920元/平"
美的拉德芳斯北区3居室2题2呼电梯入户带平台随时看,美的·拉德芳斯北区 -丛台区,3室2厅 | 135平米 | 南 | 其他 | 高楼层(共34层)  | 暂无数据,0人关注 / 4个月以前发布,150,"11,112元/平"
交锦苑 3室2厅 南,交锦苑 -丛台区,3室2厅 | 94.43平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,130,"13,767元/平"
房子是毛坯房，三室，中间楼层 看房提前约,赵都新城美和园 -邯山区,3室2厅 | 121.5平米 | 南 北 | 其他 | 中楼层(共33层)  | 暂无数据,3人关注 / 一年前发布,123,"10,124元/平"
荣盛阿尔卡迪亚蓝天城 2室2厅 南 北,荣盛阿尔卡迪亚蓝天城 -邯山区,2室2厅 | 83.39平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,94,"11,273元/平"
柳颐竹园三号院 3室2厅 南 北,柳颐竹园三号院 -丛台区,3室2厅 | 94.46平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,120,"12,704元/平"
赵都新城泰和园 2室2厅 南,赵都新城泰和园 -邯山区,2室2厅 | 98.8平米 | 南 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 10个月以前发布,106,"10,729元/平"
天苑小区三室两厅简装南北通透92平米82万老证可贷款,建安社区天苑小区 -复兴区,3室2厅 | 91.7平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,82,"8,943元/平"
丰逸小区 2室2厅 南,丰逸小区 -复兴区,2室2厅 | 92平米 | 南 | 其他 | 低楼层(共32层)  | 板楼,0人关注 / 4个月以前发布,62,"6,740元/平"
南湖公园 嘉苑小区 南北通透三居室 满五老证地下室,嘉苑小区 -邯山区,3室2厅 | 112平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,113,"10,090元/平"
天水小区 一层 无遮挡采光好 南北通透 农林路汉光,天水小区 -邯山区,2室2厅 | 118平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,145,"12,289元/平"
绿化路8号院 2室2厅 南 北,绿化路8号院 -邯山区,2室2厅 | 58平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,2人关注 / 3个月以前发布,50,"8,621元/平"
人民路15号院 2室1厅 南 北,人民路15号院 -丛台区,2室1厅 | 54.13平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,38,"7,021元/平"
赵都新城缇香花舍 3室2厅 南,赵都新城缇香花舍 -邯山区,3室2厅 | 137平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,168,"12,263元/平"
中华南小区 2室2厅 南 北,中华南小区 -邯山区,2室2厅 | 59.5平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,53,"8,908元/平"
广电局住宅三区 2室1厅 南,广电局住宅三区 -丛台区,2室1厅 | 66平米 | 南 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 3个月以前发布,115,"17,425元/平"
赵都新城利和园 2室2厅 南,赵都新城利和园 -邯山区,2室2厅 | 91平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 7个月以前发布,100,"10,990元/平"
荣盛阿尔卡迪亚碧水湾 2室2厅 南 北,荣盛阿尔卡迪亚碧水湾 -邯山区,2室2厅 | 80平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,1人关注 / 8个月以前发布,86,"10,750元/平"
万浩吉祥 单价低 地段好 可贷款,万浩吉祥小区 -丛台区,3室2厅 | 117平米 | 南 | 简装 | 低楼层(共30层)  | 板楼,11人关注 / 一年前发布,95,"8,120元/平"
油脂公司家属院3-1-1-1 78.00m² 70 万,油脂公司家属院 -邯山区,3室1厅 | 78平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,1人关注 / 10个月以前发布,65,"8,334元/平"
胜利街35号   院老证可贷款,胜利街35号院 -邯山区,2室1厅 | 63.22平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 8个月以前发布,60,"9,491元/平"
楼层好，南北户型，绿化路小，学，田家炳,邯山区报社胡同十号院 -邯山区,2室1厅 | 56平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,58,"10,358元/平"
创鑫华城 二室可 改三室 广泰 美乐城 大剧院,阳光领地 -丛台区,2室2厅 | 97平米 | 南 | 其他 | 中楼层(共27层)  | 板楼,0人关注 / 6个月以前发布,112,"11,547元/平"
光明大街109号院 2室1厅 南,光明大街109号院 -邯山区,2室1厅 | 51平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,48,"9,412元/平"
邯山南大街112号院 2室1厅 南,邯山南大街112号院 -邯山区,2室1厅 | 47平米 | 南 | 其他 | 低楼层(共5层)  | 板楼,4人关注 / 一年前发布,36,"7,660元/平"
带车位 精装 老证 赵都新城盛和园 看房方便,赵都新城盛和园 -邯山区,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,134,"11,167元/平"
禽蛋公司家属院 2室2厅 南 北,禽蛋公司家属院 -邯山区,2室2厅 | 65.28平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,56,"8,579元/平"
三龙 08年南北通透两居 4楼 邯山实验 汉光 老证可贷款,卫计局家属院 -邯山区,2室2厅 | 77.2平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,80,"10,363元/平"
