标题,开发商,房子信息,发布信息,售价/万,单价
南岗区 学府地铁好房 复旦街 哈西 枫蓝国际 采光充足,枫蓝国际 -哈西商圈,1室1厅 | 62.83平米 | 南 | 精装 | 32层  | 板楼,1人关注 / 8个月以前发布,68,"10,823元/平"
成熟社区、高品质环境，交通方便 配套齐备,万达·秀园 -松北商圈,2室1厅 | 87.99平米 | 东 西 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,78,"8,865元/平"
香林名苑精装修 两室该三室 拎包入住 看房提前联系,香林名苑 -动力区,3室1厅 | 94.7平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,8人关注 / 4个月以前发布,72,"7,603元/平"
两室一厅 精装修电梯房 拎包即住 看房方便,悦活里 -哈尔滨新区,2室1厅 | 86.89平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 1个月以前发布,68.8,"7,919元/平"
南岗 文海溪畔 海城市场 两室明厅 好楼层,文海溪畔 -海城市场商圈,2室1厅 | 75.44平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,1人关注 / 1个月以前发布,85,"11,268元/平"
香林名苑精装修 两室该三室 拎包入住 看房提前联系,香林名苑 -动力区,3室1厅 | 94.7平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,8人关注 / 4个月以前发布,72,"7,603元/平"
一楼  阳光房 地下室 家装  拎包即住 看房方便,地恒托斯卡纳二期 -哈尔滨新区,2室1厅 | 48.06平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,2人关注 / 3个月以前发布,58.8,"12,235元/平"
滨才凤栖湖 电梯洋房 好楼层  随时看房   好位置,滨才凤栖湖 -哈尔滨新区,2室1厅 | 96.28平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,58.8,"6,108元/平"
南岗 文海溪畔 海城市场 两室明厅 好楼层,文海溪畔 -海城市场商圈,2室1厅 | 75.44平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,1人关注 / 1个月以前发布,85,"11,268元/平"
得房率高 格局板正 采光好 交通便利 配套设施齐全,恒大御景湾二期 -动力区,3室1厅 | 103.21平米 | 东 南 西 | 精装 | 低楼层(共25层)  | 板楼,0人关注 / 1个月以前发布,99.8,"9,670元/平"
融创四季印像两室明厅，户型板正,融创·四季印像 -省医院商圈,2室1厅 | 94.18平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,9人关注 / 7个月以前发布,75,"7,964元/平"
丽景花园  小高层  毛坯 16栋 中间楼层,丽景花园 -哈尔滨新区,2室1厅 | 97.02平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,0人关注 / 31天以前发布,56.5,"5,824元/平"
会展商圈 双虹桥 2室1厅1厨一卫,红旗示范新区 -南岗会展商圈,2室1厅 | 56.71平米 | 东 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,40,"7,054元/平"
红星威尼斯两室南北房主诚心出售看房联系哦,红星威尼斯庄园 -松北商圈,2室1厅 | 86平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,68,"7,907元/平"
红旗大街 二室一厅 精装 格局规整 拎包即住,红旗大街 -菜艺商圈,2室1厅 | 63平米 | 东 西 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,48,"7,620元/平"
征跃小区两室一厅，精装修。拎包就住、,征跃小区 -哈南商圈,2室1厅 | 68平米 | 西南 | 精装 | 中楼层(共24层)  | 板楼,0人关注 / 1个月以前发布,46,"6,765元/平"
采光好 楼层好 视野好 客厅西南向 看房方便,欧洲新城 -西大桥商圈,2室2厅 | 96.53平米 | 南 东南 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,72,"7,459元/平"
凡尔赛诗城  两室明厅 看房方便  价格可谈,凡尔赛诗城 -哈南商圈,2室1厅 | 72.57平米 | 东 西 | 简装 | 高楼层(共31层)  | 板楼,0人关注 / 2个月以前发布,58,"7,993元/平"
紫金城两室大明厅 114米南北通透H格局不临桥满二115万,紫金城 -建国公园,2室1厅 | 114平米 | 南 北 | 简装 | 低楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,112,"9,825元/平"
漫步·巴黎 2室1厅 南 北,漫步·巴黎 -工农大街,2室1厅 | 94平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,2人关注 / 3个月以前发布,126,"13,405元/平"
大正精装修3室  品质小区  看房方便,大正臻园 -松北商圈,3室2厅 | 144平米 | 南 北 | 精装 | 低楼层(共23层)  | 暂无数据,0人关注 / 5个月以前发布,160,"11,112元/平"
金安向日葵 三室明厅 通透户型 精装修看房方便,金安·向日葵 -群力新区,3室2厅 | 144.33平米 | 南 北 | 其他 | 中楼层(共30层)  | 板楼,4人关注 / 4个月以前发布,242,"16,768元/平"
虹桥 04年小区 交通生活便利,会展家园小区 -南岗会展商圈,3室1厅 | 118平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,85,"7,204元/平"
美罗湾三期 2室1厅 东南,美罗湾三期 -动力区,2室1厅 | 74平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,59.8,"8,082元/平"
哈西中海雍景熙岸 精装修三室 采光好 带车位 继红校,中海·雍景熙岸 -哈西商圈,3室2厅 | 109.16平米 | 南 北 | 其他 | 34层  | 板楼,2人关注 / 4个月以前发布,176,"16,124元/平"
民香小区 四楼 南向 两室一厅,民香小区 -省医院商圈,2室1厅 | 54平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,70,"12,963元/平"
松浦·观江国际A区 2室1厅 西 北,松浦·观江国际A区 -松浦商圈,2室1厅 | 74.97平米 | 西 北 | 其他 | 低楼层(共18层)  | 板楼,4人关注 / 7个月以前发布,66,"8,804元/平"
大同，大同，大同。采光好 无冷不挡 临江边,花园小区(道外区) -玛克威,3室1厅 | 127平米 | 东 西 南 | 其他 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,56,"4,410元/平"
三辅四道街【三楼】南北通透，采光充足，价格实惠,三辅四道街 -菜艺商圈,3室1厅 | 67平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,43,"6,418元/平"
此房南北通透 楼层好 视野好 采光好 精装修 可贷款,三松宜家 -群力新区,2室2厅 | 132平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,160,"12,122元/平"
澳洲风情园 小区环境优美 有证 支持贷款,世茂滨江▪澳洲风情园 -松北商圈,3室2厅 | 171平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,3人关注 / 10个月以前发布,148,"8,655元/平"
盛和世纪三室明厅 无大税 视野好 拎包入住,盛和世纪 -群力新区,3室2厅 | 163平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,280,"17,178元/平"
海富御园洋房好楼层没大税南北通透看房方便诚心出售,海富御园 -群力新区,2室2厅 | 106.68平米 | 南 北 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,152,"14,249元/平"
康安家园 2室1厅 南 北,康安家园 -哈西商圈,2室1厅 | 100.28平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,72,"7,180元/平"
中盟首府 精装两室 融创茂商圈 电梯 可观江,中盟首府 -松北商圈,2室1厅 | 88.39平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,70,"7,920元/平"
罗马公元 两室明厅 精装修 格局板正 采光好,龙跃金水湾 -安埠商圈,2室1厅 | 94.5平米 | 南 北 | 精装 | 低楼层(共30层)  | 板楼,1人关注 / 4个月以前发布,93,"9,842元/平"
康安家园 2室1厅 南 北,康安家园 -哈西商圈,2室1厅 | 100.28平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,72,"7,180元/平"
松浦·观江国际B区 3室1厅 北 南,松浦·观江国际B区 -松浦商圈,3室1厅 | 143平米 | 北 南 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,113,"7,903元/平"
文景街 2室1厅 南 北,文景街 -省医院商圈,2室1厅 | 54平米 | 南 北 | 其他 | 中楼层(共8层)  | 板楼,1人关注 / 1个月以前发布,39,"7,223元/平"
绿水小           区,绿水小区 -松北商圈,2室2厅 | 98平米 | 东 西 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,43,"4,388元/平"
交通便利，楼下凯德，封闭小区，人车分流，看房方便,天合俊景 -顾乡凯德广场,3室1厅 | 146.01平米 | 南 北 | 精装 | 高楼层(共22层)  | 板楼,0人关注 / 1个月以前发布,146,"10,000元/平"
三室 精装 电梯 南北通透 好楼层 视野好 无大税,世茂翡冷翠 -松北商圈,3室1厅 | 147.06平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 1个月以前发布,129.8,"8,827元/平"
6带7复式 通透户型格局板正 封闭小区 会展商圈,吉星商住楼 -龙塔,5室2厅 | 238平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,99,"4,160元/平"
丽水雅居 1室1厅 西南,丽水雅居 -工农大街,1室1厅 | 65平米 | 西南 | 其他 | 高楼层(共22层)  | 板楼,1人关注 / 4个月以前发布,71.8,"11,047元/平"
恒大绿洲 3室2厅 南 北,恒大绿洲 -松浦商圈,3室2厅 | 172平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,7人关注 / 4个月以前发布,98,"5,698元/平"
鲁商凤凰城两室6楼，无遮不挡。价能谈 着急卖,鲁商凤凰城 -哈南商圈,2室1厅 | 87.87平米 | 南 | 简装 | 低楼层(共24层)  | 板塔结合,0人关注 / 3个月以前发布,102,"11,609元/平"
海富山水文园一期  70平米  2室1厅  南北  3楼,海富山水文園一期 -动力区,2室1厅 | 70平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,52.8,"7,543元/平"
世纪花园B区  业主诚意出售 看房 方便,世纪花园B区 -松北商圈,2室2厅 | 121.93平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,88,"7,218元/平"
罗马公园 中间楼层 南北通透 小区中间位置 无冷不挡,罗马公元 -安埠商圈,2室1厅 | 97.78平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,2人关注 / 4个月以前发布,103,"10,534元/平"
安国街3楼新阳93年两室一厅楼层好小区院里,安国街 -安字片,2室1厅 | 65平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,0人关注 / 2个月以前发布,55,"8,462元/平"
西大直街 地铁一号线 4楼 改善型房源 三室一厅 公积金,宏桥小区 -哈特百脑汇教化工大,3室1厅 | 164平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 8个月以前发布,92,"5,610元/平"
天鹅湾 四室两厅三卫 小区中间位置  无遮挡,天鹅湾 -群力新区,4室2厅 | 259.73平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,1人关注 / 1个月以前发布,300,"11,551元/平"
群力盛和世纪房主急售没有产权纠纷看房有钥匙,盛和世纪 -群力新区,3室2厅 | 182平米 | 南 北 | 毛坯 | 低楼层(共22层)  | 板楼,0人关注 / 2个月以前发布,249,"13,682元/平"
松浦观江国际A区大三室南北东 精装,松浦·观江国际A区 -松浦商圈,3室1厅 | 151平米 | 东 南 北 | 精装 | 高楼层(共30层)  | 板楼,1人关注 / 2个月以前发布,110,"7,285元/平"
仁和家园  两室通透户型   采光好,仁和家园 -动力区,3室1厅 | 68.56平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 3个月以前发布,23,"3,355元/平"
钻石湾  三室两卫  洋房  好楼层,钻石湾 -松北商圈,3室2厅 | 128平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,175,"13,672元/平"
松北新区 浦江国际小区 南北京装大三室，中间楼层电梯,浦江国际 -哈尔滨新区,3室2厅 | 146.7平米 | 南 北 | 其他 | 中楼层(共23层)  | 板楼,0人关注 / 2个月以前发布,65,"4,431元/平"
长江路 东鸿艺境 南北通透 两室明厅,东鸿艺境 -永泰商圈,3室2厅 | 101.31平米 | 南 北 | 精装 | 33层  | 板楼,0人关注 / 2个月以前发布,82,"8,094元/平"
万科招商 三室两厅 两 卫 精装修万科物业 保安24小时,万科招商二期 -动力区,3室2厅 | 124平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 6个月以前发布,120,"9,678元/平"
牛房小区二期 2室1厅 南 北,牛房小区二期 -仪兴商圈,2室1厅 | 42平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 7天以前发布,39.5,"9,405元/平"
采光充足 拎包入住 视野好 交通便利 出行方便,欧洲新城 -西大桥商圈,3室1厅 | 166.7平米 | 南 北 | 其他 | 中楼层(共28层)  | 板塔结合,0人关注 / 3天以前发布,142,"8,519元/平"
安埠小区 一室一厅 格局规整 拎包即住,安埠小区南区 -安埠商圈,1室1厅 | 40.5平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,29.8,"7,359元/平"
复华小区 2室 南北通透 看房方便,复华小区北区 -复华校国展工大附中,2室1厅 | 45平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,7人关注 / 5个月以前发布,34.9,"7,756元/平"
正阳南3楼马克威阿拉伯广场近地铁交通便利,正阳南小区 -阿拉伯广场,1室1厅 | 33.36平米 | 西 | 精装 | 中楼层(共8层)  | 板楼,3人关注 / 4个月以前发布,23,"6,895元/平"
格局好 采光充足 视野开阔 中间楼层,三松宜家 -群力新区,2室1厅 | 71平米 | 东南 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 1个月以前发布,89,"12,536元/平"
中间楼层 无压力 交通便利 小户型,建家小区 -动力区,1室1厅 | 42.98平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 2个月以前发布,14.5,"3,374元/平"
太平商圈，两室一厅，交通便利。。,维也纳河畔新城 -太平商圈,1室1厅 | 42.95平米 | 东 | 简装 | 低楼层(共7层)  | 板楼,2人关注 / 6个月以前发布,24.7,"5,751元/平"
两室一厅 3楼 东南向 位置好楼层好，格局规整无全热网,第五方元里 -龙塔,2室0厅 | 43.54平米 | 东 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,30.9,"7,097元/平"
东西向的格局，拎包入住，看房方便,平公街 -马家沟校大成街,2室1厅 | 54.9平米 | 东 西 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,38.5,"7,013元/平"
江畔方元小区 4楼 71米70万 2室1明厅1卫 东西南,江畔方元 -玛克威,2室1厅 | 71平米 | 东 南 西 | 精装 | 中楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,70,"9,860元/平"
华远新家园 南京路主街 小区环境优美，交通便利,华远新家园 -哈尔滨新区,2室1厅 | 65平米 | 西 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 一年前发布,35,"5,385元/平"
欧洲新城 洋房7楼不顶 109米明卫 120万可谈 看房方便,欧洲新城 -西大桥商圈,2室1厅 | 109平米 | 南 北 | 精装 | 高楼层(共8层)  | 板塔结合,2人关注 / 3个月以前发布,120,"11,010元/平"
南向，2室一厅，采光通风好，视野开阔,信恒现代城 -南岗会展商圈,2室1厅 | 54.53平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,1人关注 / 4个月以前发布,30,"5,502元/平"
维也纳河畔新城小区 四楼位置好 两室一厅无冷不挡 。,维也纳河畔新城 -太平商圈,2室1厅 | 62平米 | 西 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,40,"6,452元/平"
保利观澜 3室1厅 南 北,保利观澜 -松北商圈,3室1厅 | 109平米 | 南 北 | 其他 | 低楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,97,"8,900元/平"
前进家园南北两室大明厅标准好户型,前进家园 -松北商圈,2室1厅 | 88.41平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,66.8,"7,556元/平"
先锋路 会展  公园 卫生局家属楼 地铁 采光好,卫生局家属楼 -先锋路商圈,2室1厅 | 48.3平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,35,"7,247元/平"
此房满五产权清晰没有抵押交易省心小区出门就是公交站,立汇美罗湾四期 -动力区,2室1厅 | 69平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 4个月以前发布,45.5,"6,595元/平"
楼层好，适合年轻人.居住位置安静， 视野宽阔,安宁街 -安字片,2室1厅 | 47.5平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,3人关注 / 4个月以前发布,32,"6,737元/平"
滨江逸品 年限新 全封闭式小区 电梯房 干净卫生环境好,滨江逸品 -太平商圈,3室1厅 | 108.96平米 | 西南 | 精装 | 高楼层(共22层)  | 板楼,1人关注 / 4个月以前发布,98,"8,995元/平"
恒大帝景 小区环境舒适 交通便利 明厅 精装修,恒大帝景 -群力新区,2室1厅 | 98平米 | 南 北 | 精装 | 中楼层(共29层)  | 板楼,0人关注 / 3个月以前发布,110,"11,225元/平"
天恒小区两居室 适合老人居住 下楼公园购物方便,天恒小区 -哈东站商圈,2室1厅 | 77平米 | 东 西 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,35,"4,546元/平"
室内保持的好，中间楼层，视线采光好,恒大御景湾二期 -动力区,2室1厅 | 77.05平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,2人关注 / 8个月以前发布,85,"11,032元/平"
南岗区 通达街 西大直街 一匡小区 桥南街,一匡小区 -西大桥商圈,2室1厅 | 51.77平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 1个月以前发布,42.8,"8,268元/平"
小区配套齐全视野开阔无冷不挡交通便利 采光好,中兴家园 -爱建,2室1厅 | 83平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,84,"10,121元/平"
诚心出售，征跃小区交通方便，总价低户型好,征跃小区 -哈南商圈,2室1厅 | 70平米 | 西南 | 简装 | 中楼层(共24层)  | 板楼,3人关注 / 5个月以前发布,38,"5,429元/平"
