标题,开发商,房子信息,发布信息,售价/万,单价
地理位置好，小区环境好，户型通透 采光好，读书方便,电信花园 -八字门,3室1厅 | 127.78平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 6天以前发布,77.88,"6,095元/平"
七里山社区二区 单价低 拎包入住 保养很好 值得入手,七里山社区二区 -七里山,2室2厅 | 61.77平米 | 南 北 | 简装 | 高楼层(共5层)  | 板楼,9人关注 / 11个月以前发布,25.8,"4,177元/平"
碧桂园毛坯全朝南小户型高层视野开阔,岳阳碧桂園 -城陵矶,3室1厅 | 88.6平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,2人关注 / 一年前发布,59.8,"6,750元/平"
枫桥湖路，步行街，东风湖毛坯两房接受贷款诚心出售,世纪华城 -岳城,2室2厅 | 91.4平米 | 南 | 其他 | 高楼层(共16层)  | 暂无数据,1人关注 / 8个月以前发布,51.8,"5,668元/平"
洞庭湖畔 带景观阳台 采光视野开阔,领岛玖尊 -君山区,5室2厅 | 216.82平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 30天以前发布,237,"10,931元/平"
致富路小区城中芯好楼层178平大五房精装房,致富路小区 -湘阴县,5室2厅 | 178.88平米 | 南 北 | 其他 | 高楼层(共4层)  | 暂无数据,0人关注 / 一年前发布,68,"3,802元/平"
康岳花园 精装三房 中层拎包入住 满五唯一,群益小区 -岳纺,3室2厅 | 112.06平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 8个月以前发布,56,"4,998元/平"
逸园 滨湖教育机构门口 精装大3房拎包入住 车位充足,逸园 -湘阴县,3室2厅 | 120.97平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,36.8,"3,043元/平"
电信花园位于旭园路，地理位置好，户型通透 采光好,电信花园 -八字门,3室2厅 | 148平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 5个月以前发布,128,"8,649元/平"
繁华地段步行街友阿国际电梯精装公寓在出租,岳阳友阿国际广场 -步行街,1室0厅 | 36.73平米 | 南 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 6个月以前发布,36,"9,802元/平"
首付 步行街商圈 百盛旁 欧式精装 品牌家具家电,巴陵尚品 -火车站,1室1厅 | 61平米 | 南 北 | 精装 | 低楼层(共25层)  | 塔楼,1人关注 / 一年前发布,55.8,"9,148元/平"
此房户型周正，诚心出售，价格实惠，交通方便，,天伦金三角 -天伦城,1室0厅 | 52.75平米 | 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,48.8,"9,252元/平"
新路路3房，证件齐全，接受贷款！,巴陵中路598号 -新路口,3室1厅 | 89.87平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,68,"7,567元/平"
千亩湖 毛坯大三房  业主诚心出售,环球中心 -桥西,3室2厅 | 124平米 | 南 北 | 其他 | 低楼层(共32层)  | 暂无数据,0人关注 / 5个月以前发布,98,"7,904元/平"
湘电华府 电梯中高层坐北朝南  东边户型 带车位,湘电华府 -湘阴县,3室2厅 | 129平米 | 南 北 | 其他 | 高楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,70.8,"5,489元/平"
北控岳州府5栋2203三房两厅一厨两卫,北控岳州府 -新路口,3室2厅 | 109平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,106,"9,725元/平"
急售站前路沃尔玛12中旁铁路小区中装2房证在手可贷款,铁路生活小区 -火车站,2室2厅 | 77.7平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,39,"5,020元/平"
采光良好，物业人员贴心，热情，生活很方便,南湖壹号 -南湖新区,3室2厅 | 147平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,125,"8,504元/平"
南湖 南津港 圣安寺  南湖壹号地理位置优越,南湖壹号 -南湖新区,3室2厅 | 130平米 | 南 北 | 其他 | 高楼层(共15层)  | 暂无数据,0人关注 / 8个月以前发布,115,"8,847元/平"
此房户型周正，诚心出售，价格实惠，交通方便,滨湖•新境界 -南湖新区,3室2厅 | 117平米 | 南 | 其他 | 高楼层(共26层)  | 塔楼,1人关注 / 7个月以前发布,71,"6,069元/平"
小区物业管理完善，采光好，物业人员热情，生活很方便,香山四季 -南湖新区,4室2厅 | 148平米 | 南 | 其他 | 低楼层(共9层)  | 暂无数据,0人关注 / 一年前发布,129.8,"8,771元/平"
此房二证齐全满2年，证件在手，接受贷款，带车位一个,清华苑小区 -南湖新区,4室2厅 | 156.6平米 | 南 北 | 其他 | 高楼层(共27层)  | 塔楼,1人关注 / 一年前发布,98,"6,258元/平"
物业管理完善，采光良好，物业人员贴心，热情,南湖壹号 -南湖新区,4室2厅 | 134平米 | 南 | 其他 | 高楼层(共15层)  | 暂无数据,0人关注 / 3个月以前发布,99,"7,389元/平"
金鹗山公园 大型园林小区 金鹗御府 8层洋房 大四房,荣盛·金鹗御府 -螺丝港,4室1厅 | 157.6平米 | 南 | 其他 | 高楼层(共8层)  | 板楼,0人关注 / 4个月以前发布,189,"11,993元/平"
价格看中可以谈，接受贷款，有钥匙方便看房,棠溪人家 -南湖新区,5室2厅 | 289平米 | 南 北 | 其他 | 3层  | 板塔结合 | 双拼别墅 ,1人关注 / 一年前发布,600,"20,762元/平"
四化建 天伦国际 北控岳州府 带大平台,北控岳州府 -新路口,4室2厅 | 128.34平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,2人关注 / 5个月以前发布,130,"10,130元/平"
北控岳州府 天伦城 品质小区  四房,北控岳州府 -新路口,4室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,1人关注 / 5个月以前发布,118,"9,219元/平"
南湖花板桥朝阳久 中配套齐全生活便利,花板湖小区 -花板桥,3室2厅 | 102平米 | 南 北 | 其他 | 高楼层(共7层)  | 板塔结合,2人关注 / 5个月以前发布,82,"8,040元/平"
园林小区 毛坯大四房  业主诚心出售,北控岳州府 -新路口,4室2厅 | 142.5平米 | 南 | 其他 | 低楼层(共32层)  | 暂无数据,6人关注 / 4个月以前发布,125,"8,772元/平"
南湖区  千亩湖旁  南湖壹号  纯板房俩梯俩户  湖景房,南湖壹号 -南湖新区,3室2厅 | 147平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,105,"7,143元/平"
南湖公园 拎包入住户型周正配套齐全,双湖湾 -南湖新区,3室1厅 | 126.94平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,1人关注 / 2个月以前发布,95,"7,484元/平"
金鄂山旁 高档小区 大四房 有钥匙随时看房,荣盛·金鹗御府 -螺丝港,4室2厅 | 139平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,0人关注 / 5个月以前发布,122,"8,777元/平"
中盛御景园 精装修 满五唯一免个税 居家自住保养好 急,中盛御景园 -君山区,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,11人关注 / 一年前发布,38,"3,040元/平"
金鹗山 美食街 园林小区 央企品质保证,中建湖山壹号 -苗圃,4室2厅 | 124.08平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,1人关注 / 5个月以前发布,118,"9,510元/平"
山水一城大三房居中层，证满两年可按揭随时看房。,山水一城 -冷水铺,3室2厅 | 128.5平米 | 南 北 | 其他 | 低楼层(共33层)  | 平房,0人关注 / 8个月以前发布,72,"5,604元/平"
南湖广场一线临湖好房 一手毛坯,南湖·名門世家 -苗圃,3室2厅 | 123.65平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 暂无数据,0人关注 / 一年前发布,151,"12,212元/平"
步行街友阿住宅对外出售，证齐可贷随时看房,岳阳友阿国际广场 -步行街,3室2厅 | 127.75平米 | 南 | 其他 | 低楼层(共36层)  | 塔楼,1人关注 / 5个月以前发布,73,"5,715元/平"
步行街 站前路 满五唯一，不需要赎楼，购买即可过户,燃气公司家属区 -火车站,3室2厅 | 91.54平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,45.8,"5,004元/平"
此房户型诚心出售，价格实惠，交通方便，商圈成熟。,枫树岭社区 -海棠社区,4室2厅 | 120平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,56,"4,667元/平"
首付两成住湖滨高层湖景现房，有钥匙看房，证齐可贷,滨湖•新境界 -南湖新区,3室2厅 | 118平米 | 南 | 其他 | 高楼层(共26层)  | 塔楼,0人关注 / 3个月以前发布,81,"6,865元/平"
金鹗御府毛胚房-双阳台，楼龄新。小区环境好。,荣盛·金鹗御府 -螺丝港,4室2厅 | 138.1平米 | 南 | 毛坯 | 低楼层(共34层)  | 暂无数据,0人关注 / 3个月以前发布,120,"8,690元/平"
城北门口 步梯房3楼有院子好停车 3房1厅税费低,茵草小区 -湘阴县,3室1厅 | 82.3平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 1个月以前发布,29.8,"3,621元/平"
南湖广场 名门世家步步高商 业 楼 王栋 毛坯,南湖·名門世家 -苗圃,5室2厅 | 168.46平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 4个月以前发布,170,"10,092元/平"
八字门电梯小区精装修3房朝南看房有钥匙可以贷款,港九湾 -洛王,3室2厅 | 98平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,78,"7,960元/平"
此房户型周正.南北对流三房 .采光充足，,南湖壹号 -南湖新区,3室2厅 | 143.77平米 | 南 北 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 一年前发布,119,"8,278元/平"
花板桥市老干局家属院 朝阳 大三房,老干部局家属院 -花板桥,3室2厅 | 129平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,2人关注 / 8个月以前发布,89,"6,900元/平"
南湖千亩湖 恒大南湖半岛旁 融创 毛坯房 电梯房 现房,环球中心 -桥西,3室2厅 | 104.23平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,88,"8,443元/平"
王家河旁 绿洲花园 诚心出售 接受贷款,城市绿洲花园 -海棠社区,3室2厅 | 130平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,6人关注 / 11个月以前发布,65,"5,000元/平"
东升 精装小两房 湘汇源小区 市妇幼 以租养贷,湘汇源 -东升社区,2室1厅 | 62平米 | 北 | 精装 | 高楼层(共17层)  | 板塔结合,6人关注 / 5个月以前发布,38,"6,130元/平"
抢！单位房 精装 三房 证齐 可贷,湖南省第五工程公司岳阳分公司 -岳纺,3室2厅 | 114.6平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,63,"5,498元/平"
亚龙世纪嘉园 毛坯高层 证件齐可贷款,亚龙世纪嘉园 -君山区,3室2厅 | 112.7平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 9个月以前发布,32.5,"2,884元/平"
邻东升 锦城嘉园 精装电梯三房86万 接受贷款,锦城嘉园 -新路口,3室2厅 | 125.26平米 | 南 | 精装 | 高楼层(共15层)  | 板塔结合,2人关注 / 4个月以前发布,86,"6,866元/平"
湖滨高品质小区 一梯两户 五室大开间洋房 户型周正,敏捷·山湖源著 -岳阳县,5室2厅 | 152.77平米 | 南 | 毛坯 | 高楼层(共8层)  | 暂无数据,0人关注 / 3个月以前发布,81,"5,303元/平"
金鹗御府，112平三房两厅，户型周正采光好。,荣盛·金鹗御府 -螺丝港,3室2厅 | 112.04平米 | 南 | 其他 | 中楼层(共34层)  | 暂无数据,0人关注 / 4个月以前发布,110,"9,818元/平"
先锋路单位房 使用面积大 全新精装修家具齐全楼层佳,老工商所宿舍 -湘阴县,3室2厅 | 89平米 | 南 北 | 精装 | 低楼层(共2层)  | 暂无数据,1人关注 / 2个月以前发布,36.8,"4,135元/平"
高铁门户烟草局单位房带暖气电梯大四房,中建馨和园 -东站,4室2厅 | 195平米 | 南 | 其他 | 中楼层(共16层)  | 塔楼,0人关注 / 一年前发布,120,"6,154元/平"
金鹗山旁边  电梯高层大四房 尽享金鹗山美景,荣盛·金鹗御府 -螺丝港,4室2厅 | 138.25平米 | 南 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 4个月以前发布,120,"8,680元/平"
八字门 珍珠山公园旁 中航翡翠湾 一线湖景大四房,中航·翡翠湾 -八字门,4室2厅 | 142平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,0人关注 / 7个月以前发布,170,"11,972元/平"
湖滨，雅礼，奥园御湖湾，洞庭湖,奥园誉湖湾 -岳阳县,4室2厅 | 156.75平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 5个月以前发布,170,"10,846元/平"
珍珠山公园 中航翡翠湾 带车位毛坯大四房  证满2年,中航·翡翠湾 -八字门,4室2厅 | 141平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 板楼,0人关注 / 5个月以前发布,160,"11,348元/平"
地理位置好 户型周正 3房户型 现房 带车位,中梁首府 -螺丝港,3室2厅 | 109平米 | 南 | 其他 | 中楼层(共34层)  | 暂无数据,0人关注 / 一年前发布,94.8,"8,698元/平"
小区环境绿化好，物业管理周全，生活，出行方便。,中建湖山壹号 -苗圃,4室2厅 | 138.05平米 | 南 北 | 其他 | 中楼层(共17层)  | 板塔结合,1人关注 / 6个月以前发布,142,"10,287元/平"
王家河畔 架子山公园 园林小区 盛玺河山 毛坯三房贷,盛玺河山 -冷水铺,3室2厅 | 95.75平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 4个月以前发布,53.8,"5,619元/平"
山水一城 毛坯三房 接受贷款 诚心出售,山水一城 -冷水铺,3室2厅 | 106平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 暂无数据,2人关注 / 4个月以前发布,58,"5,472元/平"
南湖千亩湖 湘天国际花园中间楼层精装大四房,湘天国际花园 -苗圃,4室2厅 | 167平米 | 南 | 精装 | 中楼层(共7层)  | 板塔结合,3人关注 / 4个月以前发布,88.8,"5,318元/平"
南湖 美食街 千亩湖 电梯三房  精装修,玫瑰湾 -南湖,3室2厅 | 115.2平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 7个月以前发布,86,"7,466元/平"
千亩湖 金鄂山 毛坯大三房 高层,荣盛·金鹗御府 -螺丝港,3室2厅 | 126.4平米 | 南 | 毛坯 | 低楼层(共34层)  | 暂无数据,2人关注 / 4个月以前发布,110,"8,703元/平"
火车站，步行街，沃尔玛，地理位置好配套齐,汇金国际城上城 -五里牌,2室2厅 | 87.87平米 | 南 | 其他 | 中楼层(共29层)  | 塔楼,0人关注 / 2个月以前发布,62,"7,056元/平"
建设银行东茅岭支行小区 炮台山 步行街 东方红,建设银行东茅岭支行小区 -炮台山,3室2厅 | 140.5平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 7个月以前发布,76,"5,410元/平"
南湖广场边上，休闲散步方便，南北通透,南湖嘉苑 -南湖,3室2厅 | 116平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,63.8,"5,500元/平"
恒大南湖半岛 4室2厅 南,恒大南湖半岛 -桥西,4室2厅 | 179平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 3个月以前发布,186,"10,392元/平"
南湖千亩湖 恒大名都附 近 电梯3房 湖景花园  可贷款,湖景花园 -螺丝港,3室2厅 | 121.48平米 | 北 南 | 毛坯 | 低楼层(共31层)  | 塔楼,0人关注 / 1个月以前发布,81,"6,668元/平"
中建馨和园 大四房 好楼层 证在手 诚意出售,中建馨和园 -东站,4室2厅 | 176平米 | 南 北 | 毛坯 | 低楼层(共22层)  | 塔楼,0人关注 / 3个月以前发布,115,"6,535元/平"
八字门 一医院东城 熙园壹号一梯两户毛坯，接受贷款,熙园壹号 -八字门,3室2厅 | 133平米 | 南 北 | 其他 | 高楼层(共10层)  | 暂无数据,2人关注 / 8个月以前发布,86.9,"6,534元/平"
岳阳楼区碧桂园、买一套做两套、环境优美，人车分流,碧桂园时代城 -洛王,4室3厅 | 158平米 | 南 | 其他 | 低楼层(共29层)  | 暂无数据,0人关注 / 5个月以前发布,107,"6,773元/平"
滨水置业是岳阳的有名开发商，在岳阳有6-7个大型楼盘,滨水翡丽城 -南湖新区,3室2厅 | 142平米 | 南 | 其他 | 高楼层(共20层)  | 板塔结合,1人关注 / 10个月以前发布,88,"6,198元/平"
小区环境优雅，出行方便，户型周正。,恒大未来城 -东站,3室2厅 | 138平米 | 南 北 | 精装 | 低楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,98,"7,102元/平"
现房带车位！湖滨翡丽城旁 田园牧歌毛坯三房 急售,田园牧歌 -南湖新区,3室2厅 | 114.58平米 | 南 | 毛坯 | 高楼层(共16层)  | 暂无数据,0人关注 / 2个月以前发布,67,"5,848元/平"
精品洋房 居一楼 大面积 享生活,宏润家園 -南湖新区,4室2厅 | 191.6平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,5人关注 / 一年前发布,126,"6,577元/平"
南湖新区 滨湖新境界 毛坯大三房 居7楼,滨湖•新境界 -南湖新区,3室2厅 | 127.56平米 | 南 | 毛坯 | 低楼层(共26层)  | 塔楼,2人关注 / 一年前发布,68,"5,331元/平"
此房南对流，好楼层，采光通风很好，交通便利,滨水翡丽城 -南湖新区,3室2厅 | 143平米 | 南 | 毛坯 | 中楼层(共22层)  | 板塔结合,2人关注 / 7个月以前发布,84.8,"5,931元/平"
千亩湖磨子山大四房，业主换新房出售此宅接受贷款,太子花园 -桥西,4室2厅 | 144平米 | 南 北 | 简装 | 低楼层(共7层)  | 平房,0人关注 / 1个月以前发布,62,"4,306元/平"
小区环境好，户型周正，南北通透。,滨水翡丽城 -南湖新区,3室2厅 | 127平米 | 南 北 | 毛坯 | 中楼层(共23层)  | 暂无数据,0人关注 / 1个月以前发布,78,"6,142元/平"
挨近高铁站，出行方便，小区管理严，绿化环境好。,君临国际新城 -东站,3室2厅 | 150平米 | 南 北 | 毛坯 | 高楼层(共29层)  | 板塔结合,1人关注 / 4个月以前发布,73.8,"4,920元/平"
南湖新区高档电梯小高层 朝南户型环境好原价出售,南湖壹号 -南湖新区,3室2厅 | 147平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,106,"7,211元/平"
