标题,开发商,房子信息,发布信息,售价/万,单价
攀大学院旁两室电梯房朝小区中庭出行出售,龙箐花园小区 -九附二+九附六,2室1厅 | 85平米 | 东 南 西北 | 简装 | 高楼层(共11层)  | 暂无数据,0人关注 / 2天以前发布,32.8,"3,859元/平"
炳三区金海世纪城精装小三室 四十中小 楼层视野好,金海世纪城 -炳三区,3室2厅 | 92.3平米 | 东南 | 精装 | 低楼层(共34层)  | 暂无数据,1人关注 / 一年前发布,73,"7,909元/平"
峻岭天下精装套三，户型好小区，环境优美，适合居家,峻岭天下 -仁和区,3室2厅 | 124平米 | 南 北 | 精装 | 中楼层(共24层)  | 板塔结合,1人关注 / 一年前发布,74,"5,968元/平"
炳三区金域阳光 就读42中小 精装大三室 带车位 保持新,金域阳光 -炳三区,3室2厅 | 121平米 | 南 北 | 精装 | 低楼层(共32层)  | 暂无数据,1人关注 / 一年前发布,105,"8,678元/平"
公园旁精装四室楼顶带花园南北通透居住安静环境优美,江南三路二村 -电影院+中心广场,4室2厅 | 175.8平米 | 东北 | 精装 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,75,"4,267元/平"
湖光商务电梯公寓  出行方便  精装修  拎包入住,湖光西街2号 -竹湖园,4室2厅 | 176平米 | 东南 | 精装 | 低楼层(共17层)  | 暂无数据,0人关注 / 一年前发布,56,"3,182元/平"
装修，装修风格简单温馨，您可以选择直接拎包入住,花城中街3号 -电影院+中心广场,3室2厅 | 106平米 | 南 | 精装 | 地下室(共6层)  | 暂无数据,0人关注 / 8个月以前发布,31,"2,925元/平"
精装三室  保养不错  房东诚心出售,东风景秀 -瓜子坪,3室2厅 | 101平米 | 南 | 精装 | 中楼层(共10层)  | 暂无数据,0人关注 / 一年前发布,38,"3,763元/平"
中 心广场边上 泰隆苑三室出售，交通方便,泰隆苑 -电影院+中心广场,3室2厅 | 125.8平米 | 南 | 简装 | 中楼层(共20层)  | 暂无数据,0人关注 / 一年前发布,65,"5,167元/平"
东区中冶金沙 精装两室 出行方便 看房提前联系,中冶金沙 -九附二+九附六,2室2厅 | 80.1平米 | 东南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 9个月以前发布,48,"5,993元/平"
沃尔玛竹湖园万象城机场路口旁边大三室可做四室读书近,富麒家园 -九附二+九附六,3室2厅 | 144平米 | 东南 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 9个月以前发布,65,"4,514元/平"
炳三区 公园大地 42中小旁 精装套三 拎包入住 保持好,金泰公园大地 -炳三区,3室2厅 | 108平米 | 南 北 | 精装 | 低楼层(共28层)  | 暂无数据,3人关注 / 一年前发布,98,"9,075元/平"
出行方便，大三室，南北通透格局好,花城上街31号 -电影院+中心广场,3室2厅 | 131平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 7个月以前发布,50,"3,817元/平"
此房满五不唯一，出行方便，户型方正，居住方便舒适,金联御林园 -电影院+中心广场,3室2厅 | 130平米 | 东南 | 精装 | 中楼层(共33层)  | 暂无数据,0人关注 / 8个月以前发布,75,"5,770元/平"
蓝湖国际 精装修电梯跃层三室 带花园 带花园露台,蓝湖社区 -清香坪,3室2厅 | 166平米 | 南 | 精装 | 高楼层(共12层)  | 暂无数据,3人关注 / 10个月以前发布,76.8,"4,627元/平"
房东诚心出售   精装修     拎包入住,蓝湖社区 -清香坪,3室2厅 | 102平米 | 南 | 精装 | 中楼层(共12层)  | 暂无数据,0人关注 / 一年前发布,53,"5,197元/平"
仁和区水岸沙湾河景房 大户型 装修保持好 拎包入住,水岸沙湾 -仁和区,4室2厅 | 139.9平米 | 东南 | 精装 | 高楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,135,"9,650元/平"
精装修，楼层好，视野好，采光好，小区环境好,水岸新天小区 -竹湖园,4室2厅 | 134平米 | 东南 | 精装 | 中楼层(共18层)  | 板塔结合,2人关注 / 5个月以前发布,65,"4,851元/平"
炳三区海德堡精装三室，园林小区，房子保持好带大阳台,海德堡 -炳三区,4室2厅 | 117平米 | 南 北 | 精装 | 高楼层(共32层)  | 暂无数据,1人关注 / 10个月以前发布,87,"7,436元/平"
学府花园洋房，装修漂亮，采光好，,金海学府花园 -炳三区,4室2厅 | 142平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 6个月以前发布,130,"9,155元/平"
蓝湖国际 精装修电梯跃层三室 带花园 带花园露台,蓝湖社区 -清香坪,3室2厅 | 166平米 | 南 | 精装 | 高楼层(共12层)  | 暂无数据,3人关注 / 10个月以前发布,76.8,"4,627元/平"
三室两厅一厨一卫，户型方正采光通透,福园小区 -米易县,3室2厅 | 120平米 | 东南 | 毛坯 | 低楼层(共30层)  | 塔楼,0人关注 / 2个月以前发布,65,"5,417元/平"
蓝湖一期好房出售，低楼层环境好，拎包入住,蓝湖社区 -清香坪,3室2厅 | 106平米 | 北 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 10个月以前发布,55,"5,189元/平"
炳三区精装三室  装修好 拎包入住 配套成熟,金海世纪城 -炳三区,3室2厅 | 139平米 | 东南 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 10个月以前发布,138,"9,929元/平"
星河世纪城 精装 大套三 温馨居家 巴适得板,星河世纪城 -米易县,3室2厅 | 178平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,100,"5,618元/平"
鸿福巷12号 3室2厅 南,鸿福巷12号 -九附二+九附六,3室2厅 | 110.84平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,0人关注 / 10个月以前发布,38,"3,429元/平"
炳三区帝景华庭精装三室85万 急售,远达帝景华廷 -炳三区,3室2厅 | 97.36平米 | 东南 | 精装 | 中楼层(共11层)  | 暂无数据,1人关注 / 11个月以前发布,86,"8,834元/平"
波尔卡城邦一楼房东自己整了一个后花园,波尔卡城邦 -仁和区,2室3厅 | 74平米 | 东南 | 精装 | 低楼层(共18层)  | 暂无数据,3人关注 / 一年前发布,55,"7,433元/平"
三小旁精装三室，房子保持比较新，中间楼层，户型方正,临江路50号 -竹湖园,3室2厅 | 108平米 | 南 西 | 精装 | 中楼层(共8层)  | 暂无数据,3人关注 / 8个月以前发布,38,"3,519元/平"
精装大三室 户型通透 商圈成熟,攀枝花大道东段860号 -电影院+中心广场,3室2厅 | 153平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,45,"2,942元/平"
文井巷三室两厅一厨一卫 精装修出售,文景巷52号 -电影院+中心广场,3室2厅 | 112平米 | 南 | 精装 | 高楼层(共10层)  | 暂无数据,0人关注 / 一年前发布,32,"2,858元/平"
东区精装三室  配套齐全   c,开明苑 -九附二+九附六,3室2厅 | 130平米 | 东南 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 7个月以前发布,46,"3,539元/平"
阳城龙庭两室两厅一出一卫精装修出售,阳城龙庭 -九附二+九附六,3室2厅 | 92.25平米 | 东南 | 精装 | 高楼层(共27层)  | 板塔结合,0人关注 / 一年前发布,80,"8,673元/平"
阳城龙庭精装三房，户型好，采光好，视野好,阳城龙庭 -九附二+九附六,3室2厅 | 118平米 | 东北 | 精装 | 低楼层(共31层)  | 塔楼,1人关注 / 一年前发布,69,"5,848元/平"
九附六大润发旁华芝万象城楼层好视野好户型方正,华芝万象城 -九附二+九附六,3室2厅 | 111.49平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,70,"6,279元/平"
普达阳光清水叠拼洋房房东诚心出售,康和南苑 -仁和区,4室2厅 | 112平米 | 南 | 毛坯 | 中楼层(共4层)  | 暂无数据,2人关注 / 10个月以前发布,115,"10,268元/平"
公园大地精装三室两厅两卫，面积100平，价格80万。,金泰公园大地 -炳三区,3室2厅 | 120平米 | 北 | 精装 | 低楼层(共28层)  | 暂无数据,0人关注 / 10个月以前发布,80,"6,667元/平"
清和苑精装套三 商圈成熟、价格美丽、看房子提前联系,清和苑 -米易县,3室2厅 | 131.94平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,113.8,"8,626元/平"
：该房源满五唯一，装修好家具齐全，位置好,临江路50号 -竹湖园,3室2厅 | 110平米 | 东南 西南 | 简装 | 低楼层(共8层)  | 暂无数据,0人关注 / 10个月以前发布,40.6,"3,691元/平"
仁和清水大三室，户型方正，商圈成熟。,弯庄新村安置小区 -仁和区,3室2厅 | 120平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据,3人关注 / 9个月以前发布,36,"3,000元/平"
印象巴黎 电梯大套三 户型方正 配套齐全 交通便利,凯新印象巴黎 -华山,3室2厅 | 106平米 | 东南 | 毛坯 | 低楼层(共27层)  | 暂无数据,1人关注 / 一年前发布,46,"4,340元/平"
南山花园通透小户型 出行方便 保持好,南山花园 -南山,2室2厅 | 75平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,28.8,"3,840元/平"
出行方便，户型方正，居住方便舒适,龙阳丽园 -米易县,3室2厅 | 115.33平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 塔楼,0人关注 / 10个月以前发布,120,"10,405元/平"
普达康和春晓 小洋房四室双卫 可看湖,康和春晓 -仁和区,4室2厅 | 134.44平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 一年前发布,120,"8,926元/平"
奥林匹克精装大3室2卫视野开阔礼拎包入住好房,奥林匹克花园 -炳三区,3室2厅 | 129平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合,1人关注 / 10个月以前发布,63,"4,884元/平"
恒大城 电梯精装大套三 户型方正采光好 装修保持不错,恒大城 -炳三区,3室2厅 | 107平米 | 东南 | 精装 | 中楼层(共33层)  | 暂无数据,4人关注 / 一年前发布,62,"5,795元/平"
新区悦山府高层一楼带花园 通透三房可变四房,恒邦双林悦山府一期 -仁和区,3室2厅 | 117平米 | 南 | 毛坯 | 低楼层(共31层)  | 暂无数据,3人关注 / 一年前发布,110,"9,402元/平"
三室精装好房，南北通透，商圈配套成熟,建福巷61号 -清香坪,3室1厅 | 89平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,34.9,"3,922元/平"
南山花园精装三室，商圈成熟，视野开阔。,南山花园 -南山,3室2厅 | 103.11平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,36,"3,492元/平"
倮果西苑三室低楼层诚心出售随时看房,倮果花园西院 -瓜子坪,3室1厅 | 102平米 | 南 北 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,29,"2,844元/平"
仁和清水大三室，户型方正，商圈成熟。,弯庄新村安置小区 -仁和区,3室2厅 | 120平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据,3人关注 / 9个月以前发布,36,"3,000元/平"
出行方便，户型方正，居住方便舒适,龙阳丽园 -米易县,3室2厅 | 115.33平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 塔楼,0人关注 / 10个月以前发布,120,"10,405元/平"
恒大城 电梯精装大套三 户型方正采光好 装修保持不错,恒大城 -炳三区,3室2厅 | 107平米 | 东南 | 精装 | 中楼层(共33层)  | 暂无数据,4人关注 / 一年前发布,62,"5,795元/平"
河景房低楼层大户型 小区位置环境较好 底价处理,上海花园 -仁和区,3室2厅 | 120平米 | 东南 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 9个月以前发布,62,"5,167元/平"
花城七中旁精装套二诚心出售 房东置换,鑫南路13号 -仁和区,2室2厅 | 82平米 | 东 东南 南 | 精装 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,32,"3,903元/平"
半岛阳光，小区环境优美，户型方正，楼层居中视野开阔,半岛阳光 -仁和区,2室2厅 | 81平米 | 东 | 精装 | 中楼层(共33层)  | 暂无数据,1人关注 / 一年前发布,56,"6,914元/平"
蓝湖社区 3室2厅 南,蓝湖社区 -清香坪,3室2厅 | 102平米 | 南 | 精装 | 中楼层(共12层)  | 暂无数据,0人关注 / 一年前发布,52,"5,099元/平"
花城新区 碧桂园 精装好房出售,碧桂园桃源 -仁和区,3室2厅 | 121平米 | 东南 | 精装 | 高楼层(共32层)  | 板楼,1人关注 / 一年前发布,93,"7,686元/平"
弄弄坪十九冶医院旁位置好出行方便 房东诚心出售,创建路4号 -瓜子坪,3室2厅 | 101.56平米 | 东南 | 精装 | 低楼层(共8层)  | 暂无数据,0人关注 / 一年前发布,30,"2,954元/平"
华森苑 套三双卫 户型方正  采光好,华森苑 -米易县,3室2厅 | 107平米 | 东南 南 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,80,"7,477元/平"
精装修套三出售，看上价格可谈，房子视野宽阔,海棠蓝湾 -米易县,3室2厅 | 99平米 | 东南 | 精装 | 高楼层(共22层)  | 塔楼,1人关注 / 一年前发布,79,"7,980元/平"
仁和精装三室单卫保持很好看房方便,波尔卡城邦 -仁和区,3室2厅 | 96.17平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,73,"7,591元/平"
闹中取静的天然氧吧房，小区安全安静养老居家好房,南山花园 -南山,3室2厅 | 131平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,43,"3,283元/平"
竹福园旁精装大三室，拎包入住，房东急售，位置好,紫藤巷3号 -竹湖园,3室1厅 | 108平米 | 东南 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 4个月以前发布,50,"4,630元/平"
仁和 水岸沙湾河景房 1楼带花园 看房方便,水岸沙湾 -仁和区,5室2厅 | 139平米 | 南 | 精装 | 低楼层(共32层)  | 暂无数据,1人关注 / 一年前发布,235,"16,907元/平"
峻岭天下大三室精装银泰城城交通便利繁华地段,峻岭天下 -仁和区,4室2厅 | 133.84平米 | 南 | 精装 | 中楼层(共29层)  | 板塔结合,0人关注 / 一年前发布,75,"5,604元/平"
二医院旁欧丽景苑 三室两厅精装好房出售 交通便利,欧郦景苑 -玉泉,3室2厅 | 102平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,49,"4,804元/平"
银泰精装三室双卫，装修保持新，视野开阔。,银泰城泰悦居 -仁和区,3室2厅 | 117平米 | 东南 | 精装 | 中楼层(共30层)  | 板楼,1人关注 / 一年前发布,78,"6,667元/平"
仁和精装大三室 户型通透 商圈成熟 出行方便,前进镇渡口村弯腰树组57号 -仁和区,3室2厅 | 133平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 11个月以前发布,39.8,"2,993元/平"
精装2室好房，房东诚心出售。。,江山里 -竹湖园,3室2厅 | 117平米 | 南 | 精装 | 低楼层(共26层)  | 暂无数据,0人关注 / 11个月以前发布,54,"4,616元/平"
江南庭院精装套三装修好户型好采光好,江南庭院 -米易县,3室2厅 | 121平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,91.8,"7,587元/平"
睿龙花园精装套三家具家电齐全近河,睿龙花园 -米易县,3室2厅 | 131.42平米 | 南 北 | 精装 | 中楼层(共9层)  | 暂无数据,0人关注 / 一年前发布,89.8,"6,834元/平"
华森苑      精装套三出售,华森苑 -米易县,3室2厅 | 117平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,82,"7,009元/平"
米易海棠花语精装套三  户型方正 采光好电梯房,海棠花语 -米易县,3室2厅 | 120平米 | 东南 | 精装 | 低楼层(共25层)  | 暂无数据,0人关注 / 一年前发布,83.8,"6,984元/平"
地龙井房区 3室1厅 南,地龙井房区 -九附二+九附六,3室1厅 | 70平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,24,"3,429元/平"
炳三区金海世纪城  精装三室单卫  出行方便,金海世纪城 -炳三区,3室2厅 | 91.8平米 | 东南 | 精装 | 低楼层(共34层)  | 暂无数据,1人关注 / 一年前发布,65,"7,081元/平"
九附六大润发旁都市国际电梯房2室生活出行方便,都市国际 -九附二+九附六,2室2厅 | 84平米 | 东南 | 精装 | 低楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,66,"7,858元/平"
炳三区海德堡精装顶跃 四十二中小 楼层视野好出行方便,海德堡 -炳三区,4室2厅 | 350平米 | 南 | 精装 | 高楼层(共32层)  | 暂无数据,5人关注 / 一年前发布,190,"5,429元/平"
金碧天下精装三室  此房视野开阔  生活配套方便,金泰金碧天下 -炳三区,3室2厅 | 120平米 | 东南 | 精装 | 低楼层(共18层)  | 暂无数据,1人关注 / 10个月以前发布,92,"7,667元/平"
九附六 万象城  金瓯 攀城外 三小 交通方便,中冶金沙 -九附二+九附六,3室2厅 | 88平米 | 东南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 7个月以前发布,39,"4,432元/平"
东区精装大户型三室一套出行方便上学方便,益兴巷54号 -华山,3室2厅 | 140.45平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,46,"3,276元/平"
迷阳水岸金装套三环境优美配套齐全,迷阳水岸 -米易县,3室1厅 | 117平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 6个月以前发布,115,"9,830元/平"
竹福园旁精装大三室，拎包入住，房东急售，位置好,紫藤巷3号 -竹湖园,3室1厅 | 108平米 | 东南 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 4个月以前发布,50,"4,630元/平"
