标题,开发商,房子信息,发布信息,售价/万,单价
户型好正宗4室2厅2卫 朝南 正对中庭 装修保存完好,春天印象北区 -城北,4室2厅 | 132.76平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 4天以前发布,122.5,"9,228元/平"
金雁·欧城联邦 3室2厅 东南,金雁·欧城联邦 -广汉市,3室2厅 | 113.5平米 | 东南 | 其他 | 高楼层(共24层)  | 塔楼,1人关注 / 17天以前发布,90,"7,930元/平"
城北龙湾上城 精装套四 带产权车位老证空户 看房方便,龙湾上城 -城北,4室2厅 | 141平米 | 东南 | 其他 | 低楼层(共26层)  | 板塔结合,0人关注 / 26天以前发布,138.8,"9,844元/平"
汇乐馨苑地理位置好环境好交通方便,汇乐馨苑 -旌东,4室2厅 | 165平米 | 南 | 其他 | 中楼层(共6层)  | 塔楼,0人关注 / 29天以前发布,90,"5,455元/平"
万兴新居 低楼层 4室2厅 房东诚心出售,万兴新居二期 -玉泉,4室2厅 | 130平米 | 东南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 19天以前发布,59.8,"4,600元/平"
佛山街市百货公司宿舍 3室2厅 南 北,佛山街市百货公司宿舍 -玉泉,3室2厅 | 132平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,44.8,"3,394元/平"
南滨佳苑 3室2厅 东南,南滨佳苑 -经开区,3室2厅 | 95平米 | 东南 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 23天以前发布,66.8,"7,032元/平"
房东诚心出售，工农村成熟配套，产权证清晰,新里程英伦联邦 -工农村,3室2厅 | 105平米 | 东南 | 其他 | 中楼层(共23层)  | 板塔结合,0人关注 / 23天以前发布,72.8,"6,934元/平"
保利香雪国际标准三室 马上老证 中间楼层朝中庭,保利·香雪国际 -柳梢堰,3室2厅 | 95平米 | 北 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 18天以前发布,55,"5,790元/平"
雒城一号B区 3室1厅 南 北,雒城一号B区 -广汉市,3室1厅 | 126.04平米 | 南 北 | 其他 | 低楼层(共11层)  | 暂无数据,0人关注 / 19天以前发布,78,"6,189元/平"
安装公司家属区 2室2厅 西南,安装公司家属区 -102生活广场,2室2厅 | 97平米 | 西南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 18天以前发布,52,"5,361元/平"
桂南小区 3室2厅 北,桂南小区 -广汉市,3室2厅 | 97平米 | 北 | 其他 | 中楼层(共8层)  | 板楼,0人关注 / 18天以前发布,26,"2,681元/平"
香江华府 3室2厅 南 北,香江华府 -五洲广场,3室2厅 | 110平米 | 南 北 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 17天以前发布,95,"8,637元/平"
正成南庭 4室1厅 南,正成南庭 -经开区,4室1厅 | 129.79平米 | 南 | 其他 | 高楼层(共25层)  | 塔楼,0人关注 / 24天以前发布,88,"6,781元/平"
一楼带花园 房东诚心出售 看房方便,东泰翡翠郡 -广汉市,3室2厅 | 103平米 | 南 | 其他 | 低楼层(共25层)  | 塔楼,0人关注 / 24天以前发布,72.8,"7,068元/平"
城北电梯洋房 清水套三 视野开阔 港式横厅设计,金科·集美水岸 -广汉市,3室2厅 | 107平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,0人关注 / 18天以前发布,72.8,"6,804元/平"
雒城一号B区 3室2厅 南,雒城一号B区 -广汉市,3室2厅 | 108平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 21天以前发布,59.8,"5,538元/平"
城南鼎虹市场热闹区域，生活便利，房东急售,鼎虹嘉苑三期 -五洲广场,4室2厅 | 152平米 | 南 北 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 18天以前发布,68,"4,474元/平"
顺兴苑 3室2厅 东南,顺兴苑 -黄河片区,3室2厅 | 114.86平米 | 东南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 17天以前发布,95,"8,271元/平"
电信广场 高品质大盘 园林式小区 老证 好停车,印象戛纳 -旌阳区,3室2厅 | 137平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 15天以前发布,96.6,"7,052元/平"
东泰帝景国际 3室1厅 西,东泰帝景国际 -广汉市,3室1厅 | 119.21平米 | 西 | 简装 | 低楼层(共10层)  | 塔楼,0人关注 / 21天以前发布,69.8,"5,856元/平"
怡警花园南区 2室2厅 南 北,怡警花园南区 -高铁新区,2室2厅 | 100平米 | 南 北 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 2个月以前发布,65,"6,500元/平"
香槟城金色明天 3室2厅 东,香槟城金色明天 -高铁新区,3室2厅 | 96.8平米 | 东 | 毛坯 | 高楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,72.8,"7,521元/平"
滨湖之春 2室1厅 南,滨湖之春 -岷山路小学,2室1厅 | 95平米 | 南 | 简装 | 高楼层(共25层)  | 暂无数据,0人关注 / 1个月以前发布,73.8,"7,769元/平"
城南万嘉国际 清水套二 朝南 中间楼层户型方正,万嘉国际社区 -工农村,2室2厅 | 78平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,0人关注 / 23天以前发布,48.8,"6,257元/平"
城南万嘉国际套二  电梯小高层 朝南 户型方正采光,万嘉国际社区 -工农村,2室2厅 | 78平米 | 南 | 精装 | 中楼层(共10层)  | 板塔结合,1人关注 / 1个月以前发布,55.8,"7,154元/平"
城南万嘉国际 清水套二 朝南 中间楼层户型方正,万嘉国际社区 -工农村,2室2厅 | 78平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,0人关注 / 23天以前发布,48.8,"6,257元/平"
二重生活区106号 3室2厅 东南,二重生活区106号 -岷山路小学,3室2厅 | 74平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 22天以前发布,43.8,"5,919元/平"
翠湖印象 1室1厅 南,翠湖印象 -旌东,1室1厅 | 42平米 | 南 | 其他 | 低楼层(共29层)  | 塔楼,0人关注 / 31天以前发布,29,"6,905元/平"
中山大道旁，交通便利，配套成熟,民航飞行学院住宅区A区 -广汉市,2室2厅 | 68平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 24天以前发布,18.2,"2,677元/平"
楼层好视野开阔，户型方正，交通便利，小区配套成熟。,中亚水岸花都蓝点 -五洲广场,3室2厅 | 136.06平米 | 南 北 | 毛坯 | 低楼层(共24层)  | 暂无数据,0人关注 / 23天以前发布,120,"8,820元/平"
英伦联邦 精装一室 拎包入住 家具家电齐全,新里程英伦联邦 -工农村,1室1厅 | 36.18平米 | 南 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 20天以前发布,29,"8,016元/平"
黄河片区清水房2室带门厅户型通透老证,骏逸东山 -黄河片区,2室1厅 | 83.98平米 | 东南 | 毛坯 | 中楼层(共28层)  | 板塔结合,0人关注 / 21天以前发布,71.5,"8,514元/平"
永兴小区  多层4楼  精装两室  房东诚心出售,德阳市永兴机械有限责任公司生活区 -城北,2室1厅 | 54平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 25天以前发布,29.8,"5,519元/平"
此房套三 中间楼层 房东诚心出售,教师新村 -城北,3室2厅 | 98.75平米 | 东南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,51.8,"5,246元/平"
高铁新区背后地址位置优越小区环境好 户型方正无浪费,涪江苑 -高铁新区,2室2厅 | 62平米 | 南 北 | 精装 | 中楼层(共7层)  | 平房,0人关注 / 22天以前发布,29.8,"4,807元/平"
小区环境优质，居家装修，房子保护的很干净，产权明晰,鼎虹嘉苑二期 -五洲广场,2室2厅 | 83平米 | 东南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 20天以前发布,42.2,"5,085元/平"
怡警花园 2室2厅 南,怡警花园 -高铁新区,2室2厅 | 87.57平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 19天以前发布,38,"4,340元/平"
鑫沙时代 2室2厅 东 东南,鑫沙时代 -岷山路小学,2室2厅 | 67平米 | 东 东南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 16天以前发布,46.8,"6,986元/平"
配套齐全，采光好，交通便利，精装拎包入住,108北区 -岷山路小学,2室2厅 | 72平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 23天以前发布,37.8,"5,250元/平"
蒙山小区 3室2厅 南,蒙山小区 -岷山路小学,3室2厅 | 127.54平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 4天以前发布,72,"5,646元/平"
此房满两年，出行方便，户型方正，居住方便舒适,沙河街28号 -岷山路小学,2室1厅 | 77.76平米 | 东 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 21天以前发布,37.8,"4,862元/平"
金牛东苑 1室1厅 东 西,金牛东苑 -旌阳区,1室1厅 | 50平米 | 东 西 | 简装 | 中楼层(共18层)  | 塔楼,1人关注 / 28天以前发布,27.5,"5,500元/平"
此房采光充足，楼层好视野宽阔，配套齐全,珠江西路小区 -五洲广场,2室2厅 | 62平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 17天以前发布,36.6,"5,904元/平"
时代庐山 2室2厅 东,时代庐山 -玉泉,2室2厅 | 91平米 | 东 | 精装 | 高楼层(共30层)  | 塔楼,0人关注 / 17天以前发布,68,"7,473元/平"
翠竹小区B区 2室1厅 南,翠竹小区B区 -高铁新区,2室1厅 | 55平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 18天以前发布,33,"6,000元/平"
东电二区精装两室带家具家电拎包入住,东方友谊 -东电生活区,2室2厅 | 65.42平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 25天以前发布,26.8,"4,097元/平"
和德春锦 1室2厅 南 北,和德春锦 -旌东,1室2厅 | 60平米 | 南 北 | 简装 | 低楼层(共30层)  | 塔楼,0人关注 / 24天以前发布,44,"7,334元/平"
骏逸东山 2室2厅 东 西,骏逸东山 -黄河片区,2室2厅 | 93平米 | 东 西 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 18天以前发布,68,"7,312元/平"
城北 春兰新城 电梯2房 三生活区 可迁户入,春兰新城 -东电生活区,2室1厅 | 67.31平米 | 东 | 简装 | 高楼层(共32层)  | 板楼,0人关注 / 22天以前发布,39.8,"5,913元/平"
带花园的套二精装房，房东自己装修,东方太行山住宅区 -东电生活区,2室2厅 | 64平米 | 东 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 24天以前发布,38.8,"6,063元/平"
城南精装套二，家电齐全 拎包入住,105生活区 -岷山路小学,2室1厅 | 73平米 | 南 | 精装 | 低楼层(共2层)  | 板塔结合,0人关注 / 25天以前发布,41,"5,617元/平"
吾悦广场旁，套二户型，房东诚心卖,万嘉国际社区 -工农村,2室1厅 | 77.08平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,1人关注 / 18天以前发布,49.8,"6,461元/平"
千和玫瑰公寓 2室1厅 南 北,千和玫瑰公寓 -102生活广场,2室1厅 | 97.78平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,62,"6,341元/平"
滨河小区 3室1厅 东南,滨河小区 -广汉市,3室1厅 | 125.57平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 16天以前发布,56.8,"4,524元/平"
新里程尊域 2室1厅 南,新里程尊域 -102生活广场,2室1厅 | 80.45平米 | 南 | 其他 | 高楼层(共27层)  | 塔楼,0人关注 / 16天以前发布,59,"7,334元/平"
105生活区 2室1厅 东,105生活区 -岷山路小学,2室1厅 | 68平米 | 东 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,28,"4,118元/平"
58万买福康自有自宅大两室！！！！,福康自有自宅 -玉泉,2室2厅 | 88.27平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,51.5,"5,835元/平"
新里程英伦联邦 2室1厅 南,新里程英伦联邦 -工农村,2室1厅 | 82.5平米 | 南 | 其他 | 高楼层(共27层)  | 板塔结合,0人关注 / 13天以前发布,51,"6,182元/平"
此房老证，户型方正，房子地理位置好，装修温馨。,惠安西苑 -五洲广场,2室2厅 | 74.69平米 | 西南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,35,"4,687元/平"
老证，户型方正，采光好，可看湖，卧室对中庭,湖景湾 -黄河片区,3室2厅 | 93.13平米 | 北 东北 | 精装 | 高楼层(共25层)  | 塔楼,5人关注 / 一年前发布,79.6,"8,548元/平"
中融大名城 1室1厅 东,中融大名城 -工农村,1室1厅 | 55平米 | 东 | 其他 | 中楼层(共37层)  | 塔楼,0人关注 / 18天以前发布,52,"9,455元/平"
西都名苑 2室1厅 南 北,西都名苑 -德什路口,2室1厅 | 78.03平米 | 南 北 | 其他 | 中楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,52,"6,665元/平"
南北通透 楼层好 视野宽阔采光充配套设施齐全交通便利,上水湾 -黄河片区,2室2厅 | 80平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 18天以前发布,64,"8,000元/平"
翰城国际一期 2室2厅 南,翰城国际一期 -黄河片区,2室2厅 | 87.91平米 | 南 | 其他 | 低楼层(共19层)  | 暂无数据,0人关注 / 5个月以前发布,82.5,"9,385元/平"
老证 跃层 中庭 南北向拎包入住 配套齐全 交通方便,汇乐花城 -旌东,2室1厅 | 89平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 16天以前发布,48,"5,394元/平"
民航飞行学院住宅区A区 2室2厅 南 北,民航飞行学院住宅区A区 -广汉市,2室2厅 | 61.78平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 16天以前发布,17.8,"2,882元/平"
万嘉国际社区 2室2厅 南,万嘉国际社区 -工农村,2室2厅 | 77.08平米 | 南 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 16天以前发布,47.8,"6,202元/平"
套二  住家 装修，低楼层，低总价,蔚泉新村安居房 -绵竹市,2室2厅 | 76.65平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,2人关注 / 11个月以前发布,34.8,"4,541元/平"
碧桂园旌湖上境 3室2厅 东南,碧桂园旌湖上境 -万达广场,3室2厅 | 105平米 | 东南 | 其他 | 低楼层(共34层)  | 板楼,0人关注 / 10天以前发布,83,"7,905元/平"
房东诚心卖，故价格适中，需提前预约看房，可贷款，,中融大名城 -工农村,1室0厅 | 35平米 | 南 | 其他 | 高楼层(共37层)  | 塔楼,0人关注 / 16天以前发布,24.8,"7,086元/平"
黄河桥头，北公园，清水大套二，北辰观山水，,北辰观山水 -城北,2室2厅 | 90平米 | 东南 | 其他 | 低楼层(共27层)  | 塔楼,0人关注 / 16天以前发布,75,"8,334元/平"
市中芯套二房源 中间楼层 装修新 拎包入住,旌都银座 -102生活广场,2室1厅 | 65.5平米 | 西 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 16天以前发布,45,"6,871元/平"
琪达新巢 2室1厅 东,琪达新巢 -岷山路小学,2室1厅 | 69.8平米 | 东 | 其他 | 中楼层(共18层)  | 塔楼,0人关注 / 11天以前发布,49.8,"7,135元/平"
世康世纪城 2室2厅 东,世康世纪城 -东电生活区,2室2厅 | 86平米 | 东 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 9天以前发布,58,"6,745元/平"
青山巷66号 2室1厅 南,青山巷66号 -102生活广场,2室1厅 | 66.84平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,30.8,"4,609元/平"
锦弘泓景湾 2室1厅 东南,锦弘泓景湾 -广汉市,2室1厅 | 86平米 | 东南 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 13天以前发布,63.8,"7,419元/平"
珠江西路小区 1室1厅 南,珠江西路小区 -五洲广场,1室1厅 | 62平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 10天以前发布,24.8,"4,000元/平"
泰安小区 2室1厅 南,泰安小区 -岷山路小学,2室1厅 | 85.19平米 | 南 | 其他 | 中楼层(共7层)  | 塔楼,0人关注 / 12天以前发布,39,"4,579元/平"
天籁福巴黎之春标准两室  老证可贷款 有钥匙,天籁福巴黎之春 -经开区,2室2厅 | 74.07平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 16天以前发布,49.8,"6,724元/平"
涪江苑 2室2厅 东,涪江苑 -高铁新区,2室2厅 | 71.17平米 | 东 | 其他 | 高楼层(共7层)  | 平房,0人关注 / 12天以前发布,20.2,"2,839元/平"
玉泉E区 四室两厅两卫 配套生活方便,玉泉E区 -玉泉,4室2厅 | 158平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,75,"4,747元/平"
玉泉E区3室2厅1厨2卫157平,玉泉E区 -玉泉,3室2厅 | 157平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,81,"5,160元/平"
电梯小高层，邻三星湖，环境舒适,福馨苑 -广汉市,3室2厅 | 111.22平米 | 南 | 其他 | 低楼层(共12层)  | 暂无数据,2人关注 / 8个月以前发布,38,"3,417元/平"
高铁新区 现房 随时可看房 户型好 通风效果好,怡警花园南区 -高铁新区,3室2厅 | 119.33平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,65,"5,448元/平"
高铁新区金阳花园，出行方便，前景乐观,金阳花园 -高铁新区,3室2厅 | 119.3平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,62,"5,197元/平"
青山巷6号小区，多层3楼，有24小时门卫,青山公寓 -102生活广场,2室2厅 | 102.28平米 | 东 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,51.8,"5,065元/平"
市外贸宿舍出售4室2厅1厨1卫房出售 看房提前联系,市外贸宿舍 -102生活广场,4室2厅 | 130平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,64.3,"4,947元/平"
交通便利 小区环境干净舒适 适合居住,平康苑 -102生活广场,3室2厅 | 135平米 | 东南 | 其他 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,78,"5,778元/平"
美林康城 3室2厅 南,美林康城 -黄河片区,3室2厅 | 110.89平米 | 南 | 其他 | 中楼层(共19层)  | 暂无数据,2人关注 / 一年前发布,88.8,"8,008元/平"
怡警花园南区 4室2厅 南,怡警花园南区 -高铁新区,4室2厅 | 148.07平米 | 南 | 其他 | 中楼层(共25层)  | 板楼,0人关注 / 一年前发布,70.8,"4,782元/平"
黄河片区 美林康城 生活方便 环境好,美林康城 -黄河片区,4室2厅 | 133平米 | 西南 | 其他 | 低楼层(共19层)  | 板塔结合,0人关注 / 一年前发布,120,"9,023元/平"
