标题,开发商,房子信息,发布信息,售价/万,单价
御景苑电梯中层商品房，南北通透大H户型，单价低！,御景苑三期 -元宝区,2室2厅 | 98.56平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,0人关注 / 3天以前发布,74,"7,509元/平"
此房为金湾小区房源 步梯6楼 有园区 有物业 中等装修,金湾小区 -振兴区,2室2厅 | 112.16平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,73,"6,509元/平"
天诚佳园，八道核 心位置， 交通便利配套齐,天诚佳园 -元宝区,2室2厅 | 112.91平米 | 东 西 | 精装 | 中楼层(共12层)  | 板塔结合,0人关注 / 一年前发布,105,"9,300元/平"
玫瑰港湾南区 电梯10楼 三室两厅两卫 带露台 中间位置,华盛玫瑰港湾南区 -振安区,3室2厅 | 142平米 | 南 北 | 简装 | 中楼层(共29层)  | 板楼,1人关注 / 一年前发布,115,"8,099元/平"
新加坡城，简单装修三居室，可拎包入住,新加坡城 -振兴区,3室2厅 | 120平米 | 南 北 | 简装 | 低楼层(共31层)  | 暂无数据,1人关注 / 7个月以前发布,60,"5,000元/平"
此房满五唯一，精装修婚房，可看江,滨江壹号 -振兴区,2室2厅 | 93平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,9人关注 / 一年前发布,56,"6,022元/平"
宝山泰和花园，简单装修，步梯8跃9，162平，64万,泰和花园(宽甸满族自治县) -元宝区,4室3厅 | 161.9平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,2人关注 / 一年前发布,60,"3,706元/平"
步梯三楼  前后无遮挡   楼下可停车  看房需要提前约,虹桥小区 -元宝区,2室2厅 | 81.2平米 | 西 东 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,53.8,"6,626元/平"
麦克小区 99平   2室2厅1卫,麦克小区 -元宝区,2室2厅 | 99平米 | 西南 | 简装 | 低楼层(共7层)  | 板楼,2人关注 / 一年前发布,65,"6,566元/平"
南北通透，满五年，家具家电全带.带个小花园..,福景园 -振兴区,2室2厅 | 70平米 | 南 北 | 精装 | 低楼层(共6层)  | 塔楼,0人关注 / 4个月以前发布,62,"8,858元/平"
聚隆公园 步梯 商品房 阳光好 户型端正 诚心出售,聚隆公园A区 -元宝区,2室2厅 | 131.27平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,115,"8,761元/平"
此房源满五，，休闲锻炼的好地方，,麦克小区 -元宝区,2室2厅 | 115平米 | 南 北 | 简装 | 低楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,65,"5,653元/平"
丹建馨园，步梯，精装，带阁楼，红房,丹建馨园 -振兴区,3室2厅 | 125.84平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,86,"6,835元/平"
步梯低层.采光好交通便利.拎包就能入住.,福海小区 -元宝区,2室2厅 | 95.28平米 | 南 北 | 简装 | 低楼层(共8层)  | 板楼,0人关注 / 一年前发布,64,"6,718元/平"
清花园小区 八楼顶 南北朝向小区环境好,清花园小区 -振兴区,2室2厅 | 90平米 | 南 北 | 简装 | 高楼层(共8层)  | 板塔结合,10人关注 / 一年前发布,36.5,"4,056元/平"
顺泰花园 电梯洋房 江景 商品房 近江边 阳光好 可贷款,顺泰花园 -振兴区,3室2厅 | 160平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,13人关注 / 一年前发布,160,"10,000元/平"
此房楼层好，位置在商圈，交通便利，光线好。,亿龙国际公寓 -元宝区,2室2厅 | 120平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,2人关注 / 一年前发布,78,"6,500元/平"
重磅消息！御景苑回迁110平独.一套！6700米一平,御景苑一期 -元宝区,3室1厅 | 110平米 | 南 东 | 精装 | 高楼层(共31层)  | 板塔结合,25人关注 / 一年前发布,63,"5,728元/平"
优山美地商品房，地点好，交通方便,钰豪-优山美地小区 -元宝区,2室1厅 | 86平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,7人关注 / 一年前发布,65,"7,559元/平"
此房满五 看房方便 支持商贷和公积金贷款,鸿润宝业家园 -元宝区,4室2厅 | 183平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,95,"5,192元/平"
汇友大厦 一线江景房 采光充足 可贷款,汇友大厦 -振兴区,4室2厅 | 209.95平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,8人关注 / 一年前发布,150,"7,145元/平"
楼间距大 园区安静 小高层 采光好 视野好,怡山风情 -振兴区,3室2厅 | 136平米 | 南 北 | 毛坯 | 低楼层(共13层)  | 板塔结合,20人关注 / 9个月以前发布,53,"3,898元/平"
万隆和馨园  步梯四楼  南北通  商品房 满五年,萬隆和馨園 -振兴区,3室2厅 | 123.3平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,120,"9,733元/平"
豪庭公寓  大面积 单价低 三室两厅 电梯中层,豪庭公寓 -元宝区,3室2厅 | 181.49平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,3人关注 / 一年前发布,130,"7,163元/平"
此房电梯高层非顶 通透格局规整 精装修.,中宝家园 -元宝区,3室2厅 | 160平米 | 西南 南 西 | 简装 | 高楼层(共15层)  | 塔楼,3人关注 / 一年前发布,112,"7,000元/平"
月亮岛界河明珠 前排 精装修 可贷款,月亮岛界河明珠 -振兴区,2室1厅 | 132.4平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 2个月以前发布,175,"13,218元/平"
金色水岸南北通透，三室两厅两卫简单装修！,新宇金色水岸 -振兴区,3室2厅 | 134.5平米 | 南 北 | 简装 | 低楼层(共16层)  | 板楼,0人关注 / 3个月以前发布,66,"4,908元/平"
金水湾小区   商品   3楼 一线江景,金水湾小区 -元宝区,3室2厅 | 142.9平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,128,"8,958元/平"
万隆和馨园 步梯高层 南北通透 采光充足 可贷款,萬隆和馨園 -振兴区,2室2厅 | 103.3平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,92,"8,907元/平"
位置优越，地理离江边近，市场近，,清花园小区 -振兴区,3室2厅 | 143平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,2人关注 / 7个月以前发布,63,"4,406元/平"
重磅消息！御景苑回迁110平独.一套！6700米一平,御景苑一期 -元宝区,3室1厅 | 110平米 | 南 东 | 精装 | 高楼层(共31层)  | 板塔结合,25人关注 / 一年前发布,63,"5,728元/平"
知春园小区 步梯七跃八 红房   拎包入住  可以贷款,知春园 -振兴区,3室2厅 | 118平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 3个月以前发布,81,"6,865元/平"
锦绣二期 步梯一楼 此房满五年 房主诚心出售 拎包住,锦绣花园 -振兴区,2室2厅 | 100平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,3人关注 / 10个月以前发布,100,"10,000元/平"
丹建馨园 步梯3楼 南北通透 阳光好 支持各种贷款,丹建馨园 -振兴区,2室2厅 | 98.55平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 10个月以前发布,105,"10,655元/平"
佳兆业可看江的房子！格局好，可贷款,佳兆业壹号 -振兴区,3室2厅 | 143.8平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,0人关注 / 一年前发布,143.9,"10,007元/平"
万达华府 电梯高层 精装修  品牌家具家电 阳光充足,万达华府 -振兴区,2室2厅 | 173平米 | 西 | 精装 | 高楼层(共32层)  | 塔楼,3人关注 / 一年前发布,175,"10,116元/平"
红房 三室 可贷款 简单装修 私产,红房二街 -振兴区,3室1厅 | 83平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 一年前发布,45,"5,422元/平"
鸿润绿江华府，一线江景，优质小区,鸿润绿江华府 -振兴区,3室2厅 | 212.03平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,2人关注 / 一年前发布,288,"13,583元/平"
永昌社区，步梯三楼，私产能贷款,永昌社区 -振兴区,3室1厅 | 82.71平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,5人关注 / 一年前发布,80,"9,673元/平"
丹建馨园 步梯矮层 户型好 阳光好 不上坡,丹建馨园 -振兴区,3室2厅 | 123平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 2个月以前发布,115,"9,350元/平"
锦绣三期门市房，商圈好，小区多，锦绣家具。老乐购,文联大厦 -振兴区,2室2厅 | 135平米 | 东 南 | 精装 | 中楼层(共17层)  | 板楼,14人关注 / 一年前发布,86,"6,371元/平"
商品房，步梯中层，户型好，阳光充足！,德馨园小区 -元宝区,2室2厅 | 106平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,5人关注 / 一年前发布,63.8,"6,019元/平"
精装商品房，电梯好楼层，园区好位置，，,金地•伊山风景 -元宝区,2室3厅 | 130平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,4人关注 / 一年前发布,107,"8,231元/平"
佰阳颐园步梯3楼商品房，婚房装修一天没住，阳光好,佰阳颐园 -振兴区,2室2厅 | 111.06平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,2人关注 / 9个月以前发布,96.8,"8,717元/平"
步梯高层 阳光好 无遮挡 出行便利。,和经街 -元宝区,3室1厅 | 139平米 | 东 西 | 简装 | 高楼层(共8层)  | 板塔结合,1人关注 / 一年前发布,58,"4,173元/平"
此房满五唯一精装修 格局好  园区内有广场花园,江滨麗园 -振兴区,4室3厅 | 200平米 | 东 西 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,110,"5,500元/平"
精装修 南北通透 交通方便 阳光好视线好 大落地窗,意達城中花園 -振兴区,3室2厅 | 192平米 | 南 北 | 简装 | 中楼层(共19层)  | 板楼,0人关注 / 4个月以前发布,200,"10,417元/平"
步梯公摊小，精装修，可拎包入住,鸿润宝业家园 -元宝区,3室1厅 | 100.3平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,65,"6,481元/平"
两室  精装修  金汤 17中 学苗可用 支持商贷 公积金！,聚隆C区 -元宝区,2室2厅 | 79.42平米 | 南 北 | 精装 | 高楼层(共30层)  | 板楼,11人关注 / 一年前发布,60,"7,555元/平"
中宝家园 电梯商品房 两室两厅 南北通透 阳光好,中宝家园 -元宝区,2室2厅 | 115.24平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,3人关注 / 一年前发布,85,"7,376元/平"
林江名城，步梯房，格局规整，通透户型。,林江名城 -元宝区,3室2厅 | 110平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,7人关注 / 一年前发布,69.8,"6,346元/平"
商品房，十九，装修保持好 阳光好 位置好,萬隆和馨園 -振兴区,3室2厅 | 126平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,1人关注 / 一年前发布,110.5,"8,770元/平"
宗裕城C区，电梯房，三室两厅两卫，毛坯房,宗裕城C区 -元宝区,3室2厅 | 133.32平米 | 南 北 | 毛坯 | 低楼层(共27层)  | 板楼,2人关注 / 一年前发布,73.5,"5,514元/平"
市区中间近江边可看江，华美，步行街，女人街，车站,东海小区 -元宝区,4室2厅 | 154.28平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,83,"5,380元/平"
金地广场，电梯中层，大落地窗三室两卫，阳光好可贷款,金地廣塲 -元宝区,3室2厅 | 165.32平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,3人关注 / 一年前发布,148,"8,953元/平"
丹东市内跃层，171平123万有60平大云亭,丹建佳园 -元宝区,3室2厅 | 171平米 | 南 北 | 精装 | 高楼层(共27层)  | 板楼,3人关注 / 一年前发布,122,"7,135元/平"
朝凤小区 纯私产 拎包即住 十七中,朝凤小区聚宝住宅 -元宝区,3室1厅 | 88.73平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 一年前发布,41,"4,621元/平"
虹桥小区 2室2厅 东 西,虹桥小区 -元宝区,2室2厅 | 101.26平米 | 东 西 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 9个月以前发布,49.8,"4,919元/平"
优山美地商品 前后无遮挡电梯小高层 精装修,钰豪-优山美地小区 -元宝区,2室1厅 | 103.51平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,15人关注 / 一年前发布,82,"7,922元/平"
地理位置好，交通便利，房本手续齐全，旁边配套齐..,鑫泰家园 -振兴区,2室2厅 | 114.06平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,10人关注 / 一年前发布,105,"9,206元/平"
中宝家园电梯5楼，前排无遮挡，采光好，精装修,中宝家园 -元宝区,3室2厅 | 140平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,2人关注 / 一年前发布,110,"7,858元/平"
女人街商圈附 近 格局通透 阳光无遮挡 支持各种贷款,宏安北园 -元宝区,2室2厅 | 110平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 一年前发布,69.9,"6,355元/平"
林江名城商品房 一线江景房 有房本 支持各种可贷款,林江名城 -元宝区,3室2厅 | 156平米 | 南 北 | 精装 | 低楼层(共23层)  | 板塔结合,2人关注 / 一年前发布,123,"7,885元/平"
东晨小区 3室1厅 南 北,东晨小区 -振兴区,3室1厅 | 77平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,85,"11,039元/平"
此房，产权清晰，生活方便，离江边近，可贷款，商品房,林江名城 -元宝区,3室1厅 | 92平米 | 西 | 精装 | 低楼层(共32层)  | 板楼,7人关注 / 一年前发布,75,"8,153元/平"
八道沟，电梯商品房，通透户型，精装拎包入住,中宝家园 -元宝区,2室2厅 | 115.24平米 | 东 西 | 精装 | 中楼层(共12层)  | 板楼,2人关注 / 一年前发布,86,"7,463元/平"
绿城紫金园2期 拎包入住 电梯好楼层,绿城紫金园 -振兴区,2室1厅 | 95.96平米 | 南 北 | 简装 | 中楼层(共13层)  | 板楼,1人关注 / 一年前发布,72,"7,504元/平"
精装修，带花园带车库，采光充足，高绿化，出行方便。,保利锦江林语A区 -振兴区,4室2厅 | 210平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,9人关注 / 一年前发布,225,"10,715元/平"
丹建佳园 电梯中层 中等装修 阳光充足 南北户型,丹建佳园 -元宝区,3室2厅 | 155.06平米 | 南 北 | 简装 | 中楼层(共15层)  | 板楼,3人关注 / 一年前发布,147.3,"9,500元/平"
元宝区 商品房 有园区 步梯跃层 可贷款,鸿润宝业家园 -元宝区,3室3厅 | 130平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,77,"5,924元/平"
步梯跃层，公园，市场，车站，出行便利,鸿润宝业家园 -元宝区,3室2厅 | 139平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,79.8,"5,742元/平"
兴隆小区 满五唯一 阳光好 有钥匙,兴隆小区 -元宝区,2室1厅 | 85平米 | 东 西 | 简装 | 中楼层(共8层)  | 板楼,3人关注 / 8个月以前发布,34,"4,000元/平"
福春高层 户型好 采光充足 视野开阔 交通便利,福春小区 -振兴区,2室1厅 | 60.11平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 11个月以前发布,28.8,"4,792元/平"
虹桥小区 ， 格局规整， 光线充足，私产,虹桥小区 -元宝区,4室1厅 | 108平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 11个月以前发布,54,"5,000元/平"
此房满五唯一，步梯中层，楼层好，采光通风,林江名城 -元宝区,2室2厅 | 102平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 11个月以前发布,85,"8,334元/平"
此房步梯六楼 两室一厅  采光好,广电小区 -元宝区,2室1厅 | 60平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,50,"8,334元/平"
女人街商圈，步梯五楼，近市场、公园，交通便利,朝凤二小区2号大院 -元宝区,2室2厅 | 100.3平米 | 南 | 简装 | 中楼层(共8层)  | 板楼,3人关注 / 一年前发布,45.5,"4,537元/平"
金汤金海永安花园一线江景电梯中层3室2厅阳光好可贷款,金海永安花园 -元宝区,3室2厅 | 175平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,0人关注 / 10个月以前发布,175,"10,000元/平"
元宝山旁 封闭园区，步梯好楼层，无遮挡 诚心出售,鸿润宝业家园 -元宝区,2室2厅 | 99.36平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,83,"8,354元/平"
满五唯一可贷款，低楼层，可商用可自主，,北麓园 -元宝区,2室1厅 | 80平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 一年前发布,57,"7,125元/平"
太阳尚品电梯洋房  前后两个大露台诚心出售,太阳尚品 -振兴区,3室2厅 | 145.82平米 | 南 北 | 毛坯 | 中楼层(共7层)  | 暂无数据,4人关注 / 9个月以前发布,113,"7,750元/平"
此房满五市区中间近江边，华美，步行街，女人街，车站,东海小区 -元宝区,2室2厅 | 93平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,63,"6,775元/平"
楼层好，视野广，采光足，设施齐全,宗裕城A区 -元宝区,2室2厅 | 87平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,59.5,"6,840元/平"
商品房 小区房龄20年左，格局好，视野宽阔，采光充足,泰和花园(宽甸满族自治县) -元宝区,3室2厅 | 149.76平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,1人关注 / 一年前发布,98,"6,544元/平"
一线大江景，绿江华府，核.心地带，直面江 精装修,鸿润绿江华府 -振兴区,3室2厅 | 199.09平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,5人关注 / 一年前发布,258.8,"13,000元/平"
纯私产 阳光好 位置好 满五年.......,萬隆和馨園 -振兴区,3室2厅 | 138.67平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,1人关注 / 一年前发布,167.8,"12,101元/平"
