标题,开发商,房子信息,发布信息,售价/万,单价
此房是B区临河户型的精装四房全屋中 央空调报价88万！,溶江小区 -经开区,4室2厅 | 141.37平米 | 西南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 7天以前发布,88,"6,225元/平"
乾州经开区三房，户型方正，采光充足，阳台大。,蓝天花园 -经开区,3室2厅 | 119.83平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,1人关注 / 4个月以前发布,41,"3,422元/平"
盛世豪庭   富华大厦视线好，房东诚心出售,富华大厦 -乾州,3室2厅 | 109平米 | 西南 | 毛坯 | 高楼层(共28层)  | 暂无数据,2人关注 / 5个月以前发布,80.8,"7,413元/平"
经开区名.门江山，毛坯三房两厅，采光好,名门江山小区 -经开区,3室2厅 | 127平米 | 东南 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 4个月以前发布,65.8,"5,182元/平"
吉首市乾州，金坪家园临河电梯三房，人车分流看房方便,金坪家园 -乾州,3室2厅 | 95平米 | 南 | 毛坯 | 高楼层(共30层)  | 板塔结合,0人关注 / 2个月以前发布,35.8,"3,769元/平"
吉首市乾州，金坪家园新上电梯河景三房，小区人车分流,金坪家园 -乾州,3室2厅 | 95.5平米 | 北 | 毛坯 | 高楼层(共30层)  | 暂无数据,0人关注 / 2个月以前发布,33,"3,456元/平"
吉盟天下一期 4室2厅 东南,吉盟天下一期 -吉首,4室2厅 | 128.99平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,41.8,"3,241元/平"
吉首火车站电梯新房，证件齐全，看房方便,峒河馨苑 -吉首,3室2厅 | 122平米 | 西 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 9个月以前发布,43.8,"3,591元/平"
吉首吉大小区旁 中间楼层 户型周正 首付2成,水畔铭城 -吉首,3室2厅 | 134.96平米 | 南 | 毛坯 | 高楼层(共12层)  | 暂无数据,1人关注 / 7个月以前发布,48.5,"3,594元/平"
吉首文艺路 朝南大3房 双阳台 采光通透单价3400一平,广华沁香园 -吉首,3室2厅 | 134.76平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,46,"3,414元/平"
经开区宏大广场 住宅公寓精装修拎包入住只要29.8万售,宏大广场 -经开区,1室1厅 | 43.63平米 | 南 | 精装 | 中楼层(共24层)  | 塔楼,2人关注 / 5个月以前发布,28.8,"6,601元/平"
宏大广场  70年产权 户型周正 采光好 朝向好,宏大广场 -经开区,1室0厅 | 52.38平米 | 南 | 毛坯 | 低楼层(共24层)  | 塔楼,0人关注 / 1个月以前发布,35.8,"6,835元/平"
新吉大旁 电梯房 正规一居 有客厅 有阳台,大汉新城 -吉首,1室1厅 | 42.48平米 | 南 | 简装 | 低楼层(共30层)  | 塔楼,13人关注 / 一年前发布,17,"4,002元/平"
大汉新城电梯2房，吉首雅溪那边,大汉新城 -吉首,2室2厅 | 86.24平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 8个月以前发布,33.8,"3,920元/平"
吉首大学旁 优质小区 中高楼层 采光好,大汉新城 -吉首,2室2厅 | 95平米 | 南 | 简装 | 中楼层(共28层)  | 板塔结合,3人关注 / 一年前发布,36.2,"3,811元/平"
经开区御香山三房房东置换，诚心出售,仁安·御香山 -经开区,3室2厅 | 107.07平米 | 东南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 8个月以前发布,52.8,"4,932元/平"
新装两房未入住，采光充足，中层电梯房，诚意出售,水云天小区 -乾州,2室1厅 | 103平米 | 东北 | 简装 | 低楼层(共12层)  | 板塔结合,1人关注 / 8个月以前发布,39.5,"3,835元/平"
经开区地段小3房，产权清晰，房东急卖！,溶江小区 -经开区,2室2厅 | 96.57平米 | 东南 | 毛坯 | 低楼层(共30层)  | 暂无数据,0人关注 / 一年前发布,49.8,"5,157元/平"
溶江小区四房带地下车库88.8w,溶江小区 -经开区,4室2厅 | 141.31平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 一年前发布,88,"6,228元/平"
大汉新城 2室2厅 南,大汉新城 -吉首,2室2厅 | 86.24平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,39.5,"4,581元/平"
经开区宏大广场繁华地段精装住宅公寓36.8万出售,宏大广场 -经开区,1室1厅 | 54.37平米 | 南 | 简装 | 高楼层(共24层)  | 塔楼,1人关注 / 6个月以前发布,30.5,"5,610元/平"
吉首电梯房107.4平，双阳台，34.8万，单价3200.,水畔铭城 -吉首,2室2厅 | 107.4平米 | 东南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,33.8,"3,148元/平"
户型周正 采光充足 房东诚心出售,学生公寓 -乾州,1室1厅 | 36.69平米 | 东 | 简装 | 中楼层(共19层)  | 塔楼,0人关注 / 3个月以前发布,16.8,"4,579元/平"
房子已经满两年 户型周正 位置佳 边上配套完善,宏大广场 -经开区,1室0厅 | 54.37平米 | 东南 | 精装 | 高楼层(共24层)  | 塔楼,1人关注 / 1个月以前发布,38,"6,990元/平"
经开区三校旁边的小区，首付7万搞定,翰林世家 -经开区,2室2厅 | 64.59平米 | 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,38,"5,884元/平"
好房推荐--蓝天花园，视野宽阔，采光充足,蓝天花园 -经开区,4室2厅 | 142.92平米 | 西南 | 毛坯 | 低楼层(共33层)  | 板楼,2人关注 / 一年前发布,50,"3,499元/平"
单位房 小区环境优美 位置安静 适合居住 诚心出售,州委宿舍 -吉首,4室2厅 | 170平米 | 北 | 精装 | 低楼层(共6层)  | 板楼,5人关注 / 一年前发布,68,"4,000元/平"
世纪山水，精装修四房，房东诚心出售,世纪山水 -乾州,4室2厅 | 129平米 | 东南 | 简装 | 高楼层(共33层)  | 塔楼,2人关注 / 一年前发布,89.6,"6,946元/平"
乾州古城旁边，精装3房，拎包入住,旅游之家 -乾州,4室2厅 | 139平米 | 南 | 精装 | 低楼层(共9层)  | 板塔结合,1人关注 / 7个月以前发布,54.2,"3,900元/平"
房子装修精致，拎包入住，采光好，品牌家电，,吉盟天下一期 -吉首,3室2厅 | 89.09平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 6个月以前发布,56.6,"6,354元/平"
乾州精装3房，户型周正拎包入住，采光好,拓展丽景园 -乾州,3室2厅 | 122.06平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,5人关注 / 5个月以前发布,49.8,"4,080元/平"
世纪广场附 近三房两厅出售，拎包入住,教师花园 -乾州,3室2厅 | 129平米 | 南 | 简装 | 低楼层(共8层)  | 暂无数据,1人关注 / 11个月以前发布,52,"4,032元/平"
房子户型好，看房方便，一期地理位置好,蓝天花园 -经开区,4室2厅 | 142平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,48.8,"3,437元/平"
吉首电梯房122.66平43.8万.全屋采光户型方正证件齐全,西郊嘉苑 -吉首,3室2厅 | 122.66平米 | 东南 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 1个月以前发布,39.8,"3,245元/平"
大汉新城4室2厅2卫 视野开阔,大汉新城 -吉首,4室2厅 | 156平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,68,"4,359元/平"
乾州新区吉首市人民法院宿舍毛坯4房，户型周正，,吉首市人民法院宿舍 -乾州,4室2厅 | 145.77平米 | 东南 | 毛坯 | 中楼层(共12层)  | 塔楼,1人关注 / 3个月以前发布,64.8,"4,446元/平"
高新区大电梯三房 采光通透 动静分离 带车位出售,牯牛城 -经开区,3室2厅 | 140平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,0人关注 / 7个月以前发布,71,"5,072元/平"
经开区电梯三房出售，采光漂亮视野开阔,蓝天御景 -经开区,3室2厅 | 131平米 | 东南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 6个月以前发布,62.9,"4,802元/平"
水畔铭城 复式楼 证件在手 带特特特大露台 诚心出售,水畔铭城 -吉首,4室2厅 | 206平米 | 南 | 精装 | 高楼层(共12层)  | 暂无数据,17人关注 / 一年前发布,82.8,"4,020元/平"
店长推荐，西一环单位房，停车，物业免费，临河户型,州邮政局宿舍 -吉首,3室2厅 | 106.78平米 | 南 | 简装 | 中楼层(共9层)  | 板楼,2人关注 / 6个月以前发布,30.8,"2,885元/平"
溶江小区 124平毛坯三房 看河户型  两梯三户,溶江小区 -经开区,3室2厅 | 127平米 | 东南 | 简装 | 中楼层(共29层)  | 塔楼,5人关注 / 一年前发布,62.8,"4,945元/平"
经开区碧桂园看河户型，急卖，很急卖,碧桂园中央公园 -经开区,4室2厅 | 140.88平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 2个月以前发布,75,"5,324元/平"
房东诚心出售，家具家电品牌，价格看起可议,吉首变电站职工住宅楼 -吉首,3室2厅 | 126.36平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,48.6,"3,847元/平"
乾州金宏帝景 毛坯两房 采光好 户型周正  出行方便,金宏帝景 -乾州,2室2厅 | 100.39平米 | 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,36.8,"3,666元/平"
经开区，99坪3房2，户型周正，契税满二,翰林世家 -经开区,3室2厅 | 98.46平米 | 东南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,49.8,"5,058元/平"
乾州盛世豪庭1房1厅，毛坯价29.8万,盛世豪庭 -乾州,1室1厅 | 44平米 | 南 | 简装 | 高楼层(共31层)  | 板塔结合,0人关注 / 29天以前发布,29.8,"6,773元/平"
2019年装修新中式风格复式楼,滨江新城 -乾州,5室5厅 | 294.83平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,3人关注 / 7个月以前发布,300,"10,176元/平"
出售雅溪大汉新城毛坯大四房 带车位一起 好楼层,大汉新城 -吉首,4室2厅 | 127.06平米 | 东南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 5个月以前发布,53.8,"4,235元/平"
火车桥单位房，138平41.8万，停车免费 不要物业,长途电信线路局委员会宿舍 -吉首,3室2厅 | 138.87平米 | 南 | 简装 | 高楼层(共8层)  | 暂无数据,1人关注 / 8个月以前发布,38.8,"2,794元/平"
房子为精装修一室一厅 可拎包入住 住宅的公寓,宏大广场 -经开区,1室1厅 | 43.63平米 | 东南 | 精装 | 高楼层(共24层)  | 塔楼,0人关注 / 22天以前发布,31.8,"7,289元/平"
物业认真负责 2：就读州幼儿园 3：配套齐全,军天学府苑小区 -乾州,1室1厅 | 58.72平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 4个月以前发布,29.8,"5,075元/平"
经开区溶江中*旁，毛坯三房，急售,溶江学府 -经开区,3室2厅 | 101.08平米 | 东南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 24天以前发布,55,"5,442元/平"
小区环境好，绿化面积很大，电梯房好楼层。,吉盟天下一期 -吉首,3室2厅 | 106.82平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 8个月以前发布,42.5,"3,979元/平"
吉盟天下1期 带双露台 小高层洋房28万 公积金可用,吉盟天下一期 -吉首,1室1厅 | 52.54平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,2人关注 / 7个月以前发布,26,"4,949元/平"
溶江C区 电梯3房 62万 证件齐全 地下停车厂 人车分流,溶江小区 -经开区,3室2厅 | 124.13平米 | 南 | 毛坯 | 低楼层(共29层)  | 塔楼,0人关注 / 7个月以前发布,59.8,"4,818元/平"
乾州世纪山水精装房拎包入住证件齐全房东诚心出售！,世纪山水 -乾州,1室2厅 | 53.71平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,34.5,"6,424元/平"
红旗门简装单位2房  户型周正 好楼层采光好 随时看房,武陵东路10号 -吉首,2室2厅 | 70平米 | 东南 | 简装 | 中楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,21,"3,000元/平"
世纪山水精装两房 临河户型 视野开阔,世纪山水 -乾州,2室2厅 | 83.07平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,6人关注 / 5个月以前发布,53.8,"6,477元/平"
吉盟天下新上电梯三房只要38.8万,吉盟天下一期 -吉首,3室2厅 | 107.89平米 | 东南 | 毛坯 | 低楼层(共33层)  | 塔楼,4人关注 / 8个月以前发布,35.8,"3,319元/平"
经开区核，心地段，电梯新3房，户型周正，视野开阔,名门江山小区 -经开区,3室2厅 | 126平米 | 东北 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 4个月以前发布,65.2,"5,175元/平"
吉首31.8万老吉大这路电梯房100.92平.证件齐全.,水畔铭城 -吉首,2室2厅 | 100.92平米 | 东南 | 毛坯 | 中楼层(共12层)  | 暂无数据,0人关注 / 1个月以前发布,31.8,"3,152元/平"
溶江小区 临河四房 户型周正 双阳台,溶江小区 -经开区,4室2厅 | 141.37平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,0人关注 / 8天以前发布,73.8,"5,221元/平"
吉首峒河馨苑31万电梯房.78.88平方，证件齐全。,峒河馨苑 -吉首,2室2厅 | 78.77平米 | 南 | 简装 | 中楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,31,"3,936元/平"
吉首电梯两房，102平，双阳台，39.8万，可以拎包入住,水畔铭城 -吉首,2室2厅 | 102.23平米 | 东南 | 简装 | 中楼层(共12层)  | 暂无数据,1人关注 / 2个月以前发布,38.8,"3,796元/平"
体育新城   总价52万   宜居小区   配套齐全,体育星城 -吉首,3室2厅 | 129.76平米 | 南 | 简装 | 高楼层(共19层)  | 板塔结合,0人关注 / 9天以前发布,52,"4,008元/平"
小区人车分流 户型好 欢迎来看房,名门江山小区 -经开区,3室2厅 | 125.99平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 3个月以前发布,63.8,"5,064元/平"
铁路中 学旁新上房源两房只要20万,再生资源宿舍 -吉首,2室2厅 | 69.55平米 | 东 | 简装 | 高楼层(共5层)  | 暂无数据,2人关注 / 9个月以前发布,16.8,"2,416元/平"
4楼精装修两房，旁边世纪广场。,盛世豪庭 -乾州,2室2厅 | 88平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,0人关注 / 3个月以前发布,59,"6,705元/平"
22万买文艺路上学、购物、交通方便的单位2房,州民族影剧院宿舍 -吉首,2室1厅 | 63.65平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,19.8,"3,111元/平"
吉首经开区仁安御香山毛坯现房出售,仁安·御香山 -经开区,3室2厅 | 112平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,63,"5,625元/平"
乾州大坡公园毛坯3房，视野开阔，业主诚心出售,中宇和园 -乾州,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共32层)  | 暂无数据,0人关注 / 11个月以前发布,46.6,"3,699元/平"
盛世 豪庭 精装两房 急售 户型通透 视野开阔,盛世豪庭 -乾州,2室2厅 | 97平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼,1人关注 / 2个月以前发布,62,"6,392元/平"
现楼 电梯洋房1楼 急售 户型周正 即买即装修入,吉盟天下一期 -吉首,2室2厅 | 83.75平米 | 南 | 毛坯 | 低楼层(共11层)  | 塔楼,0人关注 / 1个月以前发布,29,"3,463元/平"
武陵书香苑 人车分流 楼  王栋 户型通透,武陵书香苑 -经开区,3室2厅 | 116.78平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 6个月以前发布,61.8,"5,293元/平"
毛坯电梯3房，价格便宜，位置好,农业局宿舍 -乾州,3室2厅 | 125.48平米 | 南 | 毛坯 | 中楼层(共23层)  | 板塔结合,1人关注 / 2个月以前发布,52,"4,145元/平"
蓝天花园小区高楼层3房出售，视线广阔,蓝天花园 -经开区,3室2厅 | 123.4平米 | 北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 6个月以前发布,54.8,"4,441元/平"
从业4年来看过的干净，整洁的一套房子。,金宏嘉庭 -吉首,3室2厅 | 125平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,1人关注 / 2个月以前发布,46.5,"3,720元/平"
御香山带院子，地下室，大露台，诚心出售随时看房,仁安·御香山 -经开区,4室2厅 | 154.55平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,110,"7,118元/平"
2+1实地建面80+ 凤凰层 满二 房东急售 看房有钥匙,状元首府 -经开区,3室2厅 | 89平米 | 东南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,50.5,"5,675元/平"
单位电梯楼，停车免费，户型周正，视线开阔,农业局宿舍 -乾州,3室2厅 | 129.81平米 | 东北 | 毛坯 | 高楼层(共23层)  | 板塔结合,0人关注 / 2个月以前发布,58.8,"4,530元/平"
户型周正，小区绿化植物名贵，休闲运动宽敞,溶江小区 -经开区,4室2厅 | 141平米 | 东北 | 毛坯 | 低楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,69,"4,894元/平"
此房满二 带露台 业主诚心出售 随时看房,名门江山小区 -经开区,3室2厅 | 131.75平米 | 南 | 毛坯 | 低楼层(共31层)  | 板塔结合,0人关注 / 2个月以前发布,72,"5,465元/平"
乾州高新区大三房 56.8万带车位,诚信御景园 -乾州,3室2厅 | 132平米 | 东南 | 毛坯 | 高楼层(共33层)  | 暂无数据,1人关注 / 3个月以前发布,55.8,"4,228元/平"
太平洋家园 溶江A区 边户房东急售 看房有钥匙,太平洋家园 -经开区,3室2厅 | 152.25平米 | 西北 | 毛坯 | 低楼层(共24层)  | 板塔结合,0人关注 / 1个月以前发布,57,"3,744元/平"
房子诚心出售，150平米精装4房拎包入住,包蒙苑 -乾州,4室2厅 | 150平米 | 东南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,58,"3,867元/平"
九龙山庄4千出头单价芙蓉X校旁边,九龍山莊 -乾州,3室2厅 | 131平米 | 南 | 精装 | 高楼层(共9层)  | 板楼,2人关注 / 6个月以前发布,53,"4,046元/平"
吉首碧桂园  4房品牌家装 独立入户 安全无忧,吉首碧桂园 -吉首,4室2厅 | 136.96平米 | 西南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,110,"8,032元/平"
