标题,开发商,房子信息,发布信息,售价/万,单价
老城区 西门九曲小区套三简装104平2楼  公摊小,九曲河小区 -雁江区,3室1厅 | 104平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,4人关注 / 7个月以前发布,39,"3,750元/平"
圣高广场，玫瑰园，字库山公园，沱东分校,玫瑰苑 -雁江区,3室2厅 | 87平米 | 东南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 8个月以前发布,67.8,"7,794元/平"
三贤旁精装套三单卫带储物间，楼层好视野采光开阔,弘乐府公园一号 -雁江区,3室2厅 | 117平米 | 西南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 3天以前发布,71,"6,069元/平"
资溪花园后面 井下小区 套一 精装 小区环境干净舒适,滨河西路一段 -雁江区,1室1厅 | 38平米 | 南 | 其他 | 高楼层(共4层)  | 暂无数据,5人关注 / 4个月以前发布,19.5,"5,132元/平"
多弗 毛坯平层  总价低  适合各类人群,书台路 -雁江区,1室1厅 | 36.8平米 | 东南 | 其他 | 高楼层(共23层)  | 暂无数据,1人关注 / 3个月以前发布,16.8,"4,566元/平"
时代阳光  套一  交通便利  离沱东近,时代阳光B区 -雁江区,1室1厅 | 52平米 | 东南 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 8个月以前发布,36.8,"7,077元/平"
北门精致套一，价格便宜，配套齐全。,青年路47号 -雁江区,1室1厅 | 38平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,18.4,"4,843元/平"
万达旁国企交投丽景雅居 配套齐全 绿化好,交投地产·丽景雅居 -雁江区,3室2厅 | 86平米 | 东南 | 其他 | 高楼层(共25层)  | 塔楼,0人关注 / 5个月以前发布,54.8,"6,373元/平"
优品道资溪学府 精装套二 家具家电齐全 通风采光好！,优品道资溪学府 -雁江区,2室2厅 | 72平米 | 东南 | 其他 | 低楼层(共34层)  | 板塔结合,0人关注 / 4个月以前发布,71.8,"9,973元/平"
春天半岛八区 精装套三 家具家电齐全 通风采光好！！,春天半岛八区 -雁江区,3室2厅 | 90平米 | 东南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,78.8,"8,756元/平"
优品上城 清水小套三，低总价，价格好谈，有证,优品上城B区 -雁江区,3室2厅 | 90平米 | 东南 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 5个月以前发布,50.4,"5,600元/平"
房东急售，四海国际，套二单卫，拎包入住,四海国际社区 -雁江区,2室2厅 | 79平米 | 西南 | 其他 | 低楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,47.8,"6,051元/平"
万达旁置地城一期精装套二随时看房！！！,置地城一期 -雁江区,2室2厅 | 67.24平米 | 东南 | 其他 | 中楼层(共30层)  | 暂无数据,1人关注 / 4个月以前发布,50.8,"7,556元/平"
急售   急售    套三单卫精装就读方便,城南春天 -雁江区,3室2厅 | 101.24平米 | 东南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 8个月以前发布,68.8,"6,796元/平"
春天半岛 二室一厅一卫 户型方正 无遮挡,春天半岛三区 -雁江区,2室1厅 | 83平米 | 东南 | 其他 | 低楼层(共20层)  | 暂无数据,1人关注 / 5个月以前发布,45,"5,422元/平"
万和嘉苑精装出售，随时看房，拎包入住,万和嘉苑 -雁江区,3室2厅 | 102平米 | 东南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,53.8,"5,275元/平"
西门桥社区水工小区 3室2厅 南,西门桥社区水工小区 -雁江区,3室2厅 | 64平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,39.8,"6,219元/平"
次新小区，未满两年，清水任意装修,优品道资溪学府 -雁江区,3室2厅 | 89平米 | 东南 | 其他 | 低楼层(共34层)  | 暂无数据,0人关注 / 1个月以前发布,65,"7,304元/平"
恒大城一期 套二 精装出售 户型方正,恒大城一期 -雁江区,2室2厅 | 78平米 | 西南 | 其他 | 高楼层(共32层)  | 暂无数据,0人关注 / 7个月以前发布,48.8,"6,257元/平"
马鞍九一校电梯套三精装套三急售,千业观领一品 -雁江区,3室2厅 | 82平米 | 东南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,65,"7,927元/平"
春天半岛5区电梯清水套二 小区环境好 人车分流,春天半岛五区 -雁江区,2室2厅 | 88平米 | 东南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 5个月以前发布,49.8,"5,660元/平"
沱东新区，高铁站旁，新交房小区，蓝光公园,蓝光公园学府 -雁江区,3室2厅 | 100平米 | 西南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,51.8,"5,180元/平"
幸福家园小区套二低价出售，有证，随时可以看房,幸福家园 -雁江区,2室1厅 | 74平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 3个月以前发布,38,"5,136元/平"
沱东 圣高广场旁 东城壹号 清水套三 价格可谈,东城1号二期 -雁江区,3室2厅 | 88平米 | 东南 | 其他 | 中楼层(共26层)  | 暂无数据,1人关注 / 8个月以前发布,55.8,"6,341元/平"
沱东 圣高  东城壹号 价格可谈,东城1号二期 -雁江区,3室2厅 | 88平米 | 东南 | 其他 | 中楼层(共26层)  | 塔楼,4人关注 / 6个月以前发布,51.8,"5,887元/平"
凯旋国际家具家电齐全房子干净采光好房子满二税收低！,筑鼎凯旋国际 -雁江区,2室1厅 | 74平米 | 东南 | 其他 | 高楼层(共28层)  | 塔楼,2人关注 / 5个月以前发布,52.6,"7,109元/平"
此房满两年，出行方便，户型方正，居住方便舒适。,华升园 -雁江区,3室2厅 | 105平米 | 东南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 8个月以前发布,42,"4,000元/平"
金瑞雁南郡 1室1厅 东南,金瑞雁南郡 -雁江区,1室1厅 | 64平米 | 东南 | 其他 | 中楼层(共29层)  | 暂无数据,0人关注 / 4个月以前发布,44.8,"7,000元/平"
南北通透 采光好 交通方便 读书方便,城南春天 -雁江区,2室2厅 | 85平米 | 东南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 8个月以前发布,52.8,"6,212元/平"
苌弘广场地铁口 江南花都套三精装，小区停车方便。。,江南花都 -雁江区,3室2厅 | 84平米 | 东南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,36.8,"4,381元/平"
沱东圣高广场 中交锦亭 套三清水可按照自己的喜欢装修,中交锦亭 -雁江区,3室2厅 | 89平米 | 南 | 其他 | 高楼层(共23层)  | 板塔结合,2人关注 / 11个月以前发布,62.8,"7,057元/平"
城西万达商圈，恒大名都，精装套二,恒大名都（资阳） -雁江区,2室2厅 | 78平米 | 南 | 其他 | 高楼层(共31层)  | 塔楼,0人关注 / 1个月以前发布,62.8,"8,052元/平"
御府国际 急售 价格可谈 寻有缘人,御府国际 -雁江区,2室1厅 | 84平米 | 东南 | 其他 | 高楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,43.6,"5,191元/平"
春天半岛三区满五唯一精装套二！装修风格温馨可爱,春天半岛三区 -雁江区,2室2厅 | 68.91平米 | 东南 | 其他 | 高楼层(共20层)  | 暂无数据,1人关注 / 3个月以前发布,40.8,"5,921元/平"
房东急售 雅香居精装套三单卫，户型方正，采光好。。,雅香居 -雁江区,3室2厅 | 100平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,49.8,"4,980元/平"
凤岭公园旁，套二带1楼花园住宅，环境舒适税费低,宝莲苑 -雁江区,2室2厅 | 81平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,61,"7,531元/平"
房东急售，香越府，套三双卫，清水房,朗基香樾府（资阳） -雁江区,3室2厅 | 96平米 | 东南 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 3个月以前发布,57.8,"6,021元/平"
房东急售，香越府，套三双卫，户型反正,朗基香樾府（资阳） -雁江区,3室2厅 | 96平米 | 东南 | 其他 | 低楼层(共33层)  | 塔楼,0人关注 / 3个月以前发布,57.8,"6,021元/平"
春天花园套二 低楼层 生活便利  户型通风采光好,春天花园 -雁江区,2室2厅 | 80平米 | 东南 | 其他 | 低楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,55.8,"6,975元/平"
（店长推荐）鸿福花园三楼 精装套二 房东诚心卖,鸿福花园 -雁江区,2室2厅 | 74.7平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,40.8,"5,462元/平"
梅西商圈，苌弘广场地铁口旁，东临小区一区套三,东临小区 -雁江区,3室2厅 | 84平米 | 东南 | 其他 | 低楼层(共19层)  | 暂无数据,1人关注 / 8个月以前发布,37.8,"4,500元/平"
桂花苑 套三单卫 户型方正 税低,桂花苑 -雁江区,3室2厅 | 103平米 | 东南 | 其他 | 高楼层(共21层)  | 板塔结合,0人关注 / 7个月以前发布,50.8,"4,933元/平"
上东逸景 清水套二单卫 户型方正 朝向好,上东逸景 -雁江区,2室2厅 | 85.46平米 | 西南 | 其他 | 低楼层(共25层)  | 塔楼,0人关注 / 7个月以前发布,55,"6,436元/平"
套三清水房，价格合适，可以预约看房,骏兴苑 -雁江区,3室1厅 | 110平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据,1人关注 / 4个月以前发布,45,"4,091元/平"
套三清水房，小区环境好，价格合适,骏兴苑 -雁江区,3室1厅 | 95平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,45,"4,737元/平"
江南花都套三精装修家具家电齐全，拎包入住,江南花都 -雁江区,3室2厅 | 88平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,43.8,"4,978元/平"
圣高广场旁，鼎晟泓府套三清水近字库山和城市水体公园,鼎晟泓府 -雁江区,3室2厅 | 89.32平米 | 南 | 其他 | 高楼层(共30层)  | 板塔结合,0人关注 / 7个月以前发布,60.8,"6,807元/平"
公园旁 清水套二 户型方正 采光好,弘乐府二期 -雁江区,2室2厅 | 89平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,58.8,"6,607元/平"
业主直售！多弗套二乖房子中间楼层,多弗绿城·诚园 -雁江区,2室2厅 | 76平米 | 东南 | 毛坯 | 高楼层(共28层)  | 板楼,1人关注 / 5个月以前发布,38,"5,000元/平"
富力天禧花园，蜀人原乡广场，大抵农贸市场,富力天禧花园 -雁江区,3室2厅 | 96平米 | 东南 | 其他 | 低楼层(共31层)  | 暂无数据,0人关注 / 4个月以前发布,68,"7,084元/平"
城西单价4300电梯福临小区清水套二随时看房,福临小区 -雁江区,2室1厅 | 78平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,34,"4,359元/平"
城西弘乐府二期精装套三2楼单价5500随时看房,弘乐府二期 -雁江区,3室2厅 | 89平米 | 东南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,48.8,"5,484元/平"
急售江南花都3室2厅1卫，精装修，配套齐全,江南花都 -雁江区,3室2厅 | 92平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,49.8,"5,414元/平"
苌弘广场地铁口江南半岛精装修套三双卫拎包入住小高层,喜悦江南半岛 -雁江区,3室2厅 | 132平米 | 东南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,73,"5,531元/平"
龙汇旁 拎包入住 电梯小区 房东诚心出售,茂林二八城 -雁江区,2室2厅 | 99平米 | 东南 | 其他 | 高楼层(共23层)  | 暂无数据,0人关注 / 6个月以前发布,59.8,"6,041元/平"
大广场旁，河堰塞大堰农场家属区，套三，读七小六中,大堰劳教所职工住宅区一号院 -雁江区,3室2厅 | 121平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,50.8,"4,199元/平"
碧水丽都精装套二，原房东精装。,碧水丽都一期 -雁江区,2室2厅 | 89平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 3个月以前发布,36.6,"4,113元/平"
沱东芯精装套三中间楼层衣食住行一应俱全,玫瑰苑 -雁江区,3室2厅 | 77.58平米 | 西南 | 精装 | 中楼层(共23层)  | 暂无数据,0人关注 / 2个月以前发布,62.8,"8,095元/平"
万达商圈 地铁口 幸福家园套二精装 中间楼层户型方正,幸福家园 -雁江区,3室2厅 | 78平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,5人关注 / 8个月以前发布,47.8,"6,129元/平"
御府国际 套二 房东急售  交通便捷,御府国际 -雁江区,2室2厅 | 82.6平米 | 南 | 其他 | 低楼层(共20层)  | 暂无数据,0人关注 / 4个月以前发布,45.6,"5,521元/平"
狮子山小区 小区配套成熟，好停车,狮子山小区 -雁江区,3室2厅 | 65.66平米 | 西南 | 其他 | 高楼层(共7层)  | 暂无数据,3人关注 / 4个月以前发布,29.3,"4,463元/平"
三贤公园旁，弘乐府小区，房东诚心出售,弘乐府二期 -雁江区,2室1厅 | 87.5平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,49.8,"5,692元/平"
丹粮套二  小区环境适中 老少皆宜,丹粮A区 -雁江区,2室2厅 | 89平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,38.8,"4,360元/平"
沱东新小区，86平小户型，总价低，首付低,上东逸景 -雁江区,2室2厅 | 86平米 | 西南 | 其他 | 低楼层(共25层)  | 暂无数据,1人关注 / 4个月以前发布,46.8,"5,442元/平"
水润东都 3室2厅 东南,水润东都 -雁江区,3室2厅 | 96平米 | 东南 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,68.8,"7,167元/平"
此房满两年，出行方便，户型方正，居住方便舒适,圣桦名城 -雁江区,3室2厅 | 84平米 | 南 | 其他 | 中楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,51,"6,072元/平"
御府国际 套二 清水 房东急售,御府国际 -雁江区,2室2厅 | 78.8平米 | 南 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 4个月以前发布,41.8,"5,305元/平"
雅香阁  电梯装修 套二   西门 曼购 万达 生活方便,雅香阁 -雁江区,2室2厅 | 83平米 | 西南 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 5个月以前发布,41.8,"5,037元/平"
梅西商圈时代阳光旁，苌弘广场地铁口旁雁南郡，套二,金瑞雁南郡 -雁江区,2室2厅 | 64平米 | 南 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 8个月以前发布,42,"6,563元/平"
老城区，繁华地段，上西街鱼市口，购物出行方便,粮食局家属区 -雁江区,3室2厅 | 94.5平米 | 西南 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 8个月以前发布,39.8,"4,212元/平"
同福小区B区 2室1厅 南,同福小区B区 -雁江区,2室1厅 | 77平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,35.8,"4,650元/平"
江南半岛，江南花都，书台雅居，南市街茗苑，精装,南市街茗苑 -雁江区,3室2厅 | 93平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,52.8,"5,678元/平"
新天地广场 2室1厅 南,新天地广场 -雁江区,2室1厅 | 85平米 | 南 | 其他 | 中楼层(共23层)  | 暂无数据,0人关注 / 3个月以前发布,52.8,"6,212元/平"
梅西商圈，苌弘广场地铁口旁，东临小区一区套三,东临小区 -雁江区,3室2厅 | 87.47平米 | 东南 | 其他 | 低楼层(共19层)  | 暂无数据,4人关注 / 8个月以前发布,35.8,"4,093元/平"
桂花苑 2室2厅 南,桂花苑 -雁江区,2室2厅 | 71.6平米 | 南 | 其他 | 高楼层(共21层)  | 板塔结合,0人关注 / 8个月以前发布,49.8,"6,956元/平"
幸福公馆小区，位于字库山公园外,幸福公馆 -雁江区,3室2厅 | 73平米 | 东南 | 精装 | 低楼层(共21层)  | 暂无数据,0人关注 / 11个月以前发布,74,"10,137元/平"
城南书台雅居两室两厅 精品装修 户型方正 拎包入住,书台雅居 -雁江区,2室2厅 | 96.1平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,1人关注 / 11个月以前发布,60.2,"6,265元/平"
房东急售 两室两厅 价格可以谈,八愣桥小区 -雁江区,2室2厅 | 73平米 | 东南 | 毛坯 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,26.8,"3,672元/平"
城西地段 世纪华庭 套二精装 独栋独单元 户型好！,世纪华庭 -雁江区,2室2厅 | 85平米 | 南 | 其他 | 低楼层(共26层)  | 塔楼,2人关注 / 11个月以前发布,52.8,"6,212元/平"
春天半岛四区好楼层标准套三双卫，单价便宜诚心还可谈,春天半岛四区 -雁江区,3室2厅 | 120平米 | 东 东南 | 其他 | 低楼层(共7层)  | 暂无数据,1人关注 / 3个月以前发布,48.8,"4,067元/平"
优品上城产权83.6，报价46.8万,优品上城B区 -雁江区,3室2厅 | 83.6平米 | 西 | 其他 | 高楼层(共27层)  | 暂无数据,1人关注 / 6个月以前发布,46.6,"5,575元/平"
恒大城一期 精装套二 通透 随时看房,恒大城一期 -雁江区,2室2厅 | 78平米 | 东南 | 其他 | 高楼层(共32层)  | 暂无数据,1人关注 / 3个月以前发布,43.8,"5,616元/平"
优品上城B区80平，报价44万。,优品上城B区 -雁江区,2室2厅 | 79.5平米 | 南 | 其他 | 中楼层(共31层)  | 暂无数据,0人关注 / 4个月以前发布,44.5,"5,598元/平"
鸿财公馆产权72平，房东报价48W,鸿财公馆 -雁江区,2室2厅 | 73.4平米 | 东南 | 其他 | 低楼层(共22层)  | 暂无数据,0人关注 / 4个月以前发布,48,"6,540元/平"
外滩壹号 东福四区三室两厅一厨一卫价格可谈,东福四区金海岸 -雁江区,3室2厅 | 95平米 | 南 | 精装 | 中楼层(共33层)  | 暂无数据,0人关注 / 7个月以前发布,58.8,"6,190元/平"
滨江花园C区套二两厅，环境干净舒适，适合居住。,滨江花园C区 -雁江区,2室2厅 | 68平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,1人关注 / 5个月以前发布,35.8,"5,265元/平"
