标题,开发商,房子信息,发布信息,售价/万,单价
主城区电梯小高层户型方正得房率高配套齐全,金石•凤凰城 -魏都区,3室2厅 | 143.76平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 7天以前发布,121,"8,417元/平"
户型方正，一梯2户，洋房品质，中间好楼层,祥瑞小区 -魏都区,4室3厅 | 207.07平米 | 南 北 | 简装 | 低楼层(共11层)  | 板塔结合,3人关注 / 5个月以前发布,150,"7,244元/平"
西湖公园体育场文化馆住宅楼简装3室采光好南北通风,魏都区文化馆住宅楼 -魏都区,3室1厅 | 88.24平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,56,"6,347元/平"
棉麻公司家属院（魏都区）6楼阳光房,棉麻公司家属院 -魏都区,3室1厅 | 124平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,48,"3,871元/平"
恒达NAPA溪地 4室2厅 南,恒达NAPA溪地 -魏都区,4室2厅 | 136.83平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,2人关注 / 4个月以前发布,110,"8,040元/平"
许昌东区鹿鸣湖边，胖东来隔壁，3房方正户型,腾飞·奥体花城 -魏都区,3室2厅 | 140.93平米 | 南 北 | 其他 | 中楼层(共32层)  | 板楼,4人关注 / 5个月以前发布,108,"7,664元/平"
阳光鑫苑 精装3室 停车方便 物业费用低 家电齐全,宏基阳光鑫苑 -魏都区,3室1厅 | 111.01平米 | 南 北 | 其他 | 高楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,43,"3,874元/平"
"房东诚意出售,地段好，配套齐全 楼层好可按揭",五一路办事处家属院 -魏都区,3室2厅 | 93平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,45,"4,839元/平"
满五不唯一     户型方正    产权清晰,维也纳春天小区 -魏都区,3室2厅 | 122.36平米 | 东 | 其他 | 高楼层(共6层)  | 塔楼,2人关注 / 一年前发布,79,"6,457元/平"
"此房曹魏古城旁，繁华街,生活气息浓郁，游玩方便",德丰春苑小区 -魏都区,3室2厅 | 140.22平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,63,"4,493元/平"
西区简装三室低楼层南北通风可按揭,二橡胶厂家属院 -魏都区,3室1厅 | 104.17平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,40,"3,840元/平"
威尼斯花园小区 3室2厅 南,威尼斯花园小区 -魏都区,3室2厅 | 136.72平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,100,"7,315元/平"
八一路微型电机厂西院 有储 有车位,电机厂家属院 -魏都区,3室2厅 | 138.73平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,75,"5,407元/平"
电梯好楼层，采光好，布局合理。视野开阔,珑绣花园 -魏都区,3室2厅 | 115.2平米 | 南 北 | 其他 | 低楼层(共21层)  | 塔楼,0人关注 / 1个月以前发布,72,"6,250元/平"
时代广场，房东急售精装3室两厅,文峰现代公寓 -魏都区,3室2厅 | 159平米 | 南 北 | 其他 | 低楼层(共25层)  | 板楼,0人关注 / 5个月以前发布,99,"6,227元/平"
悦秀雅居 3室2厅 南 北,悦秀雅居 -魏都区,3室2厅 | 100.59平米 | 南 北 | 其他 | 高楼层(共25层)  | 暂无数据,0人关注 / 13天以前发布,82,"8,152元/平"
行署花园 3室2厅 南,行署花园 -魏都区,3室2厅 | 139.33平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 4个月以前发布,90,"6,460元/平"
小区三室房子 房东刚装修没多久 小区干净舒适,市政府家属院 -魏都区,3室2厅 | 88.96平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,62,"6,970元/平"
解放路三国昶源小区 位置好 配套成熟,三国昶源小区 -魏都区,3室2厅 | 128.22平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,55,"4,290元/平"
房子在 小区双气 户型方正 步梯一楼半 停车方便可按揭,延中小区二三期 -魏都区,3室2厅 | 128.12平米 | 西 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,55,"4,293元/平"
许昌市农行职工住宅楼 3室2厅 南,许昌市农行职工住宅楼 -魏都区,3室2厅 | 104.59平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,42,"4,016元/平"
新兴路 运输公司北院 交通医院,运输公司家属院北区 -魏都区,3室2厅 | 124.78平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,57,"4,569元/平"
八一路光大银行 精装修 三室  通透户型 全明户型,茂源·金色家园 -魏都区,3室2厅 | 142平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,20人关注 / 一年前发布,85,"5,986元/平"
菁华名家 步梯五楼  户型方正  拎包入住,菁华名家 -魏都区,3室2厅 | 124.58平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,12人关注 / 一年前发布,69,"5,539元/平"
360南临，精装3室，一楼带院，适合养老,恒达名门尚居 -魏都区,3室2厅 | 135.63平米 | 东 东南 | 精装 | 低楼层(共31层)  | 板塔结合,17人关注 / 一年前发布,118,"8,701元/平"
许通家苑，优质房源，满五唯一，欢迎带看。,许通家苑 -魏都区,3室1厅 | 121.56平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 一年前发布,48,"3,949元/平"
新兴路思故台位置三室两厅3楼满五唯一106平方41万,豫冠食品有限公司2号家属院 -魏都区,3室2厅 | 105.16平米 | 东南 | 其他 | 中楼层(共5层)  | 暂无数据,6人关注 / 一年前发布,39.5,"3,757元/平"
满五唯一，精装，基本没住过，好楼层，采光好，格局好,鹿鸣湖壹号一期首府 -魏都区,3室1厅 | 92.84平米 | 北 南 | 其他 | 高楼层(共32层)  | 板楼,1人关注 / 2个月以前发布,82,"8,833元/平"
烤烟厂家属院 3室1厅 东 西,烤烟厂家属院 -魏都区,3室1厅 | 117.08平米 | 东 西 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,38.5,"3,289元/平"
悦秀雅居 3室2厅 南 北,悦秀雅居 -魏都区,3室2厅 | 100.59平米 | 南 北 | 其他 | 高楼层(共25层)  | 暂无数据,0人关注 / 13天以前发布,82,"8,152元/平"
户型方正合理 采光好 科技广场 价格便宜 毛坯现房,西席雅苑 -魏都区,3室2厅 | 129.6平米 | 南 | 其他 | 中楼层(共26层)  | 板楼,3人关注 / 一年前发布,90,"6,945元/平"
向阳路华佗路，双气房，大三室！！,许昌市烟草公司家属院 -魏都区,3室2厅 | 117.67平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,39,"3,315元/平"
位置好，出门就是胖东来，日常生活方便,车站路8号 -魏都区,3室1厅 | 78.12平米 | 东 西 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 10个月以前发布,34.5,"4,417元/平"
水木清华透风透气采光好，好房源,水木清华 -魏都区,3室2厅 | 143.34平米 | 南 | 精装 | 中楼层(共8层)  | 板塔结合,4人关注 / 一年前发布,96,"6,698元/平"
中间楼层 视野开阔，户型方正，楼层好，交通便利,尚品园 -建安区,3室2厅 | 117平米 | 南 | 其他 | 中楼层(共25层)  | 板楼,0人关注 / 一年前发布,69,"5,898元/平"
精装婚房  三室  视野开阔......,天明城 -建安区,3室2厅 | 105.6平米 | 南 | 其他 | 中楼层(共30层)  | 板楼,11人关注 / 一年前发布,85,"8,050元/平"
新装修三年 全屋品牌家具家电 带储藏室10平 可按揭,祥和小区(魏都区) -魏都区,4室2厅 | 173.75平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,5人关注 / 一年前发布,122,"7,022元/平"
大正城南第壹府，中间楼层，满五唯一，,大正城南第一府 -建安区,3室2厅 | 129.1平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,4人关注 / 一年前发布,63.9,"4,950元/平"
毛坯房 环境舒适 适合居住...,腾飞·奥体花城 -魏都区,3室2厅 | 136.84平米 | 西南 | 其他 | 高楼层(共30层)  | 板塔结合,12人关注 / 一年前发布,103,"7,528元/平"
五一路光明路，精装婚房，储藏室25平，拎包入住。,大众苑 -魏都区,3室2厅 | 143.27平米 | 南 | 其他 | 中楼层(共7层)  | 板塔结合,0人关注 / 11个月以前发布,79,"5,515元/平"
仓库路 中房祥佑 3室 双气 可按揭,中房祥佑家园 -建安区,3室1厅 | 90.33平米 | 东 | 精装 | 高楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,53,"5,868元/平"
此房满五唯一，三室两厅户型方正带个露台,建安名家北区 -魏都区,3室2厅 | 90.77平米 | 南 北 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,123,"13,551元/平"
许由东路经典大三室、可按揭，户型方正、,瑞东花园 -魏都区,3室1厅 | 149.72平米 | 西 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 3个月以前发布,69.9,"4,669元/平"
学府名苑电梯小高层，三室好楼层,学府名苑 -魏都区,3室2厅 | 127.45平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,92,"7,219元/平"
采光充足。中间楼层，出行方便。,鸿宝新村 -魏都区,3室2厅 | 144.47平米 | 南 北 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,86,"5,953元/平"
许昌东区高铁边鹿鸣湖 拎包入住 绿化优美 3房,恒大绿洲 -魏都区,3室2厅 | 145.59平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,1人关注 / 5个月以前发布,116,"7,968元/平"
曹丞相府一套充满神韵的三室两厅~~,四通丞相府苑 -魏都区,3室2厅 | 130.15平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,135,"10,373元/平"
此房满五唯一，有停车位，有储藏室，公摊小，复式,万里星河花园小区 -魏都区,4室2厅 | 168.92平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,68.9,"4,079元/平"
龙祥花园小区 （ 3室2厅1厨2卫 ） 双龙湖旁,龙祥花园 -魏都区,3室2厅 | 149.67平米 | 南 北 | 其他 | 中楼层(共12层)  | 板塔结合,0人关注 / 2个月以前发布,81,"5,412元/平"
瑞贝卡·家天下 3室2厅 南,瑞贝卡·家天下 -魏都区,3室2厅 | 146.65平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,112,"7,638元/平"
急售东区清潩河旁精装 交通方便配套齐全。,金地嘉苑 -魏都区,3室1厅 | 75.11平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,38,"5,060元/平"
金石•凤凰城 3室2厅 西,金石•凤凰城 -魏都区,3室2厅 | 123.08平米 | 西 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,105,"8,532元/平"
粮苑小区(魏都区) 3室1厅 南,粮苑小区(魏都区) -魏都区,3室1厅 | 102.97平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,49,"4,759元/平"
户型方正 独立客厅 卧室 厨房，装修不错屋内干净。,華庭新苑 -魏都区,3室2厅 | 131.91平米 | 东 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,98.8,"7,490元/平"
急售，4室，价钱可谈，户型好，好楼层，带入户花园,大正·壹品蓝湾 -魏都区,3室2厅 | 139.87平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,9人关注 / 8个月以前发布,98.8,"7,064元/平"
精装，拎包入住，满五唯一，大面积大三室,文兴路种子公司家属院 -建安区,3室2厅 | 143.8平米 | 南 北 | 其他 | 高楼层(共5层)  | 板塔结合,2人关注 / 5个月以前发布,45,"3,130元/平"
市委家属院东院 3室1厅 南,市委家属院东院 -魏都区,3室1厅 | 92.04平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,39.5,"4,292元/平"
自来水公司家属院 3室2厅 南 北,自来水公司家属院 -魏都区,3室2厅 | 107.2平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,69,"6,437元/平"
房子满五唯一 通透性好 步梯低层 带储藏室,祥泰家园一期 -魏都区,3室1厅 | 97.67平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,62,"6,348元/平"
此房满五唯一，品牌装修，电梯好楼层，一梯两户公摊小,葛韵御府 -长葛市,3室2厅 | 124.09平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,92,"7,414元/平"
劳动路北段安居小区两室两厅满五唯一有证可按揭,安居小区 -魏都区,2室2厅 | 93.76平米 | 东 | 其他 | 中楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,44,"4,693元/平"
2006年建成，帝豪路延安路交叉口西,二橡胶厂家属院 -魏都区,3室1厅 | 85.65平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 7个月以前发布,30,"3,503元/平"
这个马上满五唯一，交通便利。。,宇华名郡 -魏都区,3室2厅 | 136.58平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,90,"6,590元/平"
森林半岛 中等装修 好楼层 看房方便,建业森林半岛 -魏都区,3室2厅 | 132.01平米 | 南 北 | 其他 | 高楼层(共32层)  | 塔楼,4人关注 / 7个月以前发布,98,"7,424元/平"
三鼎华悦旁三室好楼层可随时看房满五,食品总厂家属院 -魏都区,3室1厅 | 110平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,64,"5,819元/平"
鼎鑫盛世嘉苑 3室2厅 南 北,鼎鑫盛世嘉苑 -魏都区,3室2厅 | 136.26平米 | 南 北 | 其他 | 低楼层(共7层)  | 板塔结合,1人关注 / 2个月以前发布,93,"6,826元/平"
鸿景苑 有证可按揭 南北通透 中间楼层 采光充足,鸿景苑 -魏都区,3室2厅 | 144.23平米 | 南 北 | 其他 | 中楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,100,"6,934元/平"
此房电梯小高层无额外税可按揭，随时看房业主诚心出售,水木清华 -魏都区,4室1厅 | 188.2平米 | 南 北 | 其他 | 高楼层(共8层)  | 板楼,4人关注 / 一年前发布,130,"6,908元/平"
满五唯一，市政府家属院好房，近胖东来 拎包就能入住,市政府家属院 -魏都区,3室2厅 | 96.42平米 | 南 北 | 其他 | 中楼层(共5层)  | 板楼,3人关注 / 一年前发布,45,"4,668元/平"
房东急售 ，交通方便，出门是一中，护城河，环境好,中原公司家属院 -魏都区,3室2厅 | 130平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,56,"4,308元/平"
六一路 市区地段，中间楼层.精装修满五唯一，可按揭,翰林苑 -魏都区,3室2厅 | 109.23平米 | 东 西 | 精装 | 中楼层(共6层)  | 板塔结合,10人关注 / 8个月以前发布,66,"6,043元/平"
丽景新苑 电梯3室 满五唯一 有一个30平方车库,丽景新苑 -建安区,3室2厅 | 134.63平米 | 东 | 精装 | 高楼层(共16层)  | 板塔结合,3人关注 / 一年前发布,74,"5,497元/平"
朝阳采光好，动静分离户型环境优雅 。,烤厂家属院 -魏都区,3室1厅 | 102.84平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,4人关注 / 6个月以前发布,30,"2,918元/平"
瑞贝卡兴天下三室两卧朝阳，精装，全明户型,瑞贝卡兴天下 -魏都区,3室1厅 | 117.7平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,1人关注 / 5个月以前发布,99.8,"8,480元/平"
鹿鸣湖毛坯小三房，有钥匙价格可以谈，看房方便,天宝盛世花园 -建安区,3室1厅 | 114.95平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 8个月以前发布,79.5,"6,917元/平"
六一路大观香城楼中层3室，有证可按揭，有大露台,大观香城楼 -魏都区,3室1厅 | 80.06平米 | 东 西 | 其他 | 中楼层(共6层)  | 板楼,7人关注 / 一年前发布,50,"6,246元/平"
房屋满二，公摊小适用面积大。户型方正无浪费面积,祥泰家园一期 -魏都区,3室2厅 | 95.86平米 | 东南 南 西 | 其他 | 中楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,56,"5,842元/平"
此房双气，南北通透，高楼层，生活方便，。。。。。,许昌市经贸委住宅楼 -魏都区,3室2厅 | 122.38平米 | 北 南 | 其他 | 高楼层(共5层)  | 板楼,2人关注 / 一年前发布,59,"4,822元/平"
水利可按揭 双气 大平层 采光俱佳 诚心卖,水利局东院 -魏都区,4室1厅 | 173.55平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,2人关注 / 5个月以前发布,90,"5,186元/平"
五一路光明路，精装修大三房双阳台,鸿业公司家属院 -魏都区,3室2厅 | 135.22平米 | 东 | 精装 | 高楼层(共6层)  | 暂无数据,5人关注 / 一年前发布,59,"4,364元/平"
许由路延安路交叉口豫中置业纺织厂家属院,豫中置业 -魏都区,3室2厅 | 104.13平米 | 南 | 其他 | 低楼层(共7层)  | 板塔结合,7人关注 / 一年前发布,52,"4,994元/平"
五一路繁华路段 中楼层精装三室两卫 保养到位 诚心卖,鸿业花园 -魏都区,3室2厅 | 123.99平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,73,"5,888元/平"
八一路金汇广场旁，精装4室，运动楼层,茂源·金色家园 -魏都区,4室2厅 | 169.66平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,125,"7,368元/平"
许继大道 精装三室 双气 户型方正 运动楼层 交通便利,锦绣华府(魏都区) -魏都区,3室2厅 | 121.26平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,58,"4,784元/平"
