标题,开发商,房子信息,发布信息,售价/万,单价
东坝江景房，朝南，精装修三房双卫，拎包入住，,翡翠城 -东坝,3室2厅 | 136.33平米 | 南 | 其他 | 中楼层(共24层)  | 暂无数据,0人关注 / 8天以前发布,123,"9,023元/平"
东坝120平精装三室两厅带地下车位出售,广信锦城 -东坝,3室2厅 | 120平米 | 北 | 精装 | 高楼层(共11层)  | 暂无数据,4人关注 / 9个月以前发布,105,"8,750元/平"
马上可装！黑石坡森林公园旁，过桥就是万达澳体。,阳光利州公馆 -雪峰,3室2厅 | 89平米 | 南 西南 | 毛坯 | 中楼层(共32层)  | 塔楼,1人关注 / 11个月以前发布,73.9,"8,304元/平"
私人花园   洋房品质 精装修,英伦优山郡 -万源,4室2厅 | 129.93平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,7人关注 / 5个月以前发布,270,"20,781元/平"
雪峰洋房精装三房全屋定制，马可波罗地板芝华士沙发,阳光利州公馆 -雪峰,3室2厅 | 90.33平米 | 南 | 精装 | 低楼层(共10层)  | 板塔结合,1人关注 / 1个月以前发布,100,"11,071元/平"
雪峰澳门湾精装两室 中间楼层 朝中庭 满两年 可少,澳门湾 -雪峰,2室2厅 | 86平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,0人关注 / 30天以前发布,76,"8,838元/平"
此房满五， 出行方便，户型方正,百货大厦 -东坝,1室1厅 | 58平米 | 南 | 简装 | 中楼层(共7层)  | 暂无数据,8人关注 / 一年前发布,32,"5,518元/平"
此房装修很好，视野巴适，采光好，日照时间充足,学府华庭 -东坝,2室2厅 | 72.48平米 | 南 | 精装 | 中楼层(共13层)  | 暂无数据,2人关注 / 7个月以前发布,65,"8,968元/平"
赛格附 近套二，户型方正，交通便利，适合居住。,急救中心住宅楼 -老城,2室1厅 | 60.9平米 | 东南 | 简装 | 中楼层(共5层)  | 板塔结合,0人关注 / 一年前发布,40,"6,569元/平"
位置好 视野开阔 出行方便小区改造升级中,华北宿舍 -老城,2室1厅 | 53.2平米 | 南 西 | 简装 | 高楼层(共5层)  | 暂无数据,3人关注 / 一年前发布,30,"5,640元/平"
房子位置好，户型方正，视野开阔,福安家园 -老城,2室2厅 | 83.3平米 | 东 | 毛坯 | 低楼层(共21层)  | 暂无数据,1人关注 / 一年前发布,52,"6,243元/平"
此房是两室两厅一厨一卫，小区环境好，居住舒适安逸,105厂生活区 -东坝,2室2厅 | 80平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,28人关注 / 一年前发布,35,"4,375元/平"
下西，精致两房，楼下就是龙潭里金街，商贸城 。,翠堤春晓 -下西坝,2室2厅 | 74平米 | 东南 | 毛坯 | 低楼层(共31层)  | 暂无数据,0人关注 / 8个月以前发布,47,"6,352元/平"
上西新建品质小区，环境优美，安静舒适,少熙岭秀 -上西坝,2室2厅 | 85.68平米 | 南 | 毛坯 | 低楼层(共27层)  | 板塔结合,2人关注 / 一年前发布,44,"5,136元/平"
维多利亚旁翠提春晓 两室 现房 明厨明卫 视野开阔,翠堤春晓 -下西坝,2室2厅 | 75平米 | 西北 | 毛坯 | 高楼层(共31层)  | 暂无数据,0人关注 / 一年前发布,42,"5,600元/平"
万和公寓 2室1厅 东南,万和公寓 -老城,2室1厅 | 81平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,49,"6,050元/平"
食品公司宿舍小区 2室1厅 南 北,食品公司宿舍小区 -老城,2室1厅 | 64.22平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,3人关注 / 9个月以前发布,38,"5,918元/平"
老城中医院附.近套 二诚心出售  拎包入住,三棵树阳光小区 -老城,2室1厅 | 80平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,42,"5,250元/平"
老城两室一厅一厨一卫   直接拎包入住,华北宿舍 -老城,2室1厅 | 63平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,35,"5,556元/平"
此房子空间大，。。。。。。。。。。。。。。,幸福家园 -南河,2室2厅 | 65平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据,2人关注 / 10个月以前发布,35,"5,385元/平"
南北/通透。楼层好，视野开阔，采光充足，,郑州路161号 -南河,2室2厅 | 98平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,58,"5,919元/平"
食品公司宿舍 2室2厅 南,食品公司宿舍 -南河,2室2厅 | 71平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,1人关注 / 6个月以前发布,38,"5,353元/平"
二室二厅一厨一卫，东北朝向，采光好！交通方便！,天立凤凰唐城 -东坝,2室1厅 | 91.6平米 | 东北 | 其他 | 高楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,59.8,"6,529元/平"
玫瑰华庭 2室2厅 南,玫瑰华庭 -东坝,2室2厅 | 86.5平米 | 南 | 毛坯 | 中楼层(共15层)  | 暂无数据,0人关注 / 2个月以前发布,60.8,"7,029元/平"
位于东坝，出行方便，大型小区套二，简装,凤凰世纪城御都 -东坝,2室2厅 | 86.2平米 | 东 | 毛坯 | 中楼层(共25层)  | 暂无数据,0人关注 / 6个月以前发布,55,"6,381元/平"
宏图公寓两室一厅，位置好，通透型,宏图公寓 -东坝,2室1厅 | 96平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,9人关注 / 一年前发布,44,"4,584元/平"
全新装修南河2室2厅，售价47万，可谈,剑南公寓(郑州路) -南河,2室2厅 | 75平米 | 东 | 精装 | 高楼层(共7层)  | 板塔结合,4人关注 / 6个月以前发布,45,"6,000元/平"
此房2室1厅1厨1卫。清水房。,东山小区 -东坝,2室2厅 | 82.48平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,1人关注 / 7个月以前发布,54,"6,548元/平"
此房满五年，户型方正，干燥通风效果好，靠河边,同禧公寓 -老城,2室1厅 | 74.8平米 | 东南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,44,"5,883元/平"
铁路宿舍套二，拎包入住家电齐全,三分会家属区 -下西坝,2室1厅 | 53.88平米 | 西北 | 简装 | 高楼层(共5层)  | 暂无数据,19人关注 / 一年前发布,18,"3,341元/平"
此房满5年，出行方便，户型方正，居住方便舒适,刨花板厂小区 -南河,2室2厅 | 67.49平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,1人关注 / 7个月以前发布,38,"5,631元/平"
长虹东城时代 2室1厅 南,长虹东城时代 -雪峰,2室1厅 | 55平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,61,"11,091元/平"
（两江嘉苑 2室 88.00m² 南河大型小区）,两江嘉苑 -南河,2室2厅 | 88平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 5个月以前发布,57,"6,478元/平"
此房满5年，出行方便，户型方正，居住方便舒适,刨花板厂小区 -南河,2室2厅 | 67平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 9个月以前发布,28,"4,180元/平"
广元老城商业局宿舍三房两厅84.76平方米售50万！,商业局宿舍 -老城,3室2厅 | 84.76平米 | 西南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,50,"5,900元/平"
二楼两房。。116厂两房。。。。。。。。。。。。。。,东坝116厂宿舍小区 -东坝,2室2厅 | 65.91平米 | 东南 | 简装 | 低楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,26,"3,945元/平"
万源大型小区两居出售 小区环境干净舒适,广元碧桂园 -雪峰,2室2厅 | 81平米 | 南 | 简装 | 中楼层(共32层)  | 暂无数据,2人关注 / 一年前发布,65,"8,025元/平"
明厨明卫  南北朝向   采光足,081铁道口宿舍 -东坝,2室2厅 | 92平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,12人关注 / 一年前发布,43,"4,674元/平"
皇都首座 2室2厅 南,皇都首座 -南河,2室2厅 | 89.88平米 | 南 | 精装 | 高楼层(共16层)  | 暂无数据,1人关注 / 5个月以前发布,63,"7,010元/平"
品质小区两室房屋出售，精装修，拎包入住,正黄金域香江 -南河,2室2厅 | 81平米 | 南 | 精装 | 低楼层(共32层)  | 暂无数据,2人关注 / 6个月以前发布,72.8,"8,988元/平"
上西坝品质小区电梯2居室 广元高铁站旁 诚心出售,少熙岭秀 -上西坝,2室2厅 | 81.44平米 | 北 | 毛坯 | 低楼层(共24层)  | 塔楼,8人关注 / 一年前发布,38.9,"4,777元/平"
地震后修建，小区形象好，房屋规整俨然，停车方便..,福康花园小区 -雪峰,2室1厅 | 61.11平米 | 南 | 毛坯 | 高楼层(共7层)  | 暂无数据,26人关注 / 一年前发布,30.9,"5,057元/平"
御锦湾品质小区 精装温馨舒适户型方正采光通透，急卖,御锦湾 -东坝,2室2厅 | 87.68平米 | 南 | 精装 | 低楼层(共29层)  | 塔楼,13人关注 / 一年前发布,79,"9,011元/平"
此房满5年，出行方便，户型方正，居住方便舒适,皇都首座 -南河,2室2厅 | 92平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,1人关注 / 9个月以前发布,63,"6,848元/平"
09年修建，此房位于新华街北街，方便，价格便宜，,华南小区 -老城,2室2厅 | 65.41平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,38,"5,810元/平"
老城中.心地段  两室一厅一厨一卫   拎包入住,煤建公司宿舍楼 -老城,2室1厅 | 65.73平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 6个月以前发布,41,"6,238元/平"
万源托斯卡纳大三室双卫精装修出售,托斯卡纳 -万源,3室2厅 | 94平米 | 东南 西北 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 3天以前发布,105,"11,171元/平"
广元老城华北宿舍小两房公寓48.54平方米26万3楼！,华北宿舍 -老城,2室1厅 | 48.54平米 | 东北 | 简装 | 中楼层(共5层)  | 暂无数据,3人关注 / 8个月以前发布,26,"5,357元/平"
皇泽大桥旁 大面积3居 朝南 证满5年,皇泽公寓 -老城,3室2厅 | 133平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,70,"5,264元/平"
花园小区 2室1厅交通便利 小区环境干净舒适 适合居住,花园小区 -上西坝,2室1厅 | 92.91平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 25天以前发布,58,"6,243元/平"
春馨苑高层两房，采光良好，看房方便,春馨苑小区 -雪峰,2室2厅 | 69平米 | 西 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 26天以前发布,42,"6,087元/平"
花园小区2-2-1-1 81.59m²,花园小区 -上西坝,2室2厅 | 81.59平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 25天以前发布,56,"6,864元/平"
天成凤台嘉苑 4室2厅 南,天成凤台嘉苑 -南河,4室2厅 | 146.34平米 | 南 | 其他 | 中楼层(共16层)  | 暂无数据,6人关注 / 一年前发布,110,"7,517元/平"
老城洋房小区 4室2厅交通便利 小区环境 干净舒适,锦绣华庭 -老城,4室2厅 | 107.5平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,4人关注 / 10个月以前发布,106,"9,861元/平"
南河边优质小区，跃层洋房，装修方便,天成凤台嘉苑 -南河,3室2厅 | 170平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,123,"7,236元/平"
维多利亚 3室2厅 交通便利 小区环境干净舒适 适合居住,维多利亚 -下西坝,4室2厅 | 121平米 | 东南 | 其他 | 高楼层(共31层)  | 板塔结合,0人关注 / 11个月以前发布,88,"7,273元/平"
花园小区  2-2-1-1 大2室电梯江景房出售,花园小区 -上西坝,2室2厅 | 92.91平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 25天以前发布,57,"6,135元/平"
此房楼层好，采光较好，环境好。房东诚心出售,东方曼哈顿 -万源,2室1厅 | 52平米 | 东北 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 23天以前发布,56,"10,770元/平"
雪峰精装套二      配套齐全,春馨苑小区 -雪峰,2室2厅 | 85平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 27天以前发布,56,"6,589元/平"
出行方便，出门就有公交站台，交通便捷。,茗海苑 -南河,5室3厅 | 187平米 | 西南 | 其他 | 高楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,78,"4,172元/平"
老城凤凰山旁电梯精装套三 诚心出售 随时看房,福安家园 -老城,3室1厅 | 77平米 | 东南 | 其他 | 高楼层(共21层)  | 暂无数据,0人关注 / 25天以前发布,53,"6,884元/平"
川桥五处  2居室 中间楼层诚心出售,川桥五处 -东坝,2室1厅 | 54平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 25天以前发布,32,"5,926元/平"
天立学府华庭 温馨两居室 出手了,学府华庭 -东坝,2室2厅 | 61.42平米 | 南 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 20天以前发布,56,"9,118元/平"
老城平桥套二低楼层，房东诚心低价出售 。,中国石油四川广元销售分公司宿舍楼 -老城,2室1厅 | 64平米 | 东南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 21天以前发布,32,"5,000元/平"
学府华庭精装三室 未住过人 采光无遮挡,学府华庭 -东坝,3室2厅 | 96平米 | 北 | 其他 | 低楼层(共31层)  | 暂无数据,0人关注 / 11个月以前发布,98,"10,209元/平"
房源位于北二环天立学府华庭 封闭式小区,学府华庭 -东坝,3室2厅 | 96平米 | 北 南 | 其他 | 中楼层(共14层)  | 暂无数据,2人关注 / 9个月以前发布,95,"9,896元/平"
满五唯一，中间楼层，小区安静，停车方便,进修校宿舍 -老城,3室2厅 | 134.7平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据,8人关注 / 一年前发布,66,"4,900元/平"
急售大3房，客餐厅厨卫卧室每个空间都大，2梯4户,阳光云麓 -东坝,3室2厅 | 83平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 6个月以前发布,68,"8,193元/平"
天立学府华庭  装修精美两居室 拎包入住,学府华庭 -东坝,2室2厅 | 75平米 | 东南 | 其他 | 中楼层(共31层)  | 暂无数据,3人关注 / 一年前发布,78,"10,400元/平"
天成东坝商务小区 4室2厅 南 北,天成东坝商务小区 -东坝,4室2厅 | 135平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,110,"8,149元/平"
东坝御锦湾 带子母车位 带地暖 拎包入住,御锦湾 -东坝,3室2厅 | 115平米 | 南 北 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 7个月以前发布,150,"13,044元/平"
坐北朝南，户型方正，设计合理，户户通风采光,邦泰天誉 -万源,3室2厅 | 89.4平米 | 东 | 其他 | 中楼层(共23层)  | 平房,0人关注 / 一年前发布,128,"14,318元/平"
万缘繁华街区，户型方正，视野开阔，3房2卫，,邦泰天誉 -万源,3室1厅 | 98.3平米 | 北 | 其他 | 低楼层(共17层)  | 暂无数据,0人关注 / 8个月以前发布,118,"12,005元/平"
广信水岸丽舍 3室2厅 交通便利 小区环境干净舒适,广信水岸丽舍 -雪峰,3室2厅 | 89.95平米 | 西南 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 8个月以前发布,76,"8,450元/平"
文化路中间楼层大三居，拎包入住。,陈家壕 -东坝,3室2厅 | 105平米 | 西南 | 其他 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,67,"6,381元/平"
东坝利州广场旁 精装4室诚心出售 看房方便,利源小区 -东坝,4室2厅 | 148平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,4人关注 / 一年前发布,95,"6,419元/平"
东坝河边震后电梯精装套三双卫，满5年，业主诚心出售,翡翠城 -东坝,3室2厅 | 124平米 | 南 | 其他 | 中楼层(共28层)  | 暂无数据,2人关注 / 一年前发布,136,"10,968元/平"
阳光小区 3室2厅 交通便利 小区环境干净舒适,阳光小区 -东坝,3室2厅 | 135平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,6人关注 / 一年前发布,75,"5,556元/平"
此小区环境好 安静 出行方便 ，bangong 居家两用,祥云居 -东坝,2室2厅 | 119.6平米 | 北 | 其他 | 低楼层(共17层)  | 板塔结合,3人关注 / 一年前发布,80,"6,689元/平"
和成原著3-2-1  带车位出诚售！,和成原著 -东坝,3室2厅 | 86.14平米 | 南 | 其他 | 高楼层(共32层)  | 暂无数据,1人关注 / 6个月以前发布,72,"8,359元/平"
启明星花园  三房双卫 楼层好  采光好,启明星花园 -东坝,3室2厅 | 128平米 | 东 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 8个月以前发布,105,"8,204元/平"
东坝大三居室，楼层好，装修新，南向，直接拎包入住.,陈家壕 -东坝,3室2厅 | 154.47平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据,1人关注 / 一年前发布,80,"5,179元/平"
南北朝向，采光好，无遮挡，视野宽阔,宏图公寓 -东坝,3室2厅 | 159.6平米 | 南 | 其他 | 中楼层(共8层)  | 暂无数据,2人关注 / 一年前发布,95,"5,953元/平"
老城云盘梁附 近 毛坯跃层带花园 急售,香山怡园 -东坝,4室2厅 | 137平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,91.8,"6,701元/平"
邦泰挪威森林好房子，精装套三，拎包即住,邦泰挪威森林 -东坝,3室2厅 | 75.5平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,1人关注 / 10个月以前发布,80,"10,597元/平"
东坝东城实验后门，文化路上，精装大三居，满五年,陈家壕 -东坝,3室2厅 | 112平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,35人关注 / 一年前发布,68,"6,072元/平"
东坝 权家巷  两居室 关门卖,权家巷42号 -东坝,2室1厅 | 85平米 | 东南 | 其他 | 低楼层(共6层)  | 平房,0人关注 / 一年前发布,56,"6,589元/平"
