标题,开发商,房子信息,发布信息,售价/万,单价
美的三期，环境好，适合老人小孩居住,美的蝴蝶海三期 -梅山岛,2室2厅 | 79.58平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,10人关注 / 7个月以前发布,89,"11,184元/平"
客厅宽敞明亮， 拎包入住 装修保养好 采光充中无遮挡,西城十二庭院 -古林,2室2厅 | 86.2平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,220,"25,523元/平"
丰城新村   精装修 低总价两房  房东诚心出售,丰成新村 -集士港,2室1厅 | 76.8平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,0人关注 / 1个月以前发布,168,"21,875元/平"
楼层好，交通便捷，适合宜居.......,三角地小区 -招宝山,2室2厅 | 51.92平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,148,"28,506元/平"
房子简单装修，户型方正，得房率高，房东急售,都市华庭 -姜山,2室1厅 | 53.94平米 | 西 | 简装 | 低楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,132,"24,472元/平"
户型方正 小区环境好 房子精装修 采光无遮挡 诚心出售,荣安花园 -大碶,2室1厅 | 82.54平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 3个月以前发布,195,"23,625元/平"
今年新装修 全新装修基本未住 家具家电全齐 欢迎咨询,前程智慧城 -高新区,2室1厅 | 72.01平米 | 西北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,122,"16,943元/平"
北仑梅山一线海景房，户型方正，看房方便，欢迎咨询,万年乐享世界 -春晓,3室2厅 | 93.94平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,4人关注 / 6个月以前发布,127,"13,520元/平"
龙湖舜海府次新小区三室两厅，邻近蓝海居住舒适,龙湖·舜海府 -春晓,3室2厅 | 100.75平米 | 南 | 毛坯 | 低楼层(共34层)  | 板塔结合,6人关注 / 4个月以前发布,108,"10,720元/平"
山清轩91平，简装2室，只售170万啦,浃江小区山清轩 -小港,2室1厅 | 91.15平米 | 南 | 简装 | 低楼层(共28层)  | 板塔结合,0人关注 / 11天以前发布,155,"17,005元/平"
房东诚心出售，采光好，适合一家人居住，利用面积大,吉利花苑 -新碶,3室1厅 | 102.48平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,188,"18,346元/平"
户型方正，小区环境优美，交通便利！！！,湖山人家 -集士港,2室1厅 | 64.89平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,11人关注 / 5个月以前发布,131,"20,189元/平"
瑞园3室2厅1厨1卫 房东诚售,瑞园 -古林,3室2厅 | 93.51平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,240,"25,666元/平"
房东诚心杭州湾世纪城揽月苑好房,揽月苑 -杭州湾新区,4室2厅 | 194.69平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,1人关注 / 11个月以前发布,175,"8,989元/平"
户型好，楼层好，采光充足，出行方便，配套成熟,翠湖苑 -杭州湾新区,3室2厅 | 139.26平米 | 东南 南 | 简装 | 中楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,110,"7,899元/平"
好楼层，户型好，采光充足，出行方便，配套成熟..,世纪城香颂苑 -杭州湾新区,3室2厅 | 118.4平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,1人关注 / 2个月以前发布,97,"8,193元/平"
双和家苑，新城河板块，带车位，满2,双和家苑 -城东,2室1厅 | 90.2平米 | 南 | 简装 | 高楼层(共23层)  | 暂无数据,1人关注 / 2个月以前发布,116,"12,861元/平"
全新毛坯，高楼层位置好，诚心出售，有钥匙随时看,青枫雅苑 -蛟川,2室2厅 | 91.82平米 | 南 | 毛坯 | 高楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,180,"19,604元/平"
绿地观堂 近一号线 精装3房 可做婚房 装修很精致,绿地观堂 -高桥,3室2厅 | 100.49平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,312,"31,048元/平"
房东诚心出售，户型好，楼层好，精装修,世茂·世界湾花园南区 -新碶,4室2厅 | 202.45平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,7人关注 / 7个月以前发布,600,"29,637元/平"
户型方正，精装修，装修用的材料都很好，诚心出售,金海岸花园 -大榭,3室2厅 | 104.53平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,110,"10,524元/平"
骆兴家园西区，三房朝南，户型方正南北通，出行方便,骆兴家园西区 -骆驼,3室2厅 | 106.15平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,3人关注 / 8个月以前发布,192,"18,088元/平"
杭州湾高档小区赏江苑 前湾新区一线江景吉利研究院旁,赏江苑 -杭州湾新区,3室2厅 | 126.83平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,14人关注 / 8个月以前发布,158,"12,458元/平"
：70年复式公寓，装修干净，位置好，南站旁,丽都名邸 -南门,2室1厅 | 57.49平米 | 南 | 简装 | 高楼层(共9层)  | 板楼,1人关注 / 1个月以前发布,168,"29,223元/平"
吉利研究院旁，东户好楼层 边套干净清爽,江岚苑 -杭州湾新区,3室2厅 | 100.86平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,5人关注 / 8个月以前发布,92,"9,122元/平"
汀香苑三室。通风采光好。全明户型,汀香苑 -杭州湾新区,3室1厅 | 131平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,95,"7,252元/平"
白鹭园 2室2厅 南,白鹭园 -杭州湾新区,2室2厅 | 94.78平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,1人关注 / 1个月以前发布,66,"6,964元/平"
满五不唯一， 小区三面环水 采光充足 视野宽阔,三水湾 -甬江,3室2厅 | 101.74平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,313,"30,765元/平"
房屋南北朝向，中间楼层 交通便利 采光好,铁路东区 -阳明,2室2厅 | 64.46平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,104,"16,135元/平"
杭州湾世纪城二期 单价7千多 好楼层,汀香苑 -杭州湾新区,3室2厅 | 147.15平米 | 南 | 简装 | 中楼层(共33层)  | 板楼,7人关注 / 3个月以前发布,105,"7,136元/平"
高架桥旁，房子是三间朝南，精装房可以拧包入住！,盛泰嘉苑 -新城河,3室2厅 | 113.72平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,4人关注 / 4个月以前发布,184,"16,181元/平"
房东诚心出售，户型好，楼层好，精装修,世茂·世界湾花园南区 -新碶,4室2厅 | 202.45平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,7人关注 / 7个月以前发布,600,"29,637元/平"
东香茗园  户型好  楼层好  视野开阔  配套齐全,东香茗园 -白峰,2室2厅 | 87.87平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,74,"8,422元/平"
集港馨苑精装修拎包入住保养好楼层好,集港馨苑 -集士港,2室2厅 | 63.68平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 3个月以前发布,152,"23,870元/平"
方正户型，地铁口精装三室，三面采光位置好,振兴东路232号 -小港,3室2厅 | 111.22平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,145,"13,038元/平"
一梯一户全新精装，拎包入住，家具家电齐全，诚信出售,信达万科东望 -东钱湖,4室2厅 | 120.3平米 | 南 北 | 精装 | 中楼层(共13层)  | 板楼,1人关注 / 1个月以前发布,345,"28,679元/平"
商品房 离海港城600米 配套成熟 户型方正 交通方便,景瑞缇香郡 -姜山,2室2厅 | 54.95平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,1人关注 / 1个月以前发布,185,"33,667元/平"
业主诚售 姚江新城尚江府 4房2卫 全新精装 全明户型,尚江府 -姚江新区,4室2厅 | 129平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,2人关注 / 2个月以前发布,528,"40,931元/平"
高新区大户型，装修好保养好，看房方便，诚心出售。,梅江北苑 -高新区,3室2厅 | 219.77平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,298,"13,560元/平"
龙湖舜海府一线海景房带装修拎包入住,龙湖·舜海府 -春晓,3室2厅 | 104.35平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 2个月以前发布,148,"14,184元/平"
青枫雅苑二期97平房东诚心出售看房方便户型房子3室,青枫雅苑 -蛟川,3室2厅 | 96.81平米 | 北 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,179,"18,490元/平"
婚装诚售 看房联系小余 价钱可议,光明领御 -新碶,3室2厅 | 109.45平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,9人关注 / 5个月以前发布,308,"28,141元/平"
满五，精装高层，南北通，阳台大，采光足，诚心售,迪赛缘园 -集士港,3室2厅 | 91.62平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,186,"20,302元/平"
高钱生态村 精装3房，房东置换，价可谈.,高钱生态村小区 -东钱湖,3室2厅 | 94平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,165,"17,554元/平"
房子前方无遮挡，视野开阔空气好，幼儿园就在旁边。,高钱生态村小区 -东钱湖,3室1厅 | 80平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,3人关注 / 8个月以前发布,135,"16,875元/平"
房东诚心出售，小区环境好，物业管理好,华丽家园 -春晓,3室2厅 | 108.57平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,2人关注 / 8个月以前发布,98,"9,027元/平"
环境优美，交通便利，购物方便，物业负责,奥园奥创中心 -白云,2室1厅 | 28.79平米 | 东 | 精装 | 低楼层(共15层)  | 塔楼,0人关注 / 一年前发布,47,"16,326元/平"
此房一梯二户，南北通，边套，全亮间，看房提前约,太古城 -东柳,1室1厅 | 41.3平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 24天以前发布,130,"31,477元/平"
出入方便 生活便利，户型好  房东诚意出售,盛世天城二期 -中河,2室1厅 | 77.17平米 | 东南 | 精装 | 32层  | 板楼,0人关注 / 29天以前发布,206,"26,695元/平"
民和家园电梯房，精装楼层好业主急售。,民和家园 -高新区,2室1厅 | 85.23平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 17天以前发布,252,"29,568元/平"
民和家园电梯房，精装楼层好业主急售。,民和家园 -高新区,2室1厅 | 85.23平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 17天以前发布,252,"29,568元/平"
梅园社区，两房朝南 月湖旁，镇明加东恩 小区已改造好,梅园社区 -月湖公园,2室1厅 | 51.75平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,0人关注 / 26天以前发布,152,"29,372元/平"
宁江公寓精装62平朝南采光好交通方便,宁江公寓 -白鹤,2室2厅 | 62.03平米 | 南 | 精装 | 低楼层(共2层)  | 板楼,0人关注 / 22天以前发布,161,"25,956元/平"
环境优美 交通便利 精装2房 房子保养好  业主诚心出售,浃江小区山清轩 -小港,2室2厅 | 79.31平米 | 南 | 精装 | 高楼层(共16层)  | 板塔结合,0人关注 / 21天以前发布,146,"18,409元/平"
房子户型方正，视野好适合老人孩子居住.,高望新苑 -大碶,2室1厅 | 79.95平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 28天以前发布,156,"19,513元/平"
锦江年华 三房朝南 户型方正 位置甚好,锦江年华 -文教,3室2厅 | 104.97平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 20天以前发布,260,"24,769元/平"
楼层好，视野开阔，装修清爽，采光足,灵桥小区 -天一广场,2室1厅 | 53.69平米 | 南 | 简装 | 中楼层(共7层)  | 塔楼,0人关注 / 20天以前发布,140,"26,076元/平"
晴园三期 2室1厅 南,晴园三期 -高桥,2室1厅 | 79.71平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,1人关注 / 24天以前发布,189,"23,711元/平"
此房是新交付毛坯房，位于青少年宫北路，教学资源丰富,华鸿大发誉林府 -城北,3室1厅 | 98平米 | 南 | 毛坯 | 低楼层(共17层)  | 暂无数据,0人关注 / 11天以前发布,172,"17,552元/平"
5号线地铁口泗港小区诚心出售 看房方便有钥匙,泗港小区 -潘火,2室1厅 | 49.4平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,150,"30,365元/平"
朝南小两室 精装修 电梯楼 出行方便,好旺角大厦 -新碶,2室1厅 | 42.16平米 | 南 | 其他 | 中楼层(共16层)  | 塔楼,0人关注 / 5个月以前发布,49,"11,623元/平"
房子为跃层5楼6楼，采光好，六楼有南北两个大露台,北辰雅苑 -富巷,2室1厅 | 126.01平米 | 南 | 毛坯 | 中楼层(共10层)  | 板楼,3人关注 / 4个月以前发布,135,"10,714元/平"
万达公寓 40年产权 小面积 精装修 可拎包入住,江北万达公寓 -江北万达,1室1厅 | 71.44平米 | 南 | 精装 | 21层  | 板楼,0人关注 / 1个月以前发布,76,"10,639元/平"
此房楼层好，精装修，视野开阔，采光充足配套设施齐全,迪赛邻里 -骆驼,1室1厅 | 26.6平米 | 北 | 其他 | 中楼层(共10层)  | 板楼,4人关注 / 5个月以前发布,40,"15,038元/平"
楼层好朝南重新精装修70年产权配套齐全业主诚心出售,波特曼公寓 -百丈,1室0厅 | 49.43平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,83,"16,792元/平"
边套 三开间朝南 视野开阔 小区位置好 带独立车棚,阳光嘉园 -高桥,3室2厅 | 77.99平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,8人关注 / 一年前发布,169,"21,670元/平"
房东诚心出售，价格很美丽，户型很好，采光很好,医药苑 -文教,2室1厅 | 60.76平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,28人关注 / 11个月以前发布,122,"20,079元/平"
此房户型方正。南北通，采光好。房东诚心出售。,民和家园 -高新区,2室2厅 | 66.59平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,7人关注 / 一年前发布,162,"24,328元/平"
此房朝南 视野开阔 小区位置好 刚需必备,阳光嘉园 -高桥,2室2厅 | 78平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,13人关注 / 一年前发布,169,"21,667元/平"
繁裕三村 两房朝南 户型好采光通风好 出行便利 诚心卖,繁裕三村 -钟公庙,2室2厅 | 55.1平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,2人关注 / 一年前发布,175,"31,761元/平"
天悦家园天悦家园采光充足配套设施齐全交通便利,天悦家园 -江北万达,2室1厅 | 71.78平米 | 南 | 精装 | 18层  | 板楼,2人关注 / 4个月以前发布,216,"30,092元/平"
镇亭家苑 2室2厅 南,镇亭家苑 -奉化区,2室2厅 | 64.6平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,90,"13,932元/平"
明北社区  小区自带幼儿园  配套成熟,明北社区 -明楼,2室1厅 | 52.12平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,3人关注 / 一年前发布,145,"27,821元/平"
精装修 采光充足 户型方正  每个房间都有窗户,应嘉丽园 -庄桥,2室1厅 | 71.56平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,2人关注 / 2个月以前发布,135,"18,866元/平"
格兰单层小面积，交通方便！小区自带幼儿园！,格兰云天二期 -中河,1室1厅 | 35.1平米 | 北 | 精装 | 高楼层(共18层)  | 板楼,1人关注 / 3个月以前发布,170,"48,434元/平"
广厦怡庭南区 2室1厅 南,广厦怡庭南区 -江北万达,2室1厅 | 60平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,170,"28,334元/平"
四眼碶+七中 采光无遮挡 户型好 交通方便 配套成熟,大步小区 -百丈,2室1厅 | 46.36平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,1人关注 / 3个月以前发布,185,"39,906元/平"
此房房东诚心出售，新装二年，保养新,甬兴新村 -长丰,2室1厅 | 66.33平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,218,"32,866元/平"
房东不在这边工作，诚心出售好房，房子楼层好,万宝城 -骆驼,1室1厅 | 50.46平米 | 西南 | 其他 | 中楼层(共28层)  | 板楼,3人关注 / 一年前发布,92,"18,233元/平"
高新区 东和雅苑 中间楼层 诚心出售急卖 靠河位置佳,东和雅苑 -高新区,2室2厅 | 91.7平米 | 南 | 毛坯 | 低楼层(共24层)  | 板楼,7人关注 / 一年前发布,200,"21,811元/平"
楼层好 视野宽阔 采光好 两开间朝南 江景房 诚心卖,涨浦景苑 -新明,2室1厅 | 77.98平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 2个月以前发布,210,"26,930元/平"
好赞好房 诚心出售 二室二厅 采光好 看房方便,南苑北区 -段塘,2室2厅 | 71.77平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,17人关注 / 一年前发布,165,"22,991元/平"
合生杭州湾国际新城三期2-2-1-1 82.18m² 82 万,合生杭州湾国际新城三期 -杭州湾新区,2室2厅 | 82.18平米 | 东南 南 | 毛坯 | 高楼层(共32层)  | 板楼,6人关注 / 一年前发布,62,"7,545元/平"
新上房源，带车位，满两年，楼层佳，得房率高,翰林园南区 -余姚周边,3室2厅 | 118.14平米 | 南 北 | 毛坯 | 高楼层(共10层)  | 暂无数据,5人关注 / 7个月以前发布,233,"19,723元/平"
：房东诚心出售，视野开阔，适合居住，出入方便,三水湾 -甬江,3室2厅 | 116.87平米 | 南 | 简装 | 高楼层(共29层)  | 板楼,0人关注 / 4个月以前发布,320,"27,381元/平"
次新小区 得房率多，户型方正采光好,大发海隽府 -高桥,3室2厅 | 113.12平米 | 南 | 毛坯 | 低楼层(共20层)  | 板楼,0人关注 / 一年前发布,315,"27,847元/平"
