标题,开发商,房子信息,发布信息,售价/万,单价
中南家园A区三房，拎包入，房东诚心出售，看房方便,中南家园 -湖滨商业街,3室1厅 | 74.48平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 4天以前发布,103,"13,830元/平"
挑高复式，视野开阔，毛坯改动空间大,江阴院子 -云亭街道,4室2厅 | 132.31平米 | 南 | 毛坯 | 高楼层(共17层)  | 塔楼,3人关注 / 一年前发布,170,"12,849元/平"
东方天郡五月满五唯一，精装修中间楼层采光刺眼,东方天郡 -东北塘,3室1厅 | 89平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,1人关注 / 9个月以前发布,135,"15,169元/平"
新湖苑小区 纯毛坯 大三房一卫 加24平车库 随时看房,新湖苑小区 -东港,3室2厅 | 113.83平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,4人关注 / 2个月以前发布,75,"6,589元/平"
精装大四房   户型方正   出行方便,万科北门塘上 -黄巷,4室2厅 | 141.06平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,370,"26,230元/平"
首创悦府  精装三房  品牌家电家具 中间楼层 采光充足,首创悦府 -江溪,3室1厅 | 134.87平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,1人关注 / 8个月以前发布,230,"17,054元/平"
凯发苑一期好楼层三室一厅毛坯出售,凯发苑一期 -华庄,3室1厅 | 139.89平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,8人关注 / 9个月以前发布,141,"10,080元/平"
满五好房 春江花园二期精装三房 中间位置 户型方正。,春江花园B区（锡山） -东亭,4室2厅 | 141.25平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,178,"12,602元/平"
堰湾长堤 4室2厅 南,堰湾长堤 -堰桥,4室2厅 | 138.82平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,170,"12,247元/平"
东亭好房 绿地香颂 毛坯四房 配套设施齐全,绿地·香颂 -东亭,4室2厅 | 130.54平米 | 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,83人关注 / 一年前发布,205,"15,704元/平"
新光小区 3室1厅 东南,新光小区 -东亭,3室1厅 | 97.12平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 3个月以前发布,109,"11,224元/平"
东亭优质盘 龙湖九墅南区纯毛坯洋房 带车位 中间楼层,龙湖九墅南区 -东亭,4室2厅 | 191.62平米 | 南 北 | 毛坯 | 中楼层(共9层)  | 板塔结合,5人关注 / 3个月以前发布,449,"23,432元/平"
地铁口 隐秀苑三房  清水毛坯  三房朝南  客厅带窗,隐秀苑 -新体育中心,4室2厅 | 155平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,23人关注 / 一年前发布,190,"12,259元/平"
碧桂园暨阳府 精装修 四室两厅两卫 三房朝南 采光好,碧桂园暨阳府 -澄江街道,4室1厅 | 143.77平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,4人关注 / 一年前发布,225,"15,650元/平"
泉山荣邸 3室2厅 南,泉山荣邸 -锡北,3室2厅 | 133.34平米 | 南 | 毛坯 | 中楼层(共24层)  | 板塔结合,2人关注 / 8个月以前发布,127,"9,525元/平"
锡山八佰伴旁 春江花园三期毛坯东边套大平层 随时可看,春江花园C区（锡山） -东亭,5室2厅 | 194.45平米 | 东南 | 毛坯 | 低楼层(共9层)  | 暂无数据,4人关注 / 10个月以前发布,299,"15,377元/平"
户型格局好，位置安静，采光好，品质小区。,香樟花园 -澄江街道,5室2厅 | 180平米 | 南 北 | 简装 | 高楼层(共17层)  | 板塔结合,3人关注 / 11个月以前发布,235,"13,056元/平"
满五唯一！恒大绿洲二期  中间楼层 精装 看房随时方便,恒大绿洲二期 -东亭,3室2厅 | 124.95平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,43人关注 / 8个月以前发布,190,"15,207元/平"
新上好房，急售随时看，精装修楼层好通风好,蓝光雍锦里 -东亭,3室2厅 | 125.94平米 | 南 | 精装 | 低楼层(共23层)  | 板楼,4人关注 / 3个月以前发布,218,"17,310元/平"
红豆清华苑，小三房一楼带院子，诚心出售，看房方便,红豆清华苑 -东港,3室2厅 | 104.39平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 暂无数据,2人关注 / 3个月以前发布,103,"9,867元/平"
楼层好离澄南生活区也近 小区环境好 楼层好，采光好,恒大帝景 -澄江街道,3室2厅 | 116.73平米 | 南 北 | 精装 | 高楼层(共23层)  | 暂无数据,2人关注 / 一年前发布,189,"16,192元/平"
茂业豪园 采光充足 出行方便 配套齐全,茂业豪园 -清名桥,4室2厅 | 300.27平米 | 南 | 精装 | 低楼层(共43层)  | 板楼,1人关注 / 5个月以前发布,485,"16,153元/平"
碧桂园东区 成熟社区 清水毛坯大3房 产权清晰,无锡碧桂园B区 -安镇,3室2厅 | 120.37平米 | 南 | 毛坯 | 中楼层(共21层)  | 塔楼,0人关注 / 5个月以前发布,249,"20,687元/平"
宛溪雅居满两年 四房两卫 楼层好 有钥匙 别墅后排,宛溪雅居 -安镇,4室2厅 | 121.3平米 | 南 | 毛坯 | 高楼层(共30层)  | 暂无数据,1人关注 / 3个月以前发布,160,"13,191元/平"
华夏世纪景园 精装修三房 中间楼层  房东诚心出售,华夏世纪锦园北区 -安镇,3室2厅 | 100.3平米 | 东南 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,155,"15,454元/平"
地铁口，可上二泉，全明户型，小高层,豪门·君怡花苑 -东亭,3室2厅 | 124.76平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,1人关注 / 2个月以前发布,198,"15,871元/平"
云林苑新西区 四室两厅 精装修 朝南大车库 包土出,云林苑西区 -东亭,4室2厅 | 149.29平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,169,"11,321元/平"
精装三室一厅洋房，位置好，可随时看房,万科金域缇香西区 -江溪,3室1厅 | 85.35平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 2个月以前发布,235,"27,534元/平"
产权清晰 保养好 楼层好 精装准新房 双外可买,阳光100国际新城南区 -刘潭,3室2厅 | 89.24平米 | 东 | 精装 | 高楼层(共28层)  | 板塔结合,9人关注 / 一年前发布,118,"13,223元/平"
太科园 积水高品质住宅 拎包入住+车位 满五唯一 诚售,积水住宅裕沁湖畔庭 -新安,3室2厅 | 125.32平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,43人关注 / 一年前发布,315,"25,136元/平"
保利达江湾城 连元街 崇安寺 步行街赶快行动起来吧,保利达江湾城 -北大街,4室2厅 | 142平米 | 南 | 毛坯 | 低楼层(共43层)  | 板楼,19人关注 / 一年前发布,369,"25,986元/平"
阳光100南区，洋房总高8层，房子是中间位置,阳光100国际新城南区 -刘潭,3室2厅 | 109.89平米 | 南 | 精装 | 中楼层(共9层)  | 板塔结合,25人关注 / 一年前发布,146,"13,287元/平"
满五唯一，诚心出售，小区管理好，有个大花园，装修好,华夏泉绅永利花苑 -刘潭,3室2厅 | 119.6平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,7人关注 / 6个月以前发布,219,"18,312元/平"
地铁口 生活交通便利 采光好 得房率高,锡州小区 -东亭,2室2厅 | 85.52平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,10人关注 / 9个月以前发布,105,"12,278元/平"
锡东宛山湖畔大四房.毛坯随意装.位置楼层佳.诚心售,宛溪雅居 -安镇,3室2厅 | 87.89平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 暂无数据,0人关注 / 4个月以前发布,135,"15,361元/平"
楼层好，采光好，看房方便，小区物业管理严格,蓝光雍锦里 -东亭,3室2厅 | 126.01平米 | 南 | 毛坯 | 中楼层(共22层)  | 板塔结合,0人关注 / 4个月以前发布,206,"16,348元/平"
此房满二无增值税，采光充足，视野开阔,大桥小区（溪南新村） -新体育中心,3室2厅 | 110.39平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,2人关注 / 6个月以前发布,155,"14,042元/平"
地铁口大三房精装房东甩泪出售价格可刀,阳光100国际新城南区 -刘潭,3室2厅 | 97.69平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,9人关注 / 5个月以前发布,148,"15,150元/平"
联排中间套挑空客厅大露台享受餐客厅相连 前无遮挡,吉宝澜岸铭邸 -长广溪/大学城,6室2厅 | 330平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,0人关注 / 3个月以前发布,1380,"41,819元/平"
奥林新上顶复，60万装修，有2个地下车位，一个车库。,奥林花园C区 -新体育中心,5室4厅 | 194.85平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,6人关注 / 3个月以前发布,283,"14,524元/平"
阳光100南区精装3房 三开间朝南 户型方正 拎包入住,阳光100国际新城南区 -刘潭,3室2厅 | 126.73平米 | 南 北 | 简装 | 低楼层(共28层)  | 板塔结合,0人关注 / 一年前发布,160,"12,626元/平"
洛城改善型小区 纯毛坯带车位 中上楼层采光好 诚售,丽都景园（上府名园） -洛社,3室2厅 | 112.87平米 | 南 | 毛坯 | 高楼层(共15层)  | 板楼,1人关注 / 1个月以前发布,175,"15,505元/平"
玫瑰三期  97 平精装三房  业主未入住  诚心出售,实地玫瑰庄园Ⅲ期 -玉祁,3室2厅 | 97.19平米 | 南 | 精装 | 低楼层(共34层)  | 暂无数据,0人关注 / 3个月以前发布,135,"13,891元/平"
碧桂园暨阳府 精装修 三室2厅两卫 三房朝南 采光好,碧桂园暨阳府 -澄江街道,4室2厅 | 136.39平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,5人关注 / 一年前发布,205,"15,031元/平"
西水东精装空中叠墅拎包入住看房随时,西水东溯园 -迎龙桥,3室2厅 | 138.67平米 | 南 | 精装 | 中楼层(共49层)  | 板楼,12人关注 / 3个月以前发布,405,"29,207元/平"
杨岸花苑复式，看房方便，看中价格可谈，房东急售！！,杨岸花苑 -澄江街道,3室2厅 | 249平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,143.8,"5,776元/平"
xishi 一楼带小院  梁溪成熟地段好房出售！,昇平巷小区 -三阳广场,3室1厅 | 81.92平米 | 南 | 精装 | 低楼层(共7层)  | 平房,9人关注 / 一年前发布,280,"34,180元/平"
此房视野开阔，采光充足，小区环境安静，交通便利,梅林春苑 -钱桥,3室2厅 | 142.11平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,154,"10,837元/平"
宛溪雅居 大四房 高层视野开阔 宛山湖 天然氧吧,宛溪雅居 -安镇,4室2厅 | 121.3平米 | 南 | 毛坯 | 高楼层(共30层)  | 暂无数据,0人关注 / 5个月以前发布,165,"13,603元/平"
首创悦府  精装三房  品牌家电家具 中间楼层 采光充足,首创悦府 -江溪,3室1厅 | 134.87平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,1人关注 / 8个月以前发布,230,"17,054元/平"
凯发苑一期好楼层三室一厅毛坯出售,凯发苑一期 -华庄,3室1厅 | 139.89平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,8人关注 / 9个月以前发布,141,"10,080元/平"
挑高复式，视野开阔，毛坯改动空间大,江阴院子 -云亭街道,4室2厅 | 132.31平米 | 南 | 毛坯 | 高楼层(共17层)  | 塔楼,3人关注 / 一年前发布,170,"12,849元/平"
碧桂园白鹭湾 中间楼层 家具家电齐全 满两年 看房方便,江阴碧桂园白鹭湾 -高新区,3室2厅 | 134平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,4人关注 / 一年前发布,138.8,"10,359元/平"
蟠龙山公园旁 四开间朝南洋房 大阳台 楼层佳 全天采光,融创江南御园 -高新区,5室1厅 | 108.84平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,108,"9,923元/平"
堰湾长堤 4室2厅 南,堰湾长堤 -堰桥,4室2厅 | 138.82平米 | 南 | 毛坯 | 中楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,170,"12,247元/平"
东方天郡五月满五唯一，精装修中间楼层采光刺眼,东方天郡 -东北塘,3室1厅 | 89平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,1人关注 / 9个月以前发布,135,"15,169元/平"
房东诚心出售，楼层好进精装修。,星湖花海 -东北塘,3室2厅 | 104.63平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 5个月以前发布,152,"14,528元/平"
精装大四房   户型方正   出行方便,万科北门塘上 -黄巷,4室2厅 | 141.06平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,370,"26,230元/平"
惠山脚下坏境好 中间楼层采光好 三房朝南无遮挡,惠泉花园 -山北,3室2厅 | 123平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,175,"14,228元/平"
南北户型 阁楼带露台 户型方正采光好 地段好,仁和英伦皇家花园 -山北,4室2厅 | 95.61平米 | 南 北 | 简装 | 高楼层(共13层)  | 板楼,0人关注 / 6个月以前发布,157,"16,421元/平"
羊尖世纪嘉城双拼毛坯大别墅  带2个车 位 满 五 唯 一,世纪嘉城 -羊尖,5室2厅 | 227.19平米 | 南 | 毛坯 | 3层  | 暂无数据 | 联排别墅 ,9人关注 / 5个月以前发布,293,"12,897元/平"
梁溪区天渝骄园三房 采光无遮挡 配套东林 金色山北,天渝骄园 -山北,3室2厅 | 93.05平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 4个月以前发布,159.9,"17,185元/平"
不靠高架 带大院子 新装修  边套  无遮,长江国际泓园 -江溪,2室2厅 | 90.38平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,18人关注 / 5个月以前发布,226,"25,006元/平"
满五好房 春江花园二期精装三房 中间位置 户型方正。,春江花园B区（锡山） -东亭,4室2厅 | 141.25平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,178,"12,602元/平"
新湖苑小区 纯毛坯 大三房一卫 加24平车库 随时看房,新湖苑小区 -东港,3室2厅 | 113.83平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,4人关注 / 2个月以前发布,75,"6,589元/平"
东亭好房 绿地香颂 毛坯四房 配套设施齐全,绿地·香颂 -东亭,4室2厅 | 130.54平米 | 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,83人关注 / 一年前发布,205,"15,704元/平"
新光小区 3室1厅 东南,新光小区 -东亭,3室1厅 | 97.12平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 3个月以前发布,109,"11,224元/平"
东亭优质盘 龙湖九墅南区纯毛坯洋房 带车位 中间楼层,龙湖九墅南区 -东亭,4室2厅 | 191.62平米 | 南 北 | 毛坯 | 中楼层(共9层)  | 板塔结合,5人关注 / 3个月以前发布,449,"23,432元/平"
电梯洋房 小区前排 飞机户型 纯毛坯 诚心出售 价可谈,正大万物城 -生态园,3室2厅 | 112.97平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 暂无数据,2人关注 / 3个月以前发布,188,"16,642元/平"
西城纪 白金汉爵 百乐广场 小3房 配套成熟,城西花园 -山北,3室2厅 | 90.07平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,2人关注 / 2个月以前发布,143,"15,877元/平"
鑫博双拼别墅 纯毛坯 户型正气,鑫博别墅 -东亭,4室2厅 | 296.69平米 | 南 | 毛坯 | 4层  | 暂无数据 | 独栋别墅 ,12人关注 / 6个月以前发布,500,"16,853元/平"
融创东方御园洋房，户型方正好，视野开阔，采光充足,融创东方御园 -安镇,4室2厅 | 133.62平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,10人关注 / 一年前发布,318,"23,799元/平"
春江花园精装三房 三开间朝南 采光视野好,春江花园A区（锡山） -东亭,3室2厅 | 142.81平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 10个月以前发布,195,"13,655元/平"
"中间楼层,视野无遮挡,采光好,毛坯装修自由",龙湖九墅天玺 -东亭,4室2厅 | 127.76平米 | 南 | 毛坯 | 中楼层(共34层)  | 塔楼,15人关注 / 5个月以前发布,285,"22,308元/平"
连排别墅.小区中间位置，居住环境安静 房东诚心出售,龙湖九里晴川 -阳山,4室2厅 | 235.21平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,4人关注 / 5个月以前发布,342,"14,541元/平"
双地铁口 五彩城 三开间朝南 满五唯一税少,蓝光五彩城 -东亭,3室2厅 | 89.69平米 | 南 | 简装 | 低楼层(共32层)  | 板楼,3人关注 / 3个月以前发布,158,"17,617元/平"
万科三区顶复急售，比同户型多一个房间，视野好,魅力万科城三区 -万象城/东绛,6室1厅 | 195.16平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,6人关注 / 6个月以前发布,568,"29,105元/平"
鑫博双拼别墅 纯毛坯 户型正气,鑫博别墅 -东亭,4室2厅 | 296.69平米 | 南 | 毛坯 | 4层  | 暂无数据 | 独栋别墅 ,12人关注 / 6个月以前发布,500,"16,853元/平"
"此房房东诚意出售，精装修,价格好谈随时可看房",首创隽府 -东亭,3室2厅 | 113.62平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,9人关注 / 一年前发布,188,"16,547元/平"
阿尔勒三房 楼层好 采光视线好,阳光100阿尔勒 -西漳,3室2厅 | 89.88平米 | 南 | 简装 | 中楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,138,"15,354元/平"
地铁口，总高12中间层得房高，诚心出售看房方便,友谊嘉园 -东亭,3室2厅 | 131.68平米 | 南 | 毛坯 | 中楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,152,"11,544元/平"
玫瑰三期  97平三房 中间楼层采购好  业主诚心出售,实地玫瑰庄园Ⅲ期 -玉祁,3室2厅 | 97.07平米 | 南 | 毛坯 | 低楼层(共33层)  | 暂无数据,1人关注 / 2个月以前发布,96,"9,890元/平"
此房为三房  楼层好  采光佳  房东诚心出售,阳光100阿尔勒 -西漳,3室2厅 | 90.51平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,2人关注 / 9个月以前发布,137,"15,137元/平"
天一城纯毛坯 大四房 户型方正 客餐厅分离 满五年,天一城A区 -西漳,4室2厅 | 150.49平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板塔结合,10人关注 / 8个月以前发布,200,"13,290元/平"
