标题,开发商,房子信息,发布信息,售价/万,单价
奥体谷德锦商圈 电梯三室，楼层采光好，交通便利,鸢都新城 -奥体中心,3室1厅 | 118.47平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 8天以前发布,73.8,"6,230元/平"
利昌近 精装修刚满2年 未住 婚房 全新家具家电 地下室,三友翡翠城 -福乐多,3室2厅 | 120.6平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 4个月以前发布,99.99,"8,292元/平"
潍坊学院教师单位房文苑小区不山不顶大H户型 看房联系,文苑小区(潍城区) -奥体中心,3室2厅 | 125.34平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,71,"5,665元/平"
东风街上房主工作调动急售，精装四室采光好价格可议！,奥文国际城 -上城佳乐家,4室2厅 | 157.11平米 | 南 北 | 精装 | 低楼层(共26层)  | 板塔结合,3人关注 / 一年前发布,115,"7,320元/平"
小区绿化高，古德锦奥体公园近，精装拎包入住,华泰小区 -奥体中心,3室2厅 | 106.4平米 | 南 北 | 精装 | 高楼层(共10层)  | 板楼,4人关注 / 一年前发布,65,"6,110元/平"
工作调动诚意急售谷德锦近多层6楼带阁楼精装微住,鸢都新城 -奥体中心,3室1厅 | 104.12平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,59,"5,667元/平"
奥体 万科近 小高层 中间楼层 精装 急售,大成优盘 -奥体中心,3室1厅 | 96.38平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,3人关注 / 一年前发布,51,"5,292元/平"
西园街近 花福苑小区多层四楼 南北通透  集体供暖,花福苑 -自怡园,3室2厅 | 120.1平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 一年前发布,74.8,"6,229元/平"
大户型，三室采光好视野开阔，精装修·带地下室出税,新城花园(潍城区) -潍城区政府,3室2厅 | 141.06平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,80,"5,672元/平"
西园街近 多层中间楼层 单位房公摊小 急售,怡心苑 -自怡园,2室2厅 | 94.44平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,54.5,"5,771元/平"
胜利街  精装三室采光好房龄新业主诚意出售,常青藤国际花园 -上城佳乐家,3室2厅 | 100.88平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,68.5,"6,791元/平"
鲁发名城四期，黄 金2楼，精装修出税，拎包入住！,鲁发名城崇文郡 -福乐多,3室2厅 | 138.93平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 4个月以前发布,94,"6,766元/平"
花福苑多层4楼精装三室带地下室和租赁车位物业管理好,花福苑 -自怡园,3室2厅 | 117.2平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,5人关注 / 一年前发布,65.6,"5,598元/平"
中百泰华近潍城春天 多层户型方正,潍城春天 -站南广场,3室1厅 | 85.71平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 9个月以前发布,54,"6,301元/平"
谷德锦 福乐多 八九 佳乐家近 鲁发名城 装修好,鲁发名城安定郡 -福乐多,3室2厅 | 144.41平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 8个月以前发布,110,"7,618元/平"
房子户型好 上学方便 购物方便,上城国际C区 -上城佳乐家,3室2厅 | 116.88平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 一年前发布,83.8,"7,170元/平"
三友-华锦苑一楼精装修带地下室,三友华锦苑 -上城佳乐家,3室2厅 | 97.1平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,8人关注 / 一年前发布,69.8,"7,189元/平"
佳乐家近上城国际 四室楼层好 有钥匙看房,上城国际B区 -上城佳乐家,4室2厅 | 163.58平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,116,"7,092元/平"
此房朝向正南正北，多层公摊小，封闭式管理 户型方正,潍城春天 -站南广场,3室1厅 | 84.71平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,44.9,"5,301元/平"
鲁发2期 不沿街 多层2楼 2室带地下室,鲁发名城安定郡 -福乐多,2室2厅 | 88.71平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,48,"5,411元/平"
高品质小区 改善 小区户型方正 大客厅三室 居民素质高,图蘭朵 -潍坊学院,3室2厅 | 118.13平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板楼,33人关注 / 一年前发布,83,"7,027元/平"
电梯洋房，精装修，带地下室，满二出税,潍城春天 -站南广场,3室1厅 | 93.54平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,1人关注 / 一年前发布,54,"5,773元/平"
渤海路旁，多层电梯洋房，奢华大平层，带地下室有车位,天润清颐阁 -凤凰山片区,4室2厅 | 189.52平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,185,"9,762元/平"
此房满2  带电梯楼层好 采光无遮挡 户型方正配套完善,茂华紫苑公馆 -上城佳乐家,3室2厅 | 136.67平米 | 南 北 | 简装 | 中楼层(共27层)  | 板楼,2人关注 / 5个月以前发布,110,"8,049元/平"
奥韵华庭 多层好楼层看房方便有地下室位置好,奥韵华庭 -上城佳乐家,3室2厅 | 106.73平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,72.5,"6,793元/平"
精装标三户型，一楼带院，采光充足，配套齐，交通便利,潍城春天 -站南广场,3室1厅 | 81.42平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,7人关注 / 一年前发布,65.5,"8,045元/平"
农科院单位房 带阁楼 带露台 164.14平. 四居室住房,潍坊农科院小区 -潍坊学院,4室2厅 | 164.14平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,138,"8,408元/平"
三友翡翠城 精装三居室 出税 楼间距宽 采光好,三友翡翠城 -福乐多,3室2厅 | 125.66平米 | 南 北 | 简装 | 低楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,78,"6,208元/平"
带阁楼   单价低  采光好  适合年轻人过度,欧洲小镇 -总部基地,3室1厅 | 90.1平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,5人关注 / 一年前发布,48,"5,328元/平"
急售！满五唯一近站南广场 多层5楼精装三室 带地下室,潍城春天 -站南广场,3室1厅 | 88.48平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,50,"5,651元/平"
永安路近中百泰华 精装修 拎包入住错层 家具家电齐全,金都家园 -上城佳乐家,3室2厅 | 149.29平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,88,"5,895元/平"
三楼 两卧朝阳  带大地下室  采光好,鲁发名城安定郡 -福乐多,2室2厅 | 88.96平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,53,"5,958元/平"
潍城春天 电梯小高层 紧凑三室 精装出售,潍城春天 -站南广场,3室1厅 | 93.62平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,5人关注 / 一年前发布,49.8,"5,320元/平"
人民医院近，精装婚房，独立入户花园，价格可谈,潍京水岸公馆 -新华路佳乐家,4室2厅 | 170.42平米 | 南 北 | 精装 | 高楼层(共28层)  | 板楼,9人关注 / 一年前发布,190,"11,149元/平"
公园道出税电梯洋房三室客厅朝阳，价格可议,鲁发公园道1号 -上城佳乐家,3室2厅 | 108.59平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,98,"9,025元/平"
好房来袭 房主很好说话 ，速度度来看,金都庄园 -上城佳乐家,2室2厅 | 87.92平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,51,"5,801元/平"
南北通透；中间层，采光好，有两个飘窗；客厅南向,西城名都 -上城佳乐家,3室2厅 | 141.3平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,9人关注 / 一年前发布,80,"5,662元/平"
三友翡翠城精装微住偏H户型带地下室出税,三友翡翠城 -福乐多,3室2厅 | 143.95平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,3人关注 / 一年前发布,110,"7,642元/平"
古德锦近福寿街单位房电梯小高采光好,清平花园 -上城佳乐家,4室2厅 | 171.57平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,128.8,"7,508元/平"
谷德锦近，三室好房，年轻人过渡好房。,鸢都新城 -奥体中心,3室2厅 | 101.58平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,2人关注 / 5个月以前发布,60,"5,907元/平"
精装大四室，西城名都，永安路拎包入住,西城名都 -上城佳乐家,3室1厅 | 141.71平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,79,"5,575元/平"
偏H户型 2楼  采光奇好   楼座 位置很好,三友翡翠城 -福乐多,3室2厅 | 123.79平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,81,"6,544元/平"
金都世家福乐苑电梯洋房顶复精装佳乐家潍坊七中,金都世家福乐苑 -上城佳乐家,4室2厅 | 112.47平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,105,"9,336元/平"
虞河泮 多层电梯洋房 一楼带*大院子 位置安静,金鸾御景城 -樱园,3室2厅 | 162.86平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,9人关注 / 一年前发布,227,"13,939元/平"
此房满五唯一，南北通透，楼层好，视野宽阔,虞河路3186号 -樱园,3室2厅 | 119.1平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,9人关注 / 一年前发布,79.8,"6,701元/平"
交通便利 配套方便 大平层  大H户型,圣荣广场 -新华路北,4室2厅 | 160.43平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,5人关注 / 4个月以前发布,110,"6,857元/平"
区政府豪德近 银河花园 多层2楼毛坯三室 满二,银河花园C区二期 -潍城区政府,3室2厅 | 90.56平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,49,"5,411元/平"
新城花园(潍城区)3-2-1-2 139.98m²价格可议,新城花园(潍城区) -潍城区政府,3室2厅 | 139.86平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,70,"5,006元/平"
房精装修，带全套家具家电 ，干净整洁，可拎包入住,新城花园(潍城区) -潍城区政府,3室2厅 | 115.75平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,3人关注 / 11个月以前发布,59,"5,098元/平"
带院子 3室  出税 南北通透,普兰方城 -潍城区政府,3室2厅 | 104.26平米 | 南 北 | 简装 | 低楼层(共11层)  | 暂无数据,0人关注 / 一年前发布,69,"6,619元/平"
急售区政府 佳乐家近  星都国际大三室 已出税,星都國際花園 -潍城区政府,3室2厅 | 116.78平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 3个月以前发布,67,"5,738元/平"
精装大四室，西城名都，永安路拎包入住,西城名都 -上城佳乐家,3室1厅 | 141.71平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 一年前发布,79,"5,575元/平"
精装修户型方正  ，近佳乐家，采光好，随时可看房,茂华紫苑公馆 -上城佳乐家,2室2厅 | 107.67平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,2人关注 / 一年前发布,77,"7,152元/平"
房主急售、诚心出售、内置阁楼、利用率大,海化安顺小区 -自怡园,3室2厅 | 107平米 | 南 | 简装 | 高楼层(共5层)  | 板楼,2人关注 / 一年前发布,56,"5,234元/平"
胜利街多层三室南北通通户型采光好,一轻宿舍 -上城佳乐家,3室2厅 | 119.08平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,55.5,"4,661元/平"
城区好房子出售，房子户型好，小区环境优美，居住舒适,鲁发名城德胜郡 -福乐多,2室2厅 | 88.52平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,53.7,"6,067元/平"
偏H户型 2楼  采光奇好   楼座 位置很好,三友翡翠城 -福乐多,3室2厅 | 123.79平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,81,"6,544元/平"
鲁发名城 两室全明户型 客厅朝阳 精装自住,鲁发名城崇文郡 -福乐多,2室2厅 | 89.68平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,55,"6,133元/平"
万达东邻多层二楼年轻人老人都适合,东庄南区 -万达,3室2厅 | 92.42平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,65.8,"7,120元/平"
万达近 早春园多层三楼 南北通透 带下室,早春园小区 -万达,2室2厅 | 69.07平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,9人关注 / 一年前发布,37,"5,357元/平"
西园街近福寿园小区，生活方便教育资源丰富，生活方便,福寿园小区 -自怡园,3室2厅 | 71.78平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,15人关注 / 一年前发布,29,"4,041元/平"
13年小区 精装顶层复式 H户型 好房出售,东方名苑 -新华路佳乐家,6室4厅 | 277.3平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,6人关注 / 一年前发布,225,"8,114元/平"
北关近 福寿园小区 集体供暖 多层好楼层 大三室 急售,福寿园小区 -自怡园,2室2厅 | 94.23平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,56.3,"5,975元/平"
鲁发精装3楼，H户型，位置好，另有车库一个，急售,鲁发名城宣武郡 -福乐多,3室2厅 | 127.85平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,93.8,"7,337元/平"
上城国际佳乐家近多层四楼西户标准三室精装修带地下室,明德花园(潍城区) -上城佳乐家,3室1厅 | 98.18平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,69.9,"7,120元/平"
东风街佳乐家旁上城国际动静分离客厅朝阳户型全天采光,上城国际A区 -上城佳乐家,3室2厅 | 136.73平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,94.8,"6,934元/平"
佳乐家精装大4室159.81平带储藏室86万,欧美佳苑 -坊子佳乐家,4室1厅 | 159.81平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,86,"5,382元/平"
新华路东风街 花园社区 精装复式  2梯1户  落地窗,丹桂里 -新华路佳乐家,5室3厅 | 294.66平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,1人关注 / 4个月以前发布,280,"9,503元/平"
泰华近  虞顺公园旁  上下三层 带院子 精装修,恒信领海国际 -雷沃重工,5室3厅 | 267.66平米 | 南 北 | 精装 | 低楼层(共4层)  | 板楼,0人关注 / 2个月以前发布,350,"13,077元/平"
南北通透 凤凰层 自由装修 三室,渤景湾 -奥体中心,3室1厅 | 110.8平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 塔楼,4人关注 / 9个月以前发布,56,"5,055元/平"
智群近多层147平精装大H双卫，双阳台 带车位,鸢都新城 -奥体中心,3室2厅 | 146.85平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,89,"6,061元/平"
万家福西 三明间 客厅北向 全明户型,城市之星 -奥体中心,3室2厅 | 133.46平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,6人关注 / 一年前发布,75,"5,620元/平"
新华路东风街 花园社区 精装复式  2梯1户  落地窗,丹桂里 -新华路佳乐家,5室3厅 | 294.66平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,1人关注 / 4个月以前发布,280,"9,503元/平"
高新电业局单位房 五洲佳苑  大户型出售,五洲佳苑 -东明学校,4室2厅 | 180平米 | 南 北 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,175,"9,723元/平"
一楼带大院 采光很好  冬天也不影响采光,泰华金泰名苑 -福乐多,3室2厅 | 106.61平米 | 南 北 | 精装 | 低楼层(共5层)  | 板塔结合,0人关注 / 3个月以前发布,96,"9,005元/平"
站南片区 楼层好 视野 好 精装修 交通便利 配套成熟,潍城春天 -站南广场,3室1厅 | 85.71平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,47,"5,484元/平"
金都家园 3室多层一楼不带院，精装拎包入住,金都家园 -上城佳乐家,3室2厅 | 92.4平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 一年前发布,60.8,"6,581元/平"
奥体商圈近 鸢都新城 大三居 客厅朝阳大落地窗,鸢都新城 -奥体中心,3室2厅 | 109.56平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,6人关注 / 一年前发布,51,"4,655元/平"
H户型 精装 房主急售 有地下室,鲁发名城宣武郡 -福乐多,3室2厅 | 128.77平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 10个月以前发布,77,"5,980元/平"
东风，管委会，高新城市广场近恒信昆仑公馆毛坯现房,恒信昆仑公馆 -茂街,3室2厅 | 127.5平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,4人关注 / 一年前发布,99.8,"7,828元/平"
三室两厅 南北通透H户型 西山全明户型 采光充足,永润城市花园 -上城佳乐家,3室2厅 | 134.49平米 | 南 北 | 简装 | 高楼层(共15层)  | 板楼,5人关注 / 4个月以前发布,69,"5,131元/平"
三友翡翠城 精装婚房 两居室 带地下室  78平 48万,三友翡翠城 -福乐多,2室1厅 | 77.78平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,7人关注 / 5个月以前发布,46.9,"6,030元/平"
