标题,开发商,房子信息,发布信息,售价/万,单价
南北通透 采光充足 长春公园  朝阳桥轻轨,我爱我家(建阳街) -景阳广场,3室1厅 | 161.67平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 7天以前发布,130,"8,042元/平"
欧亚卖场 16年新新小区，双地铁轻轨3号线地铁7号线,开运福里A2区 -欧亚卖场,3室2厅 | 96.46平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,15人关注 / 一年前发布,110,"11,404元/平"
此房满五唯一，南北通透格局，视野宽阔，交通便利,大华科技新村 -吉大前进校区,3室1厅 | 94.09平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,60,"6,377元/平"
长沈路 龙翔苑 三室 拎包入住 房主诚意售房 随时看,东方之珠龙翔苑 -长沈路,3室2厅 | 97.42平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,83,"8,520元/平"
君地天城大三室，两卫，采光好附带地下车位+10平面积,君地天城 -长沈路,3室2厅 | 138.3平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,2人关注 / 一年前发布,109,"7,882元/平"
华润优质房源，视野，采光，就是你想要的,华润橡树湾2.1期 -南部新城,3室1厅 | 121.02平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,52人关注 / 一年前发布,115,"9,503元/平"
园区内 精装修 顶楼 产权过五不唯一 有钥匙 看房方便,恒大名都 -硅谷街北,4室2厅 | 170.43平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,8人关注 / 5个月以前发布,110,"6,455元/平"
四室户型双阳卧室 有阳台 有储物间 高得房率 园区中间,华润橡树湾一期 -南部新城,4室2厅 | 142平米 | 南 西 北 | 精装 | 中楼层(共27层)  | 板塔结合,15人关注 / 一年前发布,168,"11,831元/平"
高新和园，洋房，精装，南北通透，随时看房,高新和园 -硅谷街北,3室2厅 | 191.18平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,7人关注 / 8个月以前发布,430,"22,492元/平"
此房为毛坯房 标准格局 户型合理,君地天城 -长沈路,3室2厅 | 136.28平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板楼,3人关注 / 一年前发布,103,"7,558元/平"
车城名仕花园精装修拎包入住欧亚卖场三室户型好光线好,车城名仕花园西区 -欧亚卖场,3室2厅 | 140平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,17人关注 / 一年前发布,120,"8,572元/平"
天盛名都精装2室，标准户型 南北通透  交通便利,天盛名都 -欧亚卖场,2室2厅 | 100.15平米 | 南 北 | 精装 | 低楼层(共20层)  | 板楼,27人关注 / 一年前发布,100,"9,986元/平"
品牌开发商 八一水库 公园 产权清晰,保利溪湖林语 -南部新城,3室2厅 | 132.8平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板楼,26人关注 / 一年前发布,130,"9,790元/平"
唯一一套标准南北通透，轻轨300米，交通便利拎包入住,松宇花园四期 -红旗,2室1厅 | 96.08平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,17人关注 / 一年前发布,90,"9,368元/平"
一梯一户，婚房装修，楼层好，采光好，看房方便,新星宇和润A区 -南部新城,3室2厅 | 140.93平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,1人关注 / 一年前发布,156,"11,070元/平"
南湖公园 联排别墅 中间户 品质装修车库可放5台车,富苑华城 -南湖,4室3厅 | 395.14平米 | 南 北 | 精装 | 低楼层(共4层)  | 板塔结合,0人关注 / 3个月以前发布,430,"10,883元/平"
一楼带前后花园 四室两厅一厨两卫,益田枫露二期 -硅谷街南,4室2厅 | 118平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,38人关注 / 一年前发布,140,"11,865元/平"
开运街 轻轨站  红旗街商圈 户型方正  采光好 无遮挡,欧风花园 -红旗,2室2厅 | 79.98平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼,3人关注 / 一年前发布,55,"6,877元/平"
华润紫云府华润物业小区好位置多层电梯洋房标准三室,华润紫云府一期 -南部新城,4室2厅 | 159.6平米 | 南 北 | 毛坯 | 低楼层(共8层)  | 板楼,30人关注 / 一年前发布,210,"13,158元/平"
地铁沿线，通透三居室，南北正房，可按揭业主诚意出售,东安瑞凯国际一期 -南部新城,3室2厅 | 108平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 板楼,22人关注 / 一年前发布,87,"8,056元/平"
义和路新疆街 南北通透 2室 医大宿舍,义和路 -桂林路,2室1厅 | 68.7平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,8人关注 / 一年前发布,74,"10,772元/平"
恒大名都，精装三室南北通透，格局好,恒大名都 -硅谷街北,3室2厅 | 113.68平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,17人关注 / 10个月以前发布,83,"7,302元/平"
保利林语电梯跃层 精装修 没住过 此价格带车位,保利林语C区 -友谊公园,5室1厅 | 199.68平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,57人关注 / 一年前发布,270,"13,522元/平"
恒大名都*优房源无遮挡品牌家具 真正的拎包入住,恒大名都 -硅谷街北,3室2厅 | 130.87平米 | 北 南 | 精装 | 高楼层(共33层)  | 板楼,16人关注 / 一年前发布,108,"8,253元/平"
房东诚心售房，随时看房，园区中间户,天茂湖温莎园 -硅谷街南,4室2厅 | 176.95平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板楼,18人关注 / 一年前发布,203,"11,473元/平"
房主急售 价格能谈 毛坯房 万科物业 封闭小区人车分流,和信天阶 -净月区,2室1厅 | 85.97平米 | 南 北 | 毛坯 | 低楼层(共29层)  | 板楼,42人关注 / 一年前发布,79.8,"9,283元/平"
华源公园一号二期，交通便利，水上公园，3室毛坯楼层,华源公园1号二期 -北环沿线,3室2厅 | 106.81平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,5人关注 / 9个月以前发布,82,"7,678元/平"
绿地城 交通便利  有地铁  八十七  楼层好，视野宽阔,绿地长春上海城B区 -西部新城开发区,2室2厅 | 99.62平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,95,"9,537元/平"
此房产权过五 精装修 有阁楼 不把不临 三室两厅,华泰世纪新城二期A区 -柳影,3室2厅 | 95.32平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 9个月以前发布,75,"7,869元/平"
50街区 非顶楼   南北通透  简单装修  随时看房,汽车厂50街区 -支农西,2室1厅 | 80.2平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,49.5,"6,173元/平"
欧亚卖场 16年新新小区，双地铁轻轨3号线地铁7号线,开运福里A2区 -欧亚卖场,3室2厅 | 96.46平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,15人关注 / 一年前发布,110,"11,404元/平"
此房为毛坯房 标准格局 户型合理,君地天城 -长沈路,3室2厅 | 136.28平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板楼,3人关注 / 一年前发布,103,"7,558元/平"
长沈路 龙翔苑 三室 拎包入住 房主诚意售房 随时看,东方之珠龙翔苑 -长沈路,3室2厅 | 97.42平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,83,"8,520元/平"
君地天城大三室，两卫，采光好附带地下车位+10平面积,君地天城 -长沈路,3室2厅 | 138.3平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,2人关注 / 一年前发布,109,"7,882元/平"
南北通透3居 中高楼层 装修  看房随时 近地铁近公园,国信 ·嘉邑 -南部新城,3室2厅 | 126.94平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,32人关注 / 一年前发布,136,"10,714元/平"
此房满五唯一，南北通透格局，视野宽阔，交通便利,大华科技新村 -吉大前进校区,3室1厅 | 94.09平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,6人关注 / 一年前发布,60,"6,377元/平"
保利溪湖林语，观湖效果好南北通透，毛坯房，采光好，,保利溪湖林语 -南部新城,3室2厅 | 105.26平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板楼,13人关注 / 一年前发布,119,"11,306元/平"
房主诚心出售 中间楼层，全天采光视野好,嘉惠燕京府 -硅谷街北,3室1厅 | 115.66平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,8人关注 / 11个月以前发布,158,"13,661元/平"
恒盛豪庭 八一湿地公园 视野开阔 采光好 交通便利,恒盛豪庭 -硅谷街南,3室2厅 | 140.57平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,4人关注 / 一年前发布,99,"7,043元/平"
华润优质房源，视野，采光，就是你想要的,华润橡树湾2.1期 -南部新城,3室1厅 | 121.02平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,52人关注 / 一年前发布,115,"9,503元/平"
园区内 精装修 顶楼 产权过五不唯一 有钥匙 看房方便,恒大名都 -硅谷街北,4室2厅 | 170.43平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,8人关注 / 5个月以前发布,110,"6,455元/平"
四室户型双阳卧室 有阳台 有储物间 高得房率 园区中间,华润橡树湾一期 -南部新城,4室2厅 | 142平米 | 南 西 北 | 精装 | 中楼层(共27层)  | 板塔结合,15人关注 / 一年前发布,168,"11,831元/平"
满五唯一    视野好   看房提前打电话,华润凯旋门 -硅谷街北,3室2厅 | 137.23平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,4人关注 / 11个月以前发布,175,"12,753元/平"
高新和园，洋房，精装，南北通透，随时看房,高新和园 -硅谷街北,3室2厅 | 191.18平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,7人关注 / 8个月以前发布,430,"22,492元/平"
地铁 公园 产权过二 小区环境好,国信中央新城峯境二期 -南部新城,3室2厅 | 105.19平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,10人关注 / 一年前发布,115,"10,933元/平"
和光胡同三室两厅两卫不把山有院可以停车随时看房,和光胡同 -红旗,3室2厅 | 162.28平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,3人关注 / 一年前发布,118,"7,272元/平"
万科如园 精装修三室 带家具 带独立车位 电梯洋房,万科如园 -净月区,3室1厅 | 128.36平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,12人关注 / 一年前发布,165,"12,855元/平"
玖诚领域，精装修三室婚房未住，可以贷款随时看房,玖诚领域 -净月区,3室2厅 | 127.23平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,45人关注 / 一年前发布,105,"8,253元/平"
带阁楼，前后40平露台，原来如此美好,绿色家园(净月区) -净月区,3室2厅 | 116平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,22人关注 / 一年前发布,71,"6,121元/平"
万龙台北明珠三期 南北通透三居 宽城万达商圈拎包入住,万龙台北明珠三期 -站前,3室2厅 | 106.18平米 | 南 北 | 精装 | 中楼层(共29层)  | 板楼,4人关注 / 9个月以前发布,98,"9,230元/平"
远创紫樾台 2室1厅 南 北,远创紫樾台 -客车厂,2室1厅 | 87.38平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,100,"11,445元/平"
不把不临，楼层好，采光好，产权过五，,大禹威尼斯花园西院 -南湖,3室1厅 | 98.48平米 | 南 北 | 简装 | 中楼层(共7层)  | 塔楼,17人关注 / 一年前发布,99,"10,053元/平"
国信御湖公馆，精装婚房，一天未住，全屋定制,国信御湖公馆北区 -南部新城,3室2厅 | 127.3平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,6人关注 / 一年前发布,155,"12,176元/平"
新中式园林造景，净月潭生态公园赋能醇厚气质,保利净月和府 -净月区,3室2厅 | 129.47平米 | 南 北 | 其他 | 中楼层(共16层)  | 板楼,0人关注 / 17天以前发布,125,"9,655元/平"
万龙台北明珠精装3居室明全明格局出行方便多条公交,万龙台北明珠东区 -站前,3室2厅 | 105.38平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 5天以前发布,115,"10,913元/平"
凯撒花园 四室两厅两卫 人民大街 地铁一号线 封闭小区,凯撒花园 -吉大南岭校区,4室2厅 | 194.46平米 | 南 北 | 精装 | 中楼层(共7层)  | 塔楼,0人关注 / 6天以前发布,230,"11,828元/平"
科技新村，繁荣路轻轨3号线，大两室两厅,科技新村 -南湖,2室1厅 | 126平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 3天以前发布,88,"6,985元/平"
中海水岸春城 经典大平层 南北通透 采光充足随时可看,中海水岸春城 -净月区,4室2厅 | 216平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 8天以前发布,252,"11,667元/平"
火车站旁 风华新苑多层5楼 视野开阔 产权清晰业主诚心,风华新苑A区 -客车厂,2室2厅 | 88.38平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 7天以前发布,66.8,"7,559元/平"
央企中信，电梯洋房，值得拥有......,中信城枫丹白露一期 -净月区,2室2厅 | 106平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 8天以前发布,86,"8,114元/平"
保利香槟凯歌 3室2厅 南 北,保利香槟凯歌 -净月区,3室2厅 | 125平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,0人关注 / 6天以前发布,200,"16,000元/平"
生活配套齐全，小区位置好，户型标准，房主诚心出售,恒大城 -北环沿线,4室2厅 | 171.56平米 | 南 北 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 6天以前发布,120,"6,995元/平"
三环内，一梯一户，带独立电梯前室，精装修,大禹华邦B区 -西安广场,3室2厅 | 151平米 | 南 北 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 4天以前发布,118,"7,815元/平"
精装修东边户【东向，南向】双向大花园 带电梯,天茂湖凡尔赛庄园 -硅谷街南,3室2厅 | 350平米 | 南 | 精装 | 3层  | 板楼 | 双拼别墅 ,0人关注 / 4天以前发布,1250,"35,715元/平"
房主诚心出售绿地城，一楼大花园，园区中间，吉大尚德,绿地城 -硅谷街南,3室1厅 | 131.94平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,1人关注 / 5天以前发布,125,"9,475元/平"
欢迎此地看房，房屋干净整洁，家电家具齐全,新嘉坡城 -净月区,3室1厅 | 132平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 2天以前发布,85,"6,440元/平"
海口花园 近伊通河 跃层 精装修 有阳台 精装室外露台,海口花园 -临河街,5室3厅 | 227.25平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,140,"6,161元/平"
远创紫樾台 4室3厅 南 北,远创紫樾台 -客车厂,4室3厅 | 95.77平米 | 南 北 | 精装 | 低楼层(共1层)  | 板楼,0人关注 / 30天以前发布,170,"17,751元/平"
顶楼有阁楼，装修好，家具家电齐全，拎包入住,绿地长春上海城B区 -西部新城开发区,5室3厅 | 127平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 23天以前发布,125,"9,843元/平"
南部新城宜居标准两室产权过五，配套全，全封闭。,圣世金鼎城 -南部新城,2室2厅 | 92.86平米 | 南 北 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,93,"10,016元/平"
多恩海棠湾 一室一厅17楼 采光好  过二 随时看 有钥匙,多恩海棠湾 -西潘家屯,1室1厅 | 55.95平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 27天以前发布,43,"7,686元/平"
美景天城B区 1室0厅 东,美景天城B区 -柳影,1室0厅 | 35.26平米 | 东 | 简装 | 中楼层(共11层)  | 板塔结合,0人关注 / 28天以前发布,21.5,"6,098元/平"
大众花园三期 封闭小区 一汽五号门 欧亚车百 有轨电车,大众花园三期 -景阳广场,2室1厅 | 77.98平米 | 南 | 简装 | 中楼层(共17层)  | 板楼,0人关注 / 28天以前发布,54,"6,925元/平"
凯撒花园二区 楼上楼下两层 只拍了一层,凯撒花园二区 -临河街,4室4厅 | 201.46平米 | 南 北 | 简装 | 高楼层(共6层)  | 塔楼,2人关注 / 30天以前发布,98,"4,865元/平"
欧亚 红旗圈 中间楼层 正房两室 有钥匙,开运福里C区 -欧亚卖场,2室1厅 | 48.88平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,0人关注 / 22天以前发布,46,"9,411元/平"
全新品牌家具家电，中间楼层，采光好。,绿城米兰公馆 -临河街,1室1厅 | 62.62平米 | 西南 | 简装 | 中楼层(共23层)  | 板楼,0人关注 / 26天以前发布,70,"11,179元/平"
北安小区 2室1厅 北,北安小区 -大经路,2室1厅 | 78.5平米 | 北 | 简装 | 低楼层(共18层)  | 塔楼,1人关注 / 21天以前发布,55,"7,007元/平"
长春明珠园区中间多藏污纳垢两室随时看房 拎包入住,长春明珠 -世界雕塑公园,2室2厅 | 88.19平米 | 南 北 | 精装 | 高楼层(共6层)  | 塔楼,0人关注 / 17天以前发布,125,"14,174元/平"
中海景阳公馆 毛坯房 电梯中间楼层 南向,中海景阳公馆 -西部新城开发区,1室1厅 | 72.67平米 | 南 | 毛坯 | 中楼层(共22层)  | 板楼,0人关注 / 20天以前发布,65,"8,945元/平"
美印雅苑 2室1厅 南 北,美印雅苑 -天光路,2室1厅 | 57平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 24天以前发布,36,"6,316元/平"
吉盛小区三期，两室住房，精装房,吉盛小区三期 -劳动公园,2室1厅 | 58.07平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 22天以前发布,52.8,"9,093元/平"
