标题,开发商,房子信息,发布信息,售价/万,单价
泰达润景园北苑 2室2厅 南,泰达润景园北苑 -柳叶湖,2室2厅 | 99.5平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,0人关注 / 2天以前发布,83.8,"8,423元/平"
买70平米 实际170平米  好划算,新二村 -滨湖公园,4室1厅 | 69.92平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,3人关注 / 9个月以前发布,33.8,"4,835元/平"
：此房屋满5年 格局好楼层好 有小区 有院子 停车方便,柳荷鑫苑 -芷兰,3室1厅 | 147平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 8个月以前发布,88.9,"6,048元/平"
法院单位房，南北通精装三房，万达广场，丁玲公园,清和苑 -白马湖,3室2厅 | 126.12平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,17人关注 / 10个月以前发布,78,"6,185元/平"
金城苑 白马湖万达片区 新中医院,金城苑 -白马湖,4室2厅 | 141.33平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 一年前发布,110,"7,784元/平"
武陵区，位置，地段好，精装修，穿紫河公园,善德庭园 -鸿升,2室2厅 | 88.09平米 | 南 | 其他 | 低楼层(共25层)  | 板塔结合,0人关注 / 一年前发布,65,"7,379元/平"
柳叶湖畔，河街旁，德国小镇，恒大华府,常德恒大华府 -芷兰,3室2厅 | 143平米 | 南 | 其他 | 低楼层(共30层)  | 板塔结合,0人关注 / 一年前发布,128.5,"8,987元/平"
卧室主次分明，视野宽阔，楼层好采光充足，配套齐全，,城投蓉国新赋 -白马湖,3室2厅 | 143平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,1人关注 / 4个月以前发布,102,"7,133元/平"
户型好，采光好，可以随心设计自己喜欢的,中原德景园 -白马湖,3室2厅 | 112.89平米 | 南 | 其他 | 高楼层(共32层)  | 板塔结合,11人关注 / 一年前发布,93,"8,239元/平"
满五不唯一住房 有个税 业主卖房诚心,绿岛小区 -三闾,3室2厅 | 95.18平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,59.8,"6,283元/平"
电信花园是准新小区，2016年业主拿到房，陆陆续续入住,电信花园 -火车站,2室1厅 | 92.04平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,1人关注 / 7个月以前发布,71.8,"7,801元/平"
穿紫河  德国小镇   大润发   业主诚心出售,中医院宿舍 -紫桥,2室2厅 | 73平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,1人关注 / 一年前发布,54,"7,398元/平"
城西 碧桂园旁 户型周正 彩光好,青林苑 -白马湖,3室2厅 | 118.93平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,3人关注 / 一年前发布,50,"4,205元/平"
常德恒大华府 3室1厅 南,常德恒大华府 -芷兰,3室1厅 | 122平米 | 南 | 其他 | 中楼层(共26层)  | 板塔结合,0人关注 / 2个月以前发布,99.8,"8,181元/平"
火车站泽云幸福里精装三房保养不错可拎包入住,泽云幸福里 -火车站,3室1厅 | 89平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,1人关注 / 一年前发布,71.8,"8,068元/平"
雅林春晓 3室2厅 南,雅林春晓 -火车站,3室2厅 | 110.32平米 | 南 | 其他 | 中楼层(共27层)  | 板塔结合,0人关注 / 1个月以前发布,73,"6,618元/平"
蓝湖郡  沅江诗墙  滨湖公园,蓝湖郡 -紫桥,3室2厅 | 108.15平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,79.8,"7,379元/平"
恒大影城   德国小镇   大小河街,常德恒大华府 -芷兰,3室2厅 | 101.8平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,103,"10,118元/平"
高铁    湘雅 龙湖大品牌 清水毛坯 楼层好 通风采光,龙湖双珑原著 -火车站,3室2厅 | 128平米 | 南 北 | 其他 | 低楼层(共30层)  | 板塔结合,1人关注 / 一年前发布,96.3,"7,524元/平"
大润发*市 友阿旁 大户型 无公摊,湘北第一村 -紫桥,3室2厅 | 113.5平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,16人关注 / 一年前发布,46.8,"4,124元/平"
紫苑花园一区 3室2厅 南,紫苑花园一区 -火车站,3室2厅 | 133平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,76,"5,715元/平"
步梯楼，板楼，户型方正。坐北朝南,湘北第一村 -紫桥,2室2厅 | 78.36平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,2人关注 / 一年前发布,42.8,"5,462元/平"
大润发，滨湖公园旁，精装两房两厅,蓝湖郡 -紫桥,2室2厅 | 89平米 | 南 | 其他 | 中楼层(共6层)  | 板塔结合,1人关注 / 3个月以前发布,58,"6,517元/平"
紫桥热门楼盘，户型朝南，卧室出阳台，光线充足,紫桥二区桃园 -紫桥,3室2厅 | 97.06平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,18人关注 / 一年前发布,49,"5,049元/平"
宏达 茉莉村 民航宿舍步梯好楼层出售······,民航宿舍 -紫桥,3室1厅 | 82.41平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,5人关注 / 一年前发布,43,"5,218元/平"
电梯好楼层              中等装修  随时看房,紫荆庭院 -紫桥,3室2厅 | 117.5平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,0人关注 / 8个月以前发布,80,"6,809元/平"
白马湖公园   丁玲公园  万达广场,汇景中央广场 -文理学院,3室2厅 | 114.9平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,0人关注 / 一年前发布,91.2,"7,938元/平"
此房屋满2年  格局好楼层好 有小区 有院子 停车方便,中房紫桥豪园 -紫桥,3室2厅 | 128平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,5人关注 / 一年前发布,61,"4,766元/平"
穿紫河  大小河街  德国小镇  业主诚心卖房,紫桥小区 -紫桥,3室2厅 | 81.56平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 一年前发布,45,"5,518元/平"
北金城 3室2厅 南,北金城 -火车站,3室2厅 | 93平米 | 南 | 其他 | 高楼层(共17层)  | 板塔结合,2人关注 / 一年前发布,79.3,"8,527元/平"
此房满5年唯一 税费少毛坯 电梯楼,柳都水语 -火车站,3室1厅 | 133.6平米 | 南 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 9个月以前发布,90,"6,737元/平"
穿紫河好房出售 紫桥桃园 中间楼层 中装三房,紫桥二区桃园 -紫桥,3室2厅 | 108平米 | 东南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 8个月以前发布,55,"5,093元/平"
火车站 小区安全性高 楼层好 +++++++++++++,泽云幸福里 -火车站,3室2厅 | 99平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,3人关注 / 8个月以前发布,69.5,"7,021元/平"
大润发友阿 精装房出售 家电齐全 拎包入住,蓝湖郡 -紫桥,2室2厅 | 90.93平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,3人关注 / 一年前发布,70,"7,699元/平"
这个房子，户型朝南，视野采光好,碧桂园天悦湾 -桥南,4室2厅 | 152平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,108,"7,106元/平"
房子新，位置好，交通便利，采光充足,老西门 -北站,3室2厅 | 141平米 | 东 西 | 毛坯 | 中楼层(共18层)  | 暂无数据,3人关注 / 7个月以前发布,80,"5,674元/平"
白马湖毛坯现房   位置好  南通北透    有钥匙,芙蓉国际公馆 -白马湖,3室2厅 | 121.46平米 | 南 | 其他 | 高楼层(共17层)  | 板塔结合,3人关注 / 5个月以前发布,75,"6,175元/平"
茉莉村 3室2厅 南,茉莉村 -紫桥,3室2厅 | 101平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 3个月以前发布,60,"5,941元/平"
大润发 十一 中边 性价 王 带杂物间,湘北第一村 -紫桥,2室2厅 | 92.47平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 4个月以前发布,46,"4,975元/平"
穿紫河 十一中 滨湖公园 友阿商场,蓝湖郡 -紫桥,3室2厅 | 139.5平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 一年前发布,120,"8,603元/平"
西园社区 2室2厅 南,西园社区 -宏大,2室2厅 | 75.99平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,39,"5,133元/平"
梦里水乡 3室2厅 南,梦里水乡 -紫桥,3室2厅 | 138平米 | 南 | 其他 | 高楼层(共20层)  | 板塔结合,2人关注 / 一年前发布,90,"6,522元/平"
水榭花城西城 3室2厅 南 北,水榭花城西城 -滨湖公园,3室2厅 | 152平米 | 南 北 | 其他 | 高楼层(共25层)  | 板塔结合,0人关注 / 1个月以前发布,105,"6,908元/平"
紫桥、大润发、穿紫河风光带有小区二房,中房紫桥豪园 -紫桥,2室2厅 | 87.68平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,2人关注 / 一年前发布,49.8,"5,680元/平"
万达友阿欢乐城商圈 小区高素质住户,西园社区 -宏大,2室2厅 | 98.3平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,56,"5,697元/平"
白马湖万达  常英旁  好房子 拎包入住,蝴蝶公寓 -鸿升,3室2厅 | 154平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,90,"5,845元/平"
恒大 芷兰  火车站  高铁站 德国小镇 大小河街,常德恒大华府 -芷兰,4室2厅 | 176.23平米 | 南 | 其他 | 中楼层(共29层)  | 板塔结合,3人关注 / 一年前发布,155,"8,796元/平"
柳叶湖 恒大华府精装房 大户型诚心出售,常德恒大华府 -芷兰,4室2厅 | 148平米 | 南 | 其他 | 低楼层(共26层)  | 板塔结合,4人关注 / 一年前发布,127,"8,582元/平"
在文理学院旁边，主要是 文理学院老师集资房,里仁居小区 -文理学院,3室2厅 | 126平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,2人关注 / 6个月以前发布,75,"5,953元/平"
过江隧道  阳光孤儿院  百坊菜场旁  精装大户型,宏飞小区 -北站,4室2厅 | 133平米 | 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,75,"5,640元/平"
此房是才交房的新小区，全新毛坯，，楼层好,汇景中央广场 -文理学院,3室2厅 | 115平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,2人关注 / 一年前发布,88,"7,653元/平"
文理学院公摊小三房两厅 好楼层 白马湖公园,汇景中央广场 -文理学院,3室2厅 | 115平米 | 南 | 其他 | 低楼层(共32层)  | 暂无数据,0人关注 / 8个月以前发布,86,"7,479元/平"
文理学院，白马湖公园，文津华庭,伟星·文津华庭 -文理学院,2室2厅 | 80平米 | 南 | 毛坯 | 中楼层(共23层)  | 板塔结合,7人关注 / 一年前发布,52,"6,500元/平"
此房挨白马湖和丁玲公园，万达广场小区环境好此房毛坯,汇景中央广场 -文理学院,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,0人关注 / 8个月以前发布,86.8,"7,548元/平"
户型方正 通风好 封闭式小区 安全性高,汇景中央广场 -文理学院,3室2厅 | 113平米 | 南 | 其他 | 低楼层(共32层)  | 暂无数据,1人关注 / 6个月以前发布,88,"7,788元/平"
此房视野宽阔，采光充足，配套设施齐全，交通便利,伟星·文津华庭 -文理学院,2室2厅 | 93.4平米 | 南 | 其他 | 中楼层(共23层)  | 板塔结合,4人关注 / 9个月以前发布,55.98,"5,994元/平"
三闾片区~东经名邸~四 房 两 厅精装修,东经名邸 -三闾,3室2厅 | 141平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,4人关注 / 一年前发布,76.8,"5,447元/平"
城东毛坯现房 价格实惠 生活便利,嘉业紫和园 -三闾,3室2厅 | 130.91平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,78.5,"5,997元/平"
过江隧道  阳光孤儿院  百坊菜场旁  精装大户型,宏飞小区 -北站,4室2厅 | 133平米 | 北 | 其他 | 高楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,75,"5,640元/平"
在文理学院旁边，主要是 文理学院老师集资房,里仁居小区 -文理学院,3室2厅 | 126平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,2人关注 / 6个月以前发布,75,"5,953元/平"
户型方正 通风好 封闭式小区 安全性高,汇景中央广场 -文理学院,3室2厅 | 113平米 | 南 | 其他 | 低楼层(共32层)  | 暂无数据,1人关注 / 6个月以前发布,88,"7,788元/平"
此房是才交房的新小区，全新毛坯，，楼层好,汇景中央广场 -文理学院,3室2厅 | 115平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,2人关注 / 一年前发布,88,"7,653元/平"
天源星城 芙蓉公园 新北站 随时看房,中建公园府 -五强溪,3室2厅 | 100.6平米 | 北 南 | 其他 | 低楼层(共31层)  | 暂无数据,0人关注 / 11个月以前发布,70,"6,959元/平"
文理学院，白马湖公园，文津华庭,伟星·文津华庭 -文理学院,2室2厅 | 92平米 | 南 | 其他 | 高楼层(共23层)  | 板塔结合,1人关注 / 一年前发布,65,"7,066元/平"
高尚名門 3室2厅 南,高尚名門 -三闾,3室2厅 | 127.62平米 | 南 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 一年前发布,86.8,"6,802元/平"
汇景中央广场 3室2厅 南,汇景中央广场 -文理学院,3室2厅 | 112平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,89.6,"8,000元/平"
御景江南 3室2厅 南,御景江南 -桥南,3室2厅 | 124.45平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,78.8,"6,332元/平"
文理学院，白马湖公园，文津华庭,伟星·文津华庭 -文理学院,2室2厅 | 80平米 | 南 | 毛坯 | 中楼层(共23层)  | 板塔结合,7人关注 / 一年前发布,52,"6,500元/平"
文理学院公摊小三房两厅 好楼层 白马湖公园,汇景中央广场 -文理学院,3室2厅 | 115平米 | 南 | 其他 | 低楼层(共32层)  | 暂无数据,0人关注 / 8个月以前发布,86,"7,479元/平"
此房挨白马湖和丁玲公园，万达广场小区环境好此房毛坯,汇景中央广场 -文理学院,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,0人关注 / 8个月以前发布,86.8,"7,548元/平"
小区环境好，物业优秀，文理学院旁,汇景中央广场 -文理学院,3室2厅 | 112平米 | 东南 | 其他 | 中楼层(共32层)  | 暂无数据,1人关注 / 一年前发布,86.9,"7,759元/平"
文理，三岔路，蓉国新赋，柳叶大道费嘉湖,汇景中央广场 -文理学院,4室2厅 | 130平米 | 南 | 其他 | 高楼层(共32层)  | 板楼,10人关注 / 一年前发布,91,"7,000元/平"
户型方正 通风好 封闭式小区 安全性高,汇景中央广场 -文理学院,3室2厅 | 113平米 | 南 | 其他 | 中楼层(共31层)  | 暂无数据,0人关注 / 6个月以前发布,85,"7,523元/平"
华达幸福湾电梯好楼层，卖毛坯价,华达幸福湾 -火车站,3室2厅 | 137平米 | 南 | 其他 | 高楼层(共17层)  | 板塔结合,2人关注 / 5个月以前发布,81.5,"5,949元/平"
绿地新都会3房   业主诚心出售,绿地新都会 -德山,3室2厅 | 107平米 | 南 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 8个月以前发布,43.8,"4,094元/平"
芙蓉公园河景 中建电梯好楼层 随时看房,中建壹号府 -五强溪,3室2厅 | 115.39平米 | 南 | 其他 | 高楼层(共26层)  | 板塔结合,0人关注 / 一年前发布,72.8,"6,310元/平"
白马湖和丁玲公园，万达广场，文理学院新小区环境好,汇景中央广场 -文理学院,4室2厅 | 138平米 | 南 | 其他 | 低楼层(共27层)  | 板楼,0人关注 / 8个月以前发布,110,"7,972元/平"
锦华苑小区  步梯高层  业主急售,锦华苑 -北站,3室2厅 | 104.11平米 | 东 西 | 简装 | 高楼层(共6层)  | 板塔结合,1人关注 / 8个月以前发布,48,"4,611元/平"
业主闲置，诚心出售，户型周正，采光通风好,里仁居小区 -文理学院,3室2厅 | 126平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,2人关注 / 一年前发布,78,"6,191元/平"
房子满5年 楼层格局好，费用各付,原城西派出所 -北站,2室2厅 | 90.21平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据,1人关注 / 一年前发布,45,"4,989元/平"
业主诚心卖 坐北朝南 视野开阔 户型周正 望江 非顶楼,中建滨江府 -五强溪,3室2厅 | 108平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,86,"7,963元/平"
泓鑫中苑 时光印象 聚和苑   玫瑰苑 金和嘉苑,时光印象 -三闾,3室2厅 | 107.64平米 | 南 西南 | 其他 | 高楼层(共31层)  | 板塔结合,4人关注 / 10个月以前发布,50.8,"4,720元/平"
业主诚心急售 看房有钥匙 户型正规 配套设施齐全,青年新城住宅小区 -三闾,3室2厅 | 126平米 | 南 | 其他 | 低楼层(共30层)  | 板塔结合,0人关注 / 9个月以前发布,76,"6,032元/平"
德景园     烟厂            文理 白马湖   满五唯一,伟星·文津华庭 -文理学院,2室2厅 | 92.03平米 | 南 | 其他 | 高楼层(共23层)  | 板塔结合,2人关注 / 一年前发布,60,"6,520元/平"
屈原公园旁 烟厂生活三区 满五年 没有增值税少付费用,常德烟厂生活三区 -三岔路,2室1厅 | 71.17平米 | 南 | 其他 | 高楼层(共7层)  | 板楼,4人关注 / 一年前发布,39.8,"5,593元/平"
万达 文理学院 汇景 无公摊 户型周正,汇景中央广场 -文理学院,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据,1人关注 / 3个月以前发布,79.8,"6,940元/平"
户型方正 通风好 封闭式小区 安全性高,汇景中央广场 -文理学院,3室2厅 | 113平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据,0人关注 / 6个月以前发布,88.8,"7,859元/平"
城东馨香庭院 电梯中高层 毛坯三房二厅，通风采光！,馨香▪东庭 -三闾,3室2厅 | 127.55平米 | 南 | 其他 | 高楼层(共22层)  | 板楼,0人关注 / 3个月以前发布,76,"5,959元/平"
恒大 芷兰  火车站  高铁站 德国小镇 大小河街,常德恒大华府 -芷兰,4室2厅 | 176.23平米 | 南 | 其他 | 中楼层(共29层)  | 板塔结合,3人关注 / 一年前发布,155,"8,796元/平"
视野很好 双阳台 单价才7千 滨湖公园电梯,香格里拉 · 领域 -滨湖公园,3室2厅 | 140平米 | 南 | 其他 | 中楼层(共26层)  | 板塔结合,4人关注 / 一年前发布,98,"7,000元/平"
