标题,开发商,房子信息,发布信息,售价/万,单价
石桥区樊华精装修，拎包入住，户型通透，采光好,樊华似锦二期 -高新,2室1厅 | 81.07平米 | 东 | 精装 | 低楼层(共23层)  | 塔楼,0人关注 / 6天以前发布,78,"9,622元/平"
三连跃，享受空中花园。精装修，直接拎包入住。,神州*南都 -经开区,4室2厅 | 100.7平米 | 东南 南 | 精装 | 高楼层(共27层)  | 板塔结合,0人关注 / 21天以前发布,300,"29,792元/平"
经开区万达旁  精装大三房  中间楼层  视野开阔,嘉来·涪滨印象 -经开区,3室2厅 | 123.17平米 | 东南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,102.9,"8,355元/平"
此房户型方正，中间楼层，采光好，无遮挡，视野宽阔,博雅海润广场 -经开区,3室1厅 | 72.5平米 | 西北 | 精装 | 低楼层(共32层)  | 塔楼,2人关注 / 26天以前发布,69,"9,518元/平"
江与城三室两厅双卫精装修电梯房。,江与城 -安州,3室2厅 | 106平米 | 西北 | 精装 | 低楼层(共31层)  | 塔楼,0人关注 / 1个月以前发布,99,"9,340元/平"
急售，西山片区，电梯3室，49.8万,星港湾 -江油,3室2厅 | 83平米 | 南 | 精装 | 低楼层(共17层)  | 平房,0人关注 / 26天以前发布,49.8,"6,000元/平"
带50平米左右的大平台，包含1楼一个门面，一起出售。,龙汇花园 -南河坝,4室1厅 | 205平米 | 南 | 简装 | 低楼层(共15层)  | 板塔结合,0人关注 / 30天以前发布,300,"14,635元/平"
经开万达旁，首付15电梯小三室，中高楼层，诚心,金楠天街 -经开区,3室2厅 | 88.7平米 | 北 | 精装 | 高楼层(共32层)  | 塔楼,1人关注 / 22天以前发布,72,"8,118元/平"
此房地理位置好，停车方便，装修好，拎包入住,恒丰园一期 -江油,3室3厅 | 147平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 26天以前发布,66,"4,490元/平"
江岸山景正江景 跃层 带50平的露台花园 南北通透,江岸山景 -经开区,4室2厅 | 159平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 26天以前发布,119.4,"7,510元/平"
中梁壹号院 3室2厅 西南,中梁壹号院 -经开区,3室2厅 | 113平米 | 西南 | 毛坯 | 高楼层(共20层)  | 塔楼,0人关注 / 21天以前发布,107,"9,470元/平"
江与城三室两厅双卫精装修电梯房。,江与城 -安州,3室2厅 | 95平米 | 东南 | 精装 | 中楼层(共31层)  | 塔楼,0人关注 / 1个月以前发布,92.8,"9,769元/平"
鸿越瑞阁，临江电梯房，满五可按揭,鸿越瑞櫊小区 -经开区,4室2厅 | 167平米 | 北 | 简装 | 中楼层(共14层)  | 板楼,0人关注 / 21天以前发布,135,"8,084元/平"
紫云府，居家三居室，诚心出售，,华润紫云府 -科创园区,3室2厅 | 102.5平米 | 东南 | 简装 | 地下室(共31层)  | 塔楼,0人关注 / 29天以前发布,110,"10,732元/平"
园艺山小高层新小区，业主两套诚心出售，看房提前预约,倍特.香槟华府 -科创园区,6室2厅 | 108平米 | 东南 | 精装 | 低楼层(共13层)  | 板楼,0人关注 / 24天以前发布,278,"25,741元/平"
园艺山人工湖旁 带屋顶花园的三房,银都领地西区 -科创园区,3室2厅 | 95平米 | 西北 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 21天以前发布,64,"6,737元/平"
经典三室双卫横厅户型   精装修业主装修花了20万,万合龙城一期 -青义,3室2厅 | 110.19平米 | 南 北 | 精装 | 中楼层(共11层)  | 暂无数据,0人关注 / 31天以前发布,76,"6,898元/平"
园艺山小高层新小区，业主两套诚心出售，看房提前预约,倍特.香槟华府 -科创园区,6室2厅 | 108平米 | 东南 | 精装 | 低楼层(共13层)  | 板楼,0人关注 / 24天以前发布,278,"25,741元/平"
房东急售长虹橡树郡精装三房，带全套家具家电,长虹橡树郡 -经开区,3室2厅 | 89.87平米 | 东南 | 精装 | 低楼层(共25层)  | 塔楼,0人关注 / 23天以前发布,77,"8,568元/平"
鸿越瑞阁，临江电梯房，满五可按揭,鸿越瑞櫊小区 -经开区,4室2厅 | 167平米 | 北 | 简装 | 中楼层(共14层)  | 板楼,0人关注 / 21天以前发布,135,"8,084元/平"
涪城区高水片区 清水带平台三室双卫,利奥璟都 -高水,3室2厅 | 96.4平米 | 南 | 毛坯 | 低楼层(共13层)  | 板楼,0人关注 / 19天以前发布,95,"9,855元/平"
跃进路二桥公园旁大三室双卫2019年精装修电梯房,三汇绿湾春 -高水,3室2厅 | 135.4平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 21天以前发布,91,"6,721元/平"
单价8000 108平四室2卫 精装拎包入住,文泉·凯旋大道 -高新,4室1厅 | 108.6平米 | 东 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 31天以前发布,89.8,"8,269元/平"
宝龙商圈，电梯三室，拎包入住，,香榭名邸 -江油,3室2厅 | 94平米 | 东南 | 精装 | 中楼层(共29层)  | 塔楼,0人关注 / 31天以前发布,62,"6,596元/平"
现代简约风 证满二 户型通透 套三双卫 家具家电齐全,长兴星城一期 -科创园区,3室2厅 | 117平米 | 西北 东南 | 精装 | 高楼层(共28层)  | 板塔结合,0人关注 / 23天以前发布,135,"11,539元/平"
经开区万达三期大四室，产权清晰证在手，房东诚心出售,万达天澜 -经开区,4室2厅 | 128平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 16天以前发布,130,"10,157元/平"
经开区品质新楼盘带产权车位诚意出售采光好户型好,金海南城首座·阳光里二期 -经开区,3室2厅 | 106.55平米 | 东南 南 西南 | 毛坯 | 高楼层(共27层)  | 塔楼,0人关注 / 27天以前发布,110,"10,324元/平"
四零四省建六公司家属区大三室两厅两卫好房出售,西山东路79号小区 -1958,3室2厅 | 132.94平米 | 西南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 25天以前发布,66,"4,965元/平"
大型社区，人车分流，入则安静出则繁华,长虹世纪城二期 -高水,3室2厅 | 80.72平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,0人关注 / 25天以前发布,96,"11,893元/平"
水韵滨江三室两厅两卫精装修拎包入住,水韵滨江 -1958,3室2厅 | 118.8平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,0人关注 / 25天以前发布,147,"12,374元/平"
小区安静 环境很好 户型方正 诚心出售,世茂云锦 -科创园区,3室1厅 | 126.99平米 | 南 | 毛坯 | 低楼层(共8层)  | 暂无数据,0人关注 / 21天以前发布,128,"10,080元/平"
精装修三室双卫，采光好，无遮挡，价格公道,三江国际丽城▪澜岸 -经开区,3室2厅 | 111.53平米 | 东南 | 精装 | 高楼层(共24层)  | 塔楼,0人关注 / 25天以前发布,123,"11,029元/平"
楼层好，采光好，户型好，诚心出售。,长虹世纪城二期 -高水,4室2厅 | 132.58平米 | 南 | 简装 | 低楼层(共30层)  | 塔楼,0人关注 / 28天以前发布,125,"9,429元/平"
精装拎包入住，全临江鸟瞰越王楼，富贵吉祥，景色迷人,富临·东方广场 -国际城,3室2厅 | 129.86平米 | 东 南 | 精装 | 高楼层(共38层)  | 塔楼,0人关注 / 20天以前发布,176,"13,554元/平"
九洲又一城，自住精装三室，成色新，拎包入住,九洲又一城2期 -高新,3室2厅 | 96平米 | 东 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 21天以前发布,115,"11,980元/平"
东辰旁电梯洋房 简装套三 拎包入住,辰兴·天御 -科创园区,3室2厅 | 97平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 21天以前发布,120,"12,372元/平"
H怡馨园二楼143平米+前后通透+生活交通方便！,怡馨園 -高新,3室2厅 | 143平米 | 西南 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 31天以前发布,90,"6,294元/平"
俯瞰涪江全景。正对越王楼，春暖花开，风景迷人,富临·东方广场 -国际城,3室2厅 | 118平米 | 东南 | 精装 | 中楼层(共38层)  | 塔楼,0人关注 / 21天以前发布,159.8,"13,543元/平"
恒馨苑 3室2厅 南,恒馨苑 -越王楼,3室2厅 | 117平米 | 南 | 精装 | 中楼层(共7层)  | 塔楼,0人关注 / 26天以前发布,79,"6,753元/平"
高水凯厦花园三室楼层好光线好户型方正,凯厦花园 -高水,3室1厅 | 103平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 18天以前发布,70,"6,797元/平"
太阳城二期大三房，满五交易税费低，小区位置成熟,太阳城二期 -科创园区,3室1厅 | 109.7平米 | 东南 | 简装 | 中楼层(共18层)  | 板塔结合,0人关注 / 19天以前发布,108,"9,846元/平"
爱心旁4房中间楼层，现房现房急买即装,置信学府苑 -江油,4室2厅 | 96平米 | 南 | 毛坯 | 中楼层(共26层)  | 暂无数据,1人关注 / 17天以前发布,53,"5,521元/平"
房子是一个多层小区，证在手，交易方便，满两年,阳光城 -御营坝,3室2厅 | 133平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 25天以前发布,79.8,"6,000元/平"
阳光·西雅图 3室2厅 南,阳光·西雅图 -高新,3室2厅 | 94.5平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,1人关注 / 24天以前发布,74,"7,831元/平"
香榭名邸 3室2厅 南 北,香榭名邸 -江油,3室2厅 | 103平米 | 南 北 | 其他 | 高楼层(共24层)  | 塔楼,0人关注 / 17天以前发布,59,"5,729元/平"
火车站，丽景花城电梯，全临江房出售,富临·丽景花城 -火车站,3室2厅 | 128平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 19天以前发布,107.5,"8,399元/平"
石桥铺 美立方 精装三室   满两年税费低,美立方 -高新,3室2厅 | 93平米 | 西南 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 18天以前发布,109,"11,721元/平"
诚意出售，华丰桥旁，2室18万。,华丰小区 -江油,2室2厅 | 77平米 | 东 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 25天以前发布,18,"2,338元/平"
九洲又一城，自住精装三室，成色新，拎包入住,九洲又一城2期 -高新,3室2厅 | 96平米 | 东 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 21天以前发布,115,"11,980元/平"
俯瞰涪江全景。正对越王楼，春暖花开，风景迷人,富临·东方广场 -国际城,3室2厅 | 118平米 | 东南 | 精装 | 中楼层(共38层)  | 塔楼,0人关注 / 21天以前发布,159.8,"13,543元/平"
精装拎包入住，全临江鸟瞰越王楼，富贵吉祥，景色迷人,富临·东方广场 -国际城,3室2厅 | 129.86平米 | 东 南 | 精装 | 高楼层(共38层)  | 塔楼,0人关注 / 20天以前发布,176,"13,554元/平"
高新区石桥铺精装三房+视野开阔,人和天地三期 -高新,3室2厅 | 114平米 | 东北 | 简装 | 高楼层(共28层)  | 板塔结合,0人关注 / 23天以前发布,108,"9,474元/平"
石桥铺，品质小区，精装修，满两年,上河鹂島 -高新,3室1厅 | 102平米 | 东 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 17天以前发布,120,"11,765元/平"
华润中央公园 3室2厅 南,华润中央公园 -科创园区,3室2厅 | 96平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 22天以前发布,169,"17,605元/平"
龍錦苑 3室2厅 东南,龍錦苑 -科学城,3室2厅 | 140.26平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 22天以前发布,66.6,"4,749元/平"
高新区 精装修 3室拎包入住 证在手,枫璟•398A区 -高新,3室2厅 | 101平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 29天以前发布,91.8,"9,090元/平"
此房位置好， 视野宽阔 采光充足 配套成熟，,瑞阳领域 -高新,3室2厅 | 116平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 30天以前发布,88.8,"7,656元/平"
旭城阳光顶跃，四室两厅三卫，带独立衣帽间，欧式风格,旭城阳光 -江油,4室2厅 | 171.61平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 19天以前发布,110,"6,410元/平"
华润紫云府 清水3房双卫 朝南 有钥匙 随时看房,华润紫云府 -科创园区,3室1厅 | 115平米 | 西南 | 毛坯 | 高楼层(共30层)  | 塔楼,0人关注 / 17天以前发布,138,"12,000元/平"
诗城南。前后中庭，南北通透，户型方正,心悦华庭 -江油,3室1厅 | 110平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 27天以前发布,75,"6,819元/平"
石桥铺上河郦岛 业主诚心卖 精装三室  带暖气,上河鹂島 -高新,3室2厅 | 103.4平米 | 南 北 | 精装 | 低楼层(共26层)  | 板塔结合,0人关注 / 21天以前发布,109.5,"10,590元/平"
东辰旁电梯洋房 简装套三 拎包入住,辰兴·天御 -科创园区,3室2厅 | 97平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 21天以前发布,120,"12,372元/平"
恒馨苑 3室2厅 南,恒馨苑 -越王楼,3室2厅 | 117平米 | 南 | 精装 | 中楼层(共7层)  | 塔楼,0人关注 / 26天以前发布,79,"6,753元/平"
业主急售，朝南，朝小区中庭。。,枫璟398F区 -高新,3室2厅 | 108平米 | 东南 | 简装 | 低楼层(共27层)  | 塔楼,0人关注 / 17天以前发布,73,"6,760元/平"
此房证齐， 产权满两年，税费低 ，楼层好， 采光好..,怡海明珠小区 -大都会,3室2厅 | 133平米 | 西南 | 其他 | 高楼层(共21层)  | 板楼,0人关注 / 26天以前发布,96,"7,219元/平"
房东诚心出售 五里堆中间位置 生活便利 交通便利,游仙畜牧 -越王楼,3室2厅 | 96平米 | 东南 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 27天以前发布,44.5,"4,636元/平"
大四室，户型楼层好，生活配套成熟便利,金河小区(涪城区) -高新,4室2厅 | 168平米 | 东南 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 20天以前发布,98,"5,834元/平"
经开区同立悦城精装三室，拎包入住,同立悦城 -经开区,3室2厅 | 104平米 | 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 25天以前发布,78,"7,500元/平"
太白公园西门，小区环境好，房东诚意出售,龍湾半岛 -江油,3室2厅 | 85.76平米 | 南 | 精装 | 中楼层(共24层)  | 塔楼,0人关注 / 22天以前发布,62.8,"7,323元/平"
中原爱心小区三室出售，家具家电齐全，拎包入住,中原爱心小区 -江油,3室2厅 | 83平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 19天以前发布,38,"4,579元/平"
花园路中段，步梯中间楼层三室拎包入住,花园中路居委会综合楼 -江油,3室2厅 | 117平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 25天以前发布,38.8,"3,317元/平"
长虹世纪城2期精装修大三室 改善型住房 房东诚心出售,长虹世纪城二期 -高水,3室2厅 | 124.14平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 28天以前发布,158,"12,728元/平"
石桥铺 美立方 精装三室   满两年税费低,美立方 -高新,3室2厅 | 93平米 | 西南 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 18天以前发布,109,"11,721元/平"
成熟商圈 标准套三 中间楼层  拎包入住,长兴星城一期 -科创园区,3室2厅 | 107平米 | 西南 | 精装 | 中楼层(共28层)  | 板塔结合,0人关注 / 17天以前发布,125,"11,683元/平"
房子为精装修，装修保养好，家具家电齐全，房子满2年,树高卡地亚A区 -科创园区,3室2厅 | 87.4平米 | 东 东南 | 其他 | 中楼层(共11层)  | 板塔结合,0人关注 / 27天以前发布,87.4,"10,000元/平"
恒丰园电梯大4房，带车库，精装，欢迎品鉴,恒丰园一期 -江油,4室3厅 | 169.32平米 | 东 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 19天以前发布,95,"5,611元/平"
七星楼三室两厅出售。。。。。。。,涪华苑 -大都会,3室2厅 | 97平米 | 东南 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 30天以前发布,59.5,"6,135元/平"
小区绿化好管理严格小孩读书近可拎包入住,江城苑二期 -江油,3室1厅 | 117平米 | 东南 西北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 19天以前发布,50,"4,274元/平"
高新艺校家属区，无物业费、停车费，采光好，中间楼层,艺校家属区 -高新,3室2厅 | 121.35平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 24天以前发布,68,"5,604元/平"
太阳城二期 4室2厅 西南,太阳城二期 -科创园区,4室2厅 | 110.85平米 | 西南 | 精装 | 高楼层(共18层)  | 板塔结合,1人关注 / 22天以前发布,108,"9,743元/平"
此房诚心出售，中间楼层，朝南。房东人况相当好,嘉来·涪滨印象 -经开区,3室2厅 | 92.43平米 | 西北 | 简装 | 中楼层(共26层)  | 塔楼,0人关注 / 22天以前发布,77,"8,331元/平"
辰兴天御大套四房，业主装修花了七八十万，保养很好,辰兴·天御 -科创园区,4室2厅 | 128平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 23天以前发布,185,"14,454元/平"
华润二期大三室，大户型，朝南向无遮挡，视野开阔,华润中央公园 -科创园区,3室2厅 | 90.59平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 28天以前发布,146.8,"16,205元/平"
华润四期，满两年，税费低，全屋暖气片,崋潤·凌雲府 -科创园区,3室1厅 | 101平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 22天以前发布,131.9,"13,060元/平"
洋房品质总高11层，三房两厅两卫一厨南北向，适合居住,江东华庭 -江油,4室2厅 | 126平米 | 东南 | 精装 | 中楼层(共10层)  | 板楼,0人关注 / 25天以前发布,54.8,"4,350元/平"
