标题,开发商,房子信息,发布信息,售价/万,单价
伟星长江之歌 5室2厅 南,伟星长江之歌 -城南滨江版块,5室2厅 | 240平米 | 南 | 其他 | 高楼层(共40层)  | 塔楼,0人关注 / 5天以前发布,361,"15,042元/平"
中江新村西区  两室两厅 采光无忧,中江新村西区 -新时代商业街,2室2厅 | 65.56平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,4人关注 / 5个月以前发布,58,"8,847元/平"
南瑞新城沐春园中装两房中层采光很好,南瑞新城沐春园 -南瑞新城,2室2厅 | 68.36平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,1人关注 / 一年前发布,63,"9,216元/平"
别墅旁 伟星凤凰城 满五唯一 环境优美 大物业,凤凰城北岛水晶居 -凤鸣湖景区,2室1厅 | 86.63平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,62,"7,157元/平"
明园小区 1室1厅 南,明园小区 -波尔卡商业区,1室1厅 | 69.09平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 一年前发布,42,"6,080元/平"
澳然天成 精装两室 电梯好楼层 家具家电齐全 拎包住,澳然天成 -银湖公园,2室1厅 | 79.17平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,0人关注 / 8个月以前发布,78.9,"9,966元/平"
金湾锦苑 精装两房 不近火车道,金湾锦苑 -学府商业广场,2室2厅 | 87.21平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,66,"7,568元/平"
凤凰城精装三房，私家大露台，产证满五唯一安静临别墅,凤凰城北岛水晶居 -凤鸣湖景区,3室2厅 | 106.73平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,11人关注 / 6个月以前发布,92,"8,620元/平"
孝心楼层，经典四叶草户型，价格美丽诚心出售,中梁国宾府 -大阳垾,4室1厅 | 124.86平米 | 南 | 毛坯 | 低楼层(共16层)  | 板楼,15人关注 / 7个月以前发布,146,"11,694元/平"
金湾锦苑，电梯2房，精装修，满二，有钥匙随时看房,金湾锦苑 -学府商业广场,2室2厅 | 89.82平米 | 南 | 精装 | 低楼层(共14层)  | 板楼,6人关注 / 一年前发布,65,"7,237元/平"
南瑞新城锦秋园 1室1厅 南,南瑞新城锦秋园 -南瑞新城,1室1厅 | 51.94平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,3人关注 / 一年前发布,49,"9,434元/平"
玲珑湾一期观湖三房，开发商装修交付，产权清晰满二年,伟星玲珑湾 -凤鸣湖景区,3室2厅 | 85.86平米 | 南 北 | 精装 | 高楼层(共17层)  | 板塔结合,1人关注 / 一年前发布,95,"11,065元/平"
卖点：采光佳视野开阔配套设施齐全交通便利。,平泰花园 -中山路步行街,2室2厅 | 85.56平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,0人关注 / 10个月以前发布,105,"12,273元/平"
南瑞金坤园  毛坯2房 总价低 房东诚售,南瑞新城金坤园 -南瑞新城,2室1厅 | 54.27平米 | 南 | 毛坯 | 低楼层(共6层)  | 板塔结合,12人关注 / 一年前发布,54,"9,951元/平"
德邑风尚  多层大三房 视野开阔 房东急售,德邑风尚 -华强城,3室2厅 | 114.75平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,10人关注 / 一年前发布,132,"11,504元/平"
凤凰城南岛紫藤轩 房东诚心卖 价格可谈,凤凰城南岛紫藤轩 -凤鸣湖景区,2室2厅 | 73.93平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,61,"8,252元/平"
二楼好楼层，房子位置好，前后无遮挡，看房子方便,南瑞新城锦秋园 -南瑞新城,2室1厅 | 80.5平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,6人关注 / 7个月以前发布,75,"9,317元/平"
光华星城中上楼层两房 采光充足 位置赞 看房方便,光华星城 -凤鸣湖小学,2室1厅 | 90.54平米 | 南 北 | 简装 | 高楼层(共16层)  | 板楼,1人关注 / 一年前发布,73,"8,063元/平"
凤凰城孝心大三房。产证满五唯一，精装修看房方便！,凤凰城北岛琥珀居 -凤鸣湖景区,3室2厅 | 106.25平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,6人关注 / 一年前发布,89.6,"8,433元/平"
融创玉兰公馆 品质三房【含地下车位】中间楼层 采光好,融创玉兰公馆 -三山时代广场,3室2厅 | 111.46平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,3人关注 / 一年前发布,100,"8,972元/平"
园丁小区  精装两室   采光充沛,园丁小区二村 -五一广场,2室2厅 | 70.04平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,1人关注 / 一年前发布,63,"8,995元/平"
龙凤佳苑！轻轨口全新毛坯-观景楼层全天采光，随时看,龍鳳佳苑 -BOBO商业步行街,2室2厅 | 88.37平米 | 南 | 毛坯 | 高楼层(共29层)  | 板楼,5人关注 / 6个月以前发布,57.5,"6,507元/平"
纵使云树隔万里 自有明月照山河 雍锦园 中间楼层,雍锦园 -波尔卡商业区,2室2厅 | 89.5平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,5人关注 / 一年前发布,73,"8,157元/平"
房东急售，价格可谈，各位精英多多推荐,宇润人才公寓 -波尔卡商业区,3室2厅 | 106.9平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,19人关注 / 一年前发布,60,"5,613元/平"
户型方正 单价低 地段好 配套设施齐全,金域蓝湾C区 -新时代商业街,2室1厅 | 78.43平米 | 南 | 简装 | 低楼层(共30层)  | 板楼,4人关注 / 一年前发布,106,"13,516元/平"
奥韵康城 2室2厅 南,奥韵康城 -南瑞新城,2室2厅 | 90.85平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,13人关注 / 6个月以前发布,103,"11,338元/平"
绿影新村 2室1厅 南,绿影新村 -弋矶山,2室1厅 | 58.65平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 4个月以前发布,110,"18,756元/平"
城市之光精装修公寓，业主诚心急卖，有钥匙随时可看,城市之光第三街区 -雕塑公园,1室1厅 | 48.89平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,23人关注 / 一年前发布,84,"17,182元/平"
精装全设 保养9成新 无出让金 无大税 远离火车道 诚心,松韵园 -南瑞新城,2室2厅 | 75.52平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,65,"8,607元/平"
江南春城，南北通户型，业主诚心出售带阁楼。,江南春城 -柏庄时代广场,2室1厅 | 72平米 | 南 | 毛坯 | 高楼层(共6层)  | 板塔结合,20人关注 / 一年前发布,59,"8,195元/平"
江景房，采光好，拎包入住，随时看房、视野开阔,棠梅园小区A区 -绿地镜湖新城,2室2厅 | 92.01平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 7个月以前发布,92,"9,999元/平"
东方红郡科技房精装修俩房房东诚心卖,东方红郡怡园 -芜湖市政府,2室1厅 | 87.11平米 | 南 | 精装 | 低楼层(共16层)  | 板楼,3人关注 / 一年前发布,138,"15,843元/平"
汇成名郡中间楼层，采光视野好  诚心出售,汇成名郡 -柏庄时代广场,2室2厅 | 83.72平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,13人关注 / 一年前发布,115,"13,737元/平"
三潭音悦 简装二房 采光充足 位置好  业主诚心卖,三潭音悦和园 -芜湖市政府,2室1厅 | 68.25平米 | 南 | 简装 | 低楼层(共17层)  | 板楼,4人关注 / 一年前发布,115,"16,850元/平"
蓝湖郡 边户小三房 满2年 全天采光,信达▪蓝湖郡 -汀棠公园,3室2厅 | 88.47平米 | 南 | 简装 | 低楼层(共15层)  | 板塔结合,0人关注 / 3个月以前发布,147,"16,616元/平"
业主诚心出售，好楼层，随时看房。,柏庄观邸 -雕塑公园,2室2厅 | 78.41平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,115,"14,667元/平"
三潭和园 轻轨旁 中上楼层 毛坯 满二,三潭音悦和园 -芜湖市政府,2室1厅 | 67.59平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,6人关注 / 一年前发布,82.8,"12,251元/平"
东方龙城甘棠苑 中等装修三室 景观楼层 看房预约,东方龙城甘棠苑 -大砻坊,3室2厅 | 120.74平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,189,"15,654元/平"
融汇锦江D区，南北通透有入户花园，产权清晰,融汇锦江D区 -大砻坊,2室2厅 | 98.05平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,19人关注 / 一年前发布,118,"12,035元/平"
轻轨站旁  采光好  价格可谈  诚心卖  看房方便,兆通大观花园 -芜湖市政府,2室2厅 | 86.55平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,33人关注 / 一年前发布,120,"13,865元/平"
团结二村新楼二楼，采光好，安静整洁，拎包入住,团结二村 -八佰伴,2室1厅 | 62.94平米 | 南 | 简装 | 中楼层(共5层)  | 塔楼,1人关注 / 8个月以前发布,105,"16,683元/平"
小区中间 采光无挡 满五不唯一  诚意出售 好谈,棠梅园小区B区 -绿地镜湖新城,2室2厅 | 78.97平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,74,"9,371元/平"
东部星城东区 两房朝南 户型方正 采光充足 诚心出售,东部星城东区 -大阳垾,2室2厅 | 82.62平米 | 南 | 毛坯 | 中楼层(共16层)  | 板楼,6人关注 / 一年前发布,73.8,"8,933元/平"
莲塘新村银莲园 2室2厅 南,莲塘新村银莲园 -方特一期,2室2厅 | 62.68平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,4人关注 / 一年前发布,64.8,"10,339元/平"
东方红郡两房，房东诚心出售，诚心出售,东方红郡 -芜湖市政府,2室1厅 | 89.33平米 | 南 北 | 简装 | 高楼层(共17层)  | 板楼,16人关注 / 一年前发布,99,"11,083元/平"
清荷苑 全新毛坯 中间楼层 南北通透,东方龙城清荷苑 -大砻坊,3室1厅 | 111.36平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,16人关注 / 一年前发布,165,"14,817元/平"
春苑新村，顶楼采光好，户型房子,春苑新村 -中央城财富街,2室1厅 | 75.15平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,11人关注 / 一年前发布,59,"7,851元/平"
张家山领秀城 3室1厅 南 北,张家山领秀城 -左岸,3室1厅 | 113.45平米 | 南 北 | 精装 | 低楼层(共30层)  | 板塔结合,6人关注 / 一年前发布,192,"16,924元/平"
此房诚心卖，采光无影响，孝心楼层,新华联·梦想城 -鸠兹古镇,3室2厅 | 127.88平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,19人关注 / 一年前发布,118,"9,228元/平"
全款房，莲塘三房，中层，三开间朝南，无大税,莲塘新村银莲园 -方特一期,3室2厅 | 114.62平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,3人关注 / 一年前发布,125,"10,906元/平"
东城豪庭 2室2厅 南,东城豪庭 -芜湖市政府,2室2厅 | 77.83平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,3人关注 / 9个月以前发布,96,"12,335元/平"
上中江，不让孩子输在起跑线上！！,兆通大观花园 -芜湖市政府,3室2厅 | 139.39平米 | 南 | 毛坯 | 中楼层(共16层)  | 板楼,0人关注 / 一年前发布,250,"17,936元/平"
此房满2年 无增值税，带车位，靠莲花湖，视野采光好,颐景湾畔 -方特一期,2室2厅 | 81.65平米 | 南 | 毛坯 | 高楼层(共16层)  | 板塔结合,1人关注 / 3个月以前发布,153,"18,739元/平"
中高楼层 采光充足  业主诚心出售,新华联·梦想城 -鸠兹古镇,2室2厅 | 89.2平米 | 南 | 毛坯 | 高楼层(共16层)  | 板楼,0人关注 / 2个月以前发布,101,"11,323元/平"
配套设施齐全，交通便利，楼层好，视野开阔，采光充足,团结三村 -弋矶山,3室1厅 | 57.72平米 | 南 | 简装 | 中楼层(共5层)  | 塔楼,3人关注 / 一年前发布,114,"19,751元/平"
满五  诚心出售  采光刺眼  有车位,柏庄观邸 -雕塑公园,3室2厅 | 79.6平米 | 南 | 简装 | 高楼层(共20层)  | 板楼,2人关注 / 一年前发布,106,"13,317元/平"
幸福里抢手户型，南北通透，产证满五且唯一无大税,伟星幸福里 -伟星星悦广场,2室2厅 | 87.18平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板楼,5人关注 / 8个月以前发布,140,"16,059元/平"
此房婚房装修，保养很好，偶尔住了几次,伟星幸福里 -伟星星悦广场,2室2厅 | 90.09平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,3人关注 / 8个月以前发布,148,"16,429元/平"
保利信达熙悦府A区 3室2厅 南,保利信达熙悦府A区 -芜湖市政府,3室2厅 | 112.97平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,165,"14,606元/平"
此房 位置佳，装修新，视野宽阔采光充足配套设施齐全,兆通大观花园 -芜湖市政府,2室2厅 | 86.64平米 | 南 | 其他 | 低楼层(共17层)  | 板楼,249人关注 / 一年前发布,109,"12,581元/平"
有车位，位置好，采光不受影响，2房都朝南采光好！,东方红郡 -芜湖市政府,2室1厅 | 81.05平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,6人关注 / 一年前发布,115,"14,189元/平"
蓝湖郡 边户小三房 满2年 全天采光,信达▪蓝湖郡 -汀棠公园,3室2厅 | 88.47平米 | 南 | 简装 | 低楼层(共15层)  | 板塔结合,0人关注 / 3个月以前发布,147,"16,616元/平"
此房诚心卖，采光无影响，孝心楼层,新华联·梦想城 -鸠兹古镇,3室2厅 | 127.88平米 | 南 | 简装 | 低楼层(共11层)  | 板楼,19人关注 / 一年前发布,118,"9,228元/平"
张家山领秀城 3室1厅 南 北,张家山领秀城 -左岸,3室1厅 | 113.45平米 | 南 北 | 精装 | 低楼层(共30层)  | 板塔结合,6人关注 / 一年前发布,192,"16,924元/平"
春苑新村，顶楼采光好，户型房子,春苑新村 -中央城财富街,2室1厅 | 75.15平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,11人关注 / 一年前发布,59,"7,851元/平"
房东诚心出售 欢迎大家多多看房,中央城C区 -中央城财富街,2室2厅 | 91.35平米 | 西 | 精装 | 中楼层(共24层)  | 板塔结合,2人关注 / 4个月以前发布,150,"16,421元/平"
楼层好，采光效果好，无大税无出让金，诚心卖,棠梅园小区A区 -绿地镜湖新城,2室2厅 | 78.26平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,70,"8,945元/平"
团结二村新楼二楼，采光好，安静整洁，拎包入住,团结二村 -八佰伴,2室1厅 | 62.94平米 | 南 | 简装 | 中楼层(共5层)  | 塔楼,1人关注 / 8个月以前发布,105,"16,683元/平"
三潭和园 轻轨旁 中上楼层 毛坯 满二,三潭音悦和园 -芜湖市政府,2室1厅 | 67.59平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,6人关注 / 一年前发布,82.8,"12,251元/平"
东方龙城甘棠苑 中等装修三室 景观楼层 看房预约,东方龙城甘棠苑 -大砻坊,3室2厅 | 120.74平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 一年前发布,189,"15,654元/平"
业主诚心出售，好楼层，随时看房。,柏庄观邸 -雕塑公园,2室2厅 | 78.41平米 | 东南 | 毛坯 | 中楼层(共18层)  | 板楼,1人关注 / 一年前发布,115,"14,667元/平"
融汇锦江D区，南北通透有入户花园，产权清晰,融汇锦江D区 -大砻坊,2室2厅 | 98.05平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,19人关注 / 一年前发布,118,"12,035元/平"
轻轨站旁  采光好  价格可谈  诚心卖  看房方便,兆通大观花园 -芜湖市政府,2室2厅 | 86.55平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,33人关注 / 一年前发布,120,"13,865元/平"
小区中间 采光无挡 满五不唯一  诚意出售 好谈,棠梅园小区B区 -绿地镜湖新城,2室2厅 | 78.97平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,0人关注 / 8个月以前发布,74,"9,371元/平"
通透全面户型 挑五米多  实用面积大  无出让金 诚售,棠梅园小区B区 -绿地镜湖新城,1室1厅 | 46.41平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板楼,4人关注 / 4个月以前发布,42,"9,050元/平"
近弋矶山 45万  诚心出售  价格可谈  随时看房,医苑小区 -弋矶山,1室1厅 | 42.24平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,45,"10,654元/平"
华仑港湾两房精装修 拎包可随时入住,华仑港湾 -城南滨江版块,2室2厅 | 89.2平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,176,"19,731元/平"
汀苑小区 2室2厅 南 北,汀苑小区 -芜湖站,2室2厅 | 82平米 | 南 北 | 精装 | 高楼层(共6层)  | 平房,6人关注 / 一年前发布,74.8,"9,122元/平"
紧 邻27中 一楼带院子 诚心出售 有钥匙随时看,团结新村四村 -弋矶山,2室1厅 | 46.89平米 | 南 | 其他 | 低楼层(共6层)  | 塔楼,9人关注 / 一年前发布,78,"16,635元/平"
朝南刚需两室 精装视野光线好房,中央城C区 -中央城财富街,2室2厅 | 89.8平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,6人关注 / 一年前发布,150,"16,704元/平"
此房纯毛坯  产证清晰  户型方正   业主诚心出售。,融汇锦江F区 -大砻坊,2室1厅 | 59.21平米 | 南 | 毛坯 | 中楼层(共22层)  | 板塔结合,7人关注 / 11个月以前发布,72.8,"12,296元/平"
新华联梦想城户型方正，格局好，业主诚心卖，随时看房,新华联·梦想城 -鸠兹古镇,2室2厅 | 78.18平米 | 南 | 毛坯 | 中楼层(共16层)  | 板楼,4人关注 / 3个月以前发布,83,"10,617元/平"
三潭音悦和园82平白胚二房 业主急卖,三潭音悦和园 -芜湖市政府,2室2厅 | 82.14平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 5个月以前发布,103,"12,540元/平"
房型好，楼层好，采光好。白坯，得房率高。,汀苑小区 -芜湖站,2室1厅 | 68.99平米 | 南 | 毛坯 | 中楼层(共6层)  | 平房,0人关注 / 8个月以前发布,62,"8,987元/平"
此房产权清晰，楼层好位置佳 交通便利 配套齐全,奥韵康城 -南瑞新城,2室2厅 | 97.68平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,4人关注 / 10个月以前发布,102,"10,443元/平"
