标题,开发商,房子信息,发布信息,售价/万,单价
箭八组合，步梯3楼，离菜市近，户型方正，采光好,华庭苑 -箭盘山,3室2厅 | 129.79平米 | 南 北 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 10天以前发布,103,"7,936元/平"
华柳佳苑3房急售-配套齐全，读书方便。,华柳佳苑 -永前路商圈,3室2厅 | 101.35平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 22天以前发布,76,"7,499元/平"
温馨772清水毛坯4房，户型方正。,温馨772 -阳光100商圈,4室1厅 | 115平米 | 北 | 毛坯 | 低楼层(共24层)  | 板塔结合,0人关注 / 28天以前发布,119,"10,348元/平"
城中区万象，温馨花园毛坯朝北视野大三房，满二唯一,温馨花園 -万象城商圈,3室2厅 | 130平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,0人关注 / 27天以前发布,140,"10,770元/平"
河东彰泰城四房两厅电梯16楼南北双阳台采光充足,彰泰城 -河东开发区,4室2厅 | 123平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 塔楼,0人关注 / 17天以前发布,135,"10,976元/平"
金御华府 3室1厅 南 北,金御华府 -基隆商圈,3室1厅 | 98平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 29天以前发布,65,"6,633元/平"
跃进村 2室1厅 南,跃进村 -三中商圈,2室1厅 | 54平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 20天以前发布,31,"5,741元/平"
此房证满五不唯一，南北朝向，采光好，楼层好,民鑫嘉和园 -柳南万达,3室2厅 | 120平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 25天以前发布,75,"6,250元/平"
磨滩路100号 急售 大两房 带柴房 有露台可阔建,磨滩路100号小区 -西环商圈,2室2厅 | 89.6平米 | 东南 | 简装 | 高楼层(共10层)  | 板塔结合,0人关注 / 18天以前发布,49.5,"5,525元/平"
万达华城(柳南区) 4室2厅 南,万达华城(柳南区) -柳南万达,4室2厅 | 121平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,0人关注 / 21天以前发布,118,"9,753元/平"
箭盘山 华庭苑 步梯三楼 看房方便 新装修,华庭苑 -箭盘山,3室2厅 | 123平米 | 南 北 | 精装 | 中楼层(共8层)  | 板塔结合,0人关注 / 31天以前发布,128,"10,407元/平"
柳南  革新 车辆厂 龙屯 温馨两房急售,西苑小区 -革新路商圈,2室1厅 | 59.48平米 | 南 | 其他 | 高楼层(共6层)  | 平房,0人关注 / 18天以前发布,26.5,"4,456元/平"
恒大雅苑 3室2厅 南,恒大雅苑 -基隆商圈,3室2厅 | 120平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,0人关注 / 16天以前发布,86,"7,167元/平"
科大宿舍 精装3房 户型方正 所见即所得,广西科技大学教工宿舍 -城中万达,3室2厅 | 79.9平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 25天以前发布,80,"10,013元/平"
采光通风好。正两房两厅，出行方便！,自来水宿舍 -广雅商圈,2室1厅 | 70平米 | 东南 | 简装 | 高楼层(共8层)  | 暂无数据,0人关注 / 18天以前发布,56,"8,000元/平"
五菱商圈 柳工生活北区 3楼 采光好,柳工生活北区 -五菱商圈,2室1厅 | 55.23平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 19天以前发布,28,"5,070元/平"
精装3房出售，重新装修，简洁明亮。,三〇五核地质大队 -航二路商圈,3室2厅 | 87平米 | 南 东北 | 简装 | 高楼层(共7层)  | 板塔结合,0人关注 / 23天以前发布,52,"5,978元/平"
鱼峰山正3房2厅，业主诚心出售，有钥匙,富景園 -汽车总站,3室2厅 | 123.74平米 | 南 | 简装 | 中楼层(共9层)  | 板塔结合,1人关注 / 9个月以前发布,86,"6,951元/平"
钥匙房，南北通风，户型方正，业主急售，,桂中花苑东区 -桂中商圈,3室2厅 | 131.19平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,115,"8,766元/平"
楼层好，户型方正，采光充足， 配套设施齐全,書香園 -高新技术开发区,3室2厅 | 126.22平米 | 东 南 | 简装 | 低楼层(共15层)  | 塔楼,1人关注 / 一年前发布,120,"9,508元/平"
汇东一品精装电梯三房视野开阔采光好看房方便有钥匙,汇东一品 -万象城商圈,3室2厅 | 131.35平米 | 西南 | 精装 | 中楼层(共31层)  | 塔楼,0人关注 / 7个月以前发布,114,"8,680元/平"
正和城别墅，采光充足。配套设施齐全，交通便利,正和城A区 -柳东新区,6室4厅 | 249平米 | 南 北 | 毛坯 | 低楼层(共1层)  | 暂无数据,0人关注 / 一年前发布,258,"10,362元/平"
碧桂苑彩虹城精装3房 ，文韬文华，高得房率，地段好佳,碧桂苑 -阳光100商圈,3室2厅 | 77.26平米 | 南 | 精装 | 中楼层(共39层)  | 塔楼,5人关注 / 10个月以前发布,102,"13,203元/平"
柳南区 大润发 航一路 来福新居,来福新居 -航一路商圈,3室2厅 | 117平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,5人关注 / 一年前发布,74.5,"6,368元/平"
急卖龙光玖珑府87平三房2厅2卫，户型方正，光线充足，,龙光玖珑府 -柳东新区,3室2厅 | 86.96平米 | 南 北 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 5个月以前发布,85,"9,775元/平"
交通便利、出行方便、近菜市，空气好,柳州日报社宿舍 -五星商圈,2室2厅 | 69.09平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,2人关注 / 4个月以前发布,47,"6,803元/平"
四房经济大房 房主急售 健康楼层,河东大道324号 -柳城县,4室2厅 | 152.19平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,11人关注 / 一年前发布,43,"2,826元/平"
桂泰小区全新毛坯三房两厅两房的急售49万,桂泰商业广场A区 -柳城县,3室2厅 | 116.94平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 暂无数据,0人关注 / 4个月以前发布,49,"4,191元/平"
公园旁边户型好的两房，诚心出售,柳泥小区 -河西商圈,2室1厅 | 57.67平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,6人关注 / 6个月以前发布,13.6,"2,359元/平"
柳江碧桂园公园上城现房诚心出售户型方正采光好,柳江区碧桂园 -柳江商业广场,3室2厅 | 100.66平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,2人关注 / 3个月以前发布,75,"7,451元/平"
驾鹤商业街 1室0厅 南,驾鹤商业街 -驾鹤商业街,1室0厅 | 48.8平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 5天以前发布,30,"6,148元/平"
配套成熟，小区干净整洁，空气新鲜。配套成熟,正和城A区 -柳东新区,4室2厅 | 163.7平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,1人关注 / 7个月以前发布,108,"6,598元/平"
繁华地段，区位好，配套齐全，生活便利，主要干道,盛世家园 -鹿寨县,3室2厅 | 134.67平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 4个月以前发布,73,"5,421元/平"
房东急售江滨商贸城楼中楼，有40平大露台,江滨商贸城 -柳东新区,5室1厅 | 105.97平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,2人关注 / 8个月以前发布,42.5,"4,011元/平"
步梯四楼134平方四房两厅两卫，精装修,雒容中心卫生院宿舍 -柳东新区,4室2厅 | 133.91平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,2人关注 / 5个月以前发布,66,"4,929元/平"
金穗福园 电梯5楼 毛坯2房2厅1卫,金穗福苑 -柳南万达,2室2厅 | 90.3平米 | 东南 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,63.8,"7,066元/平"
柳南区西环路一区  2房1厅1卫 33万  户型方正看房方便,西环路一区 -西环商圈,2室1厅 | 58.37平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,33,"5,654元/平"
此房在二楼，三房两厅一卫，有个盖好的大露台,建中北路4号 -鹿寨县,3室2厅 | 98.91平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,8人关注 / 7个月以前发布,37,"3,741元/平"
居上好人家步梯2楼3房2厅2卫,居上好人家 -马鹿山商圈,3室2厅 | 116.32平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,16人关注 / 一年前发布,89,"7,652元/平"
壶西川海汇景龙湾 一梯两户电梯2房 户型方正 采光充足,川海汇景龙湾 -沃尔玛商圈,2室2厅 | 79.13平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,2人关注 / 一年前发布,82,"10,363元/平"
东环大道华林君邸，公园式洋房小区，148平3房通透明亮,华林君邸 -石尚1966,3室2厅 | 147.94平米 | 东南 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,126,"8,517元/平"
龙光玖珑府 4室2厅 南 北,龙光玖珑府 -柳东新区,4室2厅 | 129.73平米 | 南 北 | 精装 | 低楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,112,"8,634元/平"
窑埠古镇旁 精装房楼孝心楼层 通风采光好,欣华商住楼 -箭盘山,1室1厅 | 53平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,49.8,"9,397元/平"
诚心出售 潭西小区二室一厅 步梯3楼 采光通风好 壶西,潭西小区 -沃尔玛商圈,2室2厅 | 65.03平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 3个月以前发布,47.5,"7,305元/平"
房东置换，诚心出售，看房方便，步梯三楼，户型方正，,柳标小区 -箭盘山,3室1厅 | 77.78平米 | 南 北 | 精装 | 中楼层(共7层)  | 塔楼,18人关注 / 一年前发布,48,"6,172元/平"
业主急卖洛江国际小区复式楼118平三房两厅两卫,洛江国际 -柳东新区,3室2厅 | 118.16平米 | 东 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 6个月以前发布,55,"4,655元/平"
成熟小区配套齐全小区安静安全空气质量好采光充足,正和城二期 -柳东新区,3室2厅 | 90.67平米 | 南 | 精装 | 低楼层(共28层)  | 塔楼,1人关注 / 6个月以前发布,80,"8,824元/平"
成熟小区、配套齐全、小区安静安全,正和城二期D1地块 -柳东新区,3室2厅 | 89.28平米 | 东南 | 简装 | 高楼层(共26层)  | 板塔结合,2人关注 / 8个月以前发布,72,"8,065元/平"
冠亚星城 精装3房2卫 南北对流 户型好,冠亚·国际星城东区 -古亭山商圈,3室2厅 | 121.32平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,4人关注 / 11个月以前发布,88.6,"7,304元/平"
步梯楼中楼，单价低，有两个露台,华韵上城 -基隆商圈,3室2厅 | 112.32平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,2人关注 / 5个月以前发布,60,"5,342元/平"
新上架大三房，钥匙房，户型正气，业主急售价格可谈,沃德梦想 -城中万达,3室2厅 | 120.56平米 | 南 北 | 简装 | 高楼层(共26层)  | 塔楼,0人关注 / 3个月以前发布,132,"10,949元/平"
人民检察院宿舍  暂时无物业费，车位充足,柳州市人民检察院宿舍 -雅儒商圈,2室1厅 | 60.94平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 10天以前发布,45,"7,385元/平"
步步高商圈  采光好  楼层佳,地王公馆 -步步高商圈,1室1厅 | 65.6平米 | 南 | 简装 | 低楼层(共61层)  | 塔楼,0人关注 / 7天以前发布,68,"10,366元/平"
彰泰城 清水毛坯3房 户型方正 业主诚心出售,彰泰城 -河东开发区,3室2厅 | 96.8平米 | 北 南 | 毛坯 | 高楼层(共33层)  | 塔楼,0人关注 / 9天以前发布,93.8,"9,691元/平"
房龄新，户型方正，带车位，采光好,彰泰城 -河东开发区,4室2厅 | 117平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 11天以前发布,135,"11,539元/平"
鱼峰区 古亭山 恒大城旁 古亭春苑 看房有钥匙,古亭春苑 -古亭山商圈,3室2厅 | 88.81平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,7人关注 / 一年前发布,43,"4,842元/平"
采光充足，配套设备齐全，交通便利，现房、楼层好,华润万象府 -柳东新区,3室2厅 | 95平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 暂无数据,0人关注 / 14天以前发布,70,"7,369元/平"
飞鹅商圈户型飞鹅二路198号2房,飞鹅二路198号 -飞鹅商圈,2室1厅 | 59.36平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,35,"5,897元/平"
孝心一楼， 精装3房，户型方正,天翼九龙印象 -九头山,3室2厅 | 89.46平米 | 南 | 精装 | 低楼层(共12层)  | 塔楼,7人关注 / 8个月以前发布,75,"8,384元/平"
金碧苑毛坯三房 仅售60X万 按揭15万入住,腾安世纪金碧苑 -柳江商业广场,3室2厅 | 120.11平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 塔楼,2人关注 / 4个月以前发布,59.8,"4,979元/平"
正和城D区，四房两厅两卫。有公园出行便利.,正和城二期D1地块 -柳东新区,4室2厅 | 134.69平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 暂无数据,0人关注 / 9天以前发布,76,"5,643元/平"
荣军路 五里桥小区实用2房 带柴房 手付10万 看中可谈,五里桥小区 -九头山,2室1厅 | 62平米 | 东南 | 简装 | 高楼层(共9层)  | 塔楼,0人关注 / 2个月以前发布,45,"7,259元/平"
柳南万达精装四房拎包入住，南北对流双阳台采光佳,万达华城(柳南区) -柳南万达,4室2厅 | 118.6平米 | 南 北 | 简装 | 中楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,120,"10,119元/平"
柳南万达旁愿景品格景观楼中楼精装5房2厅带露台急售,愿景品格 -航三路商圈,5室2厅 | 194.19平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,120,"6,180元/平"
柳北桂景湾水天一州三房出售采光好,水天一州 -桂景湾商圈,3室2厅 | 84.96平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,68,"8,004元/平"
城南首座 精装大三房 户型方正 采光通透 看房方便,城南首座东区 -龙潭公园,3室2厅 | 107.05平米 | 南 北 | 精装 | 低楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,78,"7,287元/平"
柳开馨苑 3室2厅 南 北,柳开馨苑 -龙潭公园,3室2厅 | 98平米 | 南 北 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,85,"8,674元/平"
本房采光充足，通风良好。配套齐全，交通便利,聚龙苑小区 -古亭山商圈,2室2厅 | 78平米 | 南 | 简装 | 中楼层(共8层)  | 板塔结合,0人关注 / 31天以前发布,51,"6,539元/平"
市中 地 王  景小十五中 高层一线江景,地王公馆 -步步高商圈,3室2厅 | 152平米 | 南 | 毛坯 | 高楼层(共52层)  | 塔楼,0人关注 / 1个月以前发布,218,"14,343元/平"
三中路公交总站旁靓靓3房诚心卖了,三中路138号 -三中商圈,3室2厅 | 88.9平米 | 南 北 | 简装 | 高楼层(共8层)  | 暂无数据,0人关注 / 1个月以前发布,65,"7,312元/平"
滨江东路 楼层好 交通好 配套齐全,滨江东路(柳江路) -五星商圈,3室2厅 | 94平米 | 南 | 简装 | 高楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,87,"9,256元/平"
飞鹿小区 3室2厅 南 北,飞鹿小区 -鹿寨县,3室2厅 | 139平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 29天以前发布,62,"4,461元/平"
屏山大道 荣和千千树 4房每个房间采光好,荣和千千树 -箭盘山,4室2厅 | 91.59平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 29天以前发布,122,"13,321元/平"
柳东会展 滨江壹号90平3房2厅电梯高层视野宽阔，急卖,联发·滨江壹号 -柳东新区,3室2厅 | 95平米 | 东南 | 简装 | 中楼层(共17层)  | 板塔结合,0人关注 / 28天以前发布,85,"8,948元/平"
精装修一楼正三房户型方正采光好,大都熙园 -九头山,3室2厅 | 96.19平米 | 南 北 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,83,"8,629元/平"
三房两厅两卫，采光通风好，小区配套设施齐全，有车位,桂泰商业广场A区 -柳城县,3室2厅 | 114.66平米 | 东北 | 毛坯 | 中楼层(共17层)  | 塔楼,0人关注 / 1个月以前发布,52,"4,536元/平"
带柴房，户型方正。满五不唯一。光线充足。,笔架社区 -柳钢商圈,2室2厅 | 69.98平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 27天以前发布,45,"6,431元/平"
户型方正，采光良好，交通便利，健康楼层,怡景苑 -驾鹤商业街,4室2厅 | 156平米 | 南 北 | 精装 | 中楼层(共8层)  | 塔楼,0人关注 / 26天以前发布,138,"8,847元/平"
鴻府 3室2厅 南 北,鴻府 -五星商圈,3室2厅 | 154平米 | 南 北 | 简装 | 高楼层(共26层)  | 塔楼,0人关注 / 1个月以前发布,255,"16,559元/平"
金沙角靓房出售 豪 装全江景房 得入户花园！,金沙角 -五星商圈,3室2厅 | 105平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 31天以前发布,167,"15,905元/平"
海润阳光电梯精装三房两厅两卫 采光通风好，拧包入住,海润阳光 -柳城县,3室2厅 | 115平米 | 南 北 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,57,"4,957元/平"
毛坯小三房，南北通透，总价便宜。,大都前锋苑 -柳钢商圈,3室2厅 | 87.48平米 | 南 北 | 毛坯 | 高楼层(共20层)  | 暂无数据,0人关注 / 29天以前发布,68,"7,774元/平"
弯塘路，地区行署大院，3房2厅，步梯三楼，,柳州地区行署生活区 -五星商圈,3室2厅 | 78.35平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,67,"8,552元/平"
富都商城3房2厅2卫精装修，急售,富都商城 -柳城县,3室2厅 | 111.63平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 28天以前发布,42,"3,763元/平"
房子光线好，视野宽阔，房产干净，生活配套齐全,粮食局工业公司住宅楼 -步步高商圈,3室1厅 | 89平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 31天以前发布,68,"7,641元/平"
此房好楼层，视野开阔，购物方便，适合各种人群居住。,柳城大埔商贸城住宅小区 -柳城县,3室2厅 | 117.53平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 31天以前发布,41,"3,489元/平"
