标题,开发商,房子信息,发布信息,售价/万,单价
好房推荐盛世雲景153平仅售90万,盛世雲景 -卫东区,4室2厅 | 153.36平米 | 东 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 25天以前发布,90,"5,869元/平"
瑞星花园精装修三室两厅交通便利，居住舒适，生活便利,瑞星花园 -卫东区,3室2厅 | 135平米 | 西 | 精装 | 中楼层(共34层)  | 暂无数据,0人关注 / 10个月以前发布,116,"8,593元/平"
永基状元府三室二厅二卫南北通透大产权现房5200元,永基状元府 -湛河区,3室2厅 | 120.26平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 板楼,0人关注 / 7个月以前发布,59,"4,907元/平"
永基状元府 3室2厅 南,永基状元府 -湛河区,3室2厅 | 119.47平米 | 南 | 毛坯 | 高楼层(共32层)  | 板塔结合,0人关注 / 1个月以前发布,52,"4,353元/平"
光明路南段1楼三室两厅有证有暖可分期三卧朝南,气象局家属院 -湛河区,0室0厅 | 153.6平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,85,"5,534元/平"
恒大名都· 100.8 平    三室  精装 好楼层  73万,平顶山恒大名都 -湛河区,3室2厅 | 100.8平米 | 南 | 精装 | 中楼层(共33层)  | 暂无数据,2人关注 / 8个月以前发布,70.8,"7,024元/平"
益宏宏天地 交通便利 小区环境干净舒适 适合居住,益宏宏天地 -湛河区,3室2厅 | 123平米 | 东 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,75,"6,098元/平"
一楼出门都是花园  吵时好的选择 出门都是水池子,平顶山恒大珺睿府 -湛河区,3室1厅 | 114.8平米 | 东 | 毛坯 | 低楼层(共33层)  | 板塔结合,2人关注 / 10个月以前发布,75,"6,534元/平"
湛南路阳光水岸电梯房134平三室两厅一厨两卫毛坯有暖,高煜阳光·100 -湛河区,3室2厅 | 134平米 | 东 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 3个月以前发布,70,"5,224元/平"
恒大名都3室2厅 交通便利 小区环境干净舒适 适合居住,平顶山恒大名都 -湛河区,3室2厅 | 129平米 | 南 北 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,93,"7,210元/平"
凤凰小区行长楼毛坯四室，阳台已封地暖水电已做，有证,凤凰小区 -湛河区,4室2厅 | 165.36平米 | 东 | 毛坯 | 高楼层(共30层)  | 板塔结合,1人关注 / 7个月以前发布,105,"6,350元/平"
中房印象毛坯现房，中间楼层大三室，有证有暖。,中房·听雨苑 -湛河区,3室2厅 | 132平米 | 南 西 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,2人关注 / 8个月以前发布,70,"5,304元/平"
大乘领事馆 工抵房 毛坯现房有证,大乘领仕馆 -湛河区,3室2厅 | 140.76平米 | 东 | 精装 | 高楼层(共22层)  | 暂无数据,0人关注 / 7个月以前发布,72,"5,116元/平"
中方印象11加12楼复式毛坯房随意装修,中房·听雨苑 -湛河区,4室2厅 | 168平米 | 南 | 毛坯 | 高楼层(共11层)  | 暂无数据,1人关注 / 7个月以前发布,79,"4,703元/平"
平安景苑 122平毛坯 南北通透 有证可贷 看房方便,平安景苑 -湛河区,3室2厅 | 122平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 一年前发布,61,"5,000元/平"
西苑小区，三室一厅99平方，有10平方地下室,西苑小区 -湛河区,3室1厅 | 99平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,42,"4,243元/平"
诚朴路湛河畔三室带平台有暖有证,东方星河湾 -湛河区,3室2厅 | 123平米 | 西 南 北 | 精装 | 低楼层(共24层)  | 板楼,0人关注 / 2个月以前发布,72.8,"5,919元/平"
新景花园三楼，三室两厅双卫，有证，诚心出售。,新景花园 -卫东区,3室2厅 | 131.9平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,89,"6,748元/平"
西苑阳光花园小区 有证满二 简装 大三室,西苑阳光花园小区 -湛河区,3室2厅 | 121平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,63,"5,207元/平"
大乘领仕馆141平三室两厅两卫毛坯契税刚交,大乘领仕馆 -湛河区,3室2厅 | 141平米 | 西 南 | 毛坯 | 中楼层(共26层)  | 暂无数据,1人关注 / 11个月以前发布,72,"5,107元/平"
桃花源  交通便利 小区环境干净舒适 适合居住,桃花源小区 -湛河区,4室2厅 | 92平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,60,"6,522元/平"
瑞馨苑小区 位置好 交通便利 环境好 适合居住！,瑞鑫苑 -湛河区,3室2厅 | 149.23平米 | 东南 | 精装 | 中楼层(共31层)  | 暂无数据,1人关注 / 一年前发布,78,"5,227元/平"
大乘领事馆141平一梯两户4室2卫格局通透户型方正,大乘领仕馆 -湛河区,4室2厅 | 141平米 | 北 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,4人关注 / 11个月以前发布,75,"5,320元/平"
大乘领仕馆 134平 大三室毛坯现房 可看房,大乘领仕馆 -湛河区,3室2厅 | 134平米 | 东 | 毛坯 | 高楼层(共26层)  | 暂无数据,0人关注 / 7个月以前发布,72,"5,374元/平"
新华路南段 三室两厅 有证户型发展，户型通透看房方便,锦绣蓝天 -湛河区,3室2厅 | 148平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,75,"5,068元/平"
水岸佳苑·125平   三室  精装修  采光好,水岸佳苑 -卫东区,3室2厅 | 125平米 | 东 南 北 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 5个月以前发布,66.8,"5,344元/平"
好楼层 三室两厅两卫 毛坯房可随意装修 采光无忧,银基誉府 -湛河区,3室2厅 | 122平米 | 西南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 5个月以前发布,95,"7,787元/平"
沁园小区 153平3室2厅2卫 有证可贷款 仅售59万,沁园南院 -湛河区,3室2厅 | 153平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,11人关注 / 一年前发布,56,"3,661元/平"
开源路南盛世锦园，4院13中隔壁，交通生活便利,常绿盛世锦园 -湛河区,5室3厅 | 219.88平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 5个月以前发布,150,"6,822元/平"
锦绣花园  130平   有证满二年  交通便利  三室,锦绣花园 -湛河区,3室2厅 | 130平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,59,"4,539元/平"
公园南门 1楼 3室2厅 经典户型 三间通阳台 有证,程庄街22号 -湛河区,3室2厅 | 117平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,2人关注 / 5个月以前发布,55,"4,701元/平"
飞行二区，环境好，随时看房，三室一厅,飞行集团二生活区 -湛河区,3室1厅 | 78平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 3个月以前发布,37,"4,744元/平"
平安景苑，143平，3室2厅2卫，采光好,平安景苑 -湛河区,3室2厅 | 142平米 | 西 | 精装 | 中楼层(共31层)  | 板楼,3人关注 / 5个月以前发布,79.8,"5,620元/平"
立威·金城丽景小区 3室2厅 西,立威·金城丽景小区 -湛河区,3室2厅 | 126.7平米 | 西 | 精装 | 中楼层(共15层)  | 板塔结合,1人关注 / 7个月以前发布,65,"5,131元/平"
光明路临湛河，有绿化好停车，交通便利生活方便,京华金域蓝湾 -湛河区,3室2厅 | 129平米 | 南 北 | 精装 | 低楼层(共29层)  | 平房,0人关注 / 3个月以前发布,109,"8,450元/平"
锦绣花园127平有证满二三室朝南，采光好75万，可贷款,锦绣花园 -湛河区,3室2厅 | 127平米 | 东 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 11个月以前发布,72,"5,670元/平"
锦绣花园  130平   有证满二年  交通便利  三室,锦绣花园 -湛河区,3室2厅 | 130平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,59,"4,539元/平"
建设路新华路口，神马南苑，2楼，四室，院内停车方便,神马南院 -卫东区,4室1厅 | 104平米 | 北 南 | 毛坯 | 中楼层(共4层)  | 暂无数据,0人关注 / 6个月以前发布,56,"5,385元/平"
公园南门 有证有暖 三楼带平台 可观公园景色 双阳台,嘉荷天城 -湛河区,3室2厅 | 141平米 | 南 北 | 简装 | 低楼层(共24层)  | 暂无数据,0人关注 / 3个月以前发布,92,"6,525元/平"
瑞鑫苑    三室两厅，电梯房,瑞鑫苑 -湛河区,3室2厅 | 140平米 | 东南 | 精装 | 高楼层(共31层)  | 暂无数据,1人关注 / 11个月以前发布,86.5,"6,179元/平"
东安路北段 二楼 三室两厅 有证有暖,东安路75号 -卫东区,3室2厅 | 118平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 2个月以前发布,65,"5,509元/平"
大乘领仕馆107平3室2厅60万毛坯楼层好采光好可贷款,大乘领仕馆 -湛河区,3室2厅 | 107平米 | 东 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 10个月以前发布,60,"5,608元/平"
常绿桃花源2楼142平米88三室双卫南北带大车库,桃花源小区 -湛河区,3室2厅 | 142平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,5人关注 / 6个月以前发布,87,"6,127元/平"
湛南路阳光水岸电梯房134平三室两厅一厨两卫毛坯有暖,高煜阳光·100 -湛河区,3室2厅 | 134平米 | 东 南 | 毛坯 | 中楼层(共32层)  | 暂无数据,0人关注 / 3个月以前发布,70,"5,224元/平"
恒大名都3室全新未入住 交通便利 小区环境干净舒适,平顶山恒大名都 -湛河区,3室2厅 | 102平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,72,"7,059元/平"
沁园东院 3室2厅 西,沁园东院 -湛河区,3室2厅 | 140平米 | 西 | 毛坯 | 中楼层(共7层)  | 暂无数据,2人关注 / 10个月以前发布,62,"4,429元/平"
东安路新景花园 电梯房  9楼 有证可随时看房,新景翡翠三期 -卫东区,3室2厅 | 127平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,69,"5,434元/平"
水岸佳苑交通便利 小区环境干净舒适 适合居住,水岸佳苑 -卫东区,3室2厅 | 124平米 | 西 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 6个月以前发布,70,"5,646元/平"
恒大名都3室2厅 交通便利 小区环境干净舒适 适合居住,平顶山恒大名都 -湛河区,3室2厅 | 129平米 | 南 北 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,93,"7,210元/平"
凤凰小区行长楼毛坯四室，阳台已封地暖水电已做，有证,凤凰小区 -湛河区,4室2厅 | 165.36平米 | 东 | 毛坯 | 高楼层(共30层)  | 板塔结合,1人关注 / 7个月以前发布,105,"6,350元/平"
水岸佳苑·125平   三室  精装修  采光好,水岸佳苑 -卫东区,3室2厅 | 125平米 | 东 南 北 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 5个月以前发布,66.8,"5,344元/平"
中房印象毛坯现房，中间楼层大三室，有证有暖。,中房·听雨苑 -湛河区,3室2厅 | 132平米 | 南 西 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,2人关注 / 8个月以前发布,70,"5,304元/平"
好楼层 三室两厅两卫 毛坯房可随意装修 采光无忧,银基誉府 -湛河区,3室2厅 | 122平米 | 西南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 5个月以前发布,95,"7,787元/平"
平顶山恒大名都 3室2厅 南 西南,平顶山恒大名都 -湛河区,3室2厅 | 89平米 | 南 西南 | 简装 | 中楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,66,"7,416元/平"
朗润美辰小区133平，有客厅同等面积地下一层，复式。,朗润·美晨 -湛河区,4室2厅 | 133平米 | 西北 | 毛坯 | 低楼层(共29层)  | 板楼,2人关注 / 9个月以前发布,78,"5,865元/平"
九天庄园多层4楼 精装修 南北通透 户型方正 价格优惠,常绿·九天庄园 -新华区,3室2厅 | 136.33平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,89,"6,529元/平"
建业十八城135平方三房两厅两卫 有证可贷款,建业十八城 -新华区,3室2厅 | 135平米 | 东 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,90,"6,667元/平"
启蒙路2号院 3室2厅 南 北,启蒙路2号院 -新华区,3室2厅 | 123平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,1人关注 / 11个月以前发布,45,"3,659元/平"
急售！急售！恒大御景半岛精装三室湖景房,恒大御景半岛 -新华区,3室2厅 | 129平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,3人关注 / 6个月以前发布,102,"7,907元/平"
新城区水库旁，凤凰花园，三室两厅两卫，带车位储藏室,凤凰花园A02秋实苑 -新华区,3室2厅 | 137.86平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 暂无数据,1人关注 / 4个月以前发布,96,"6,964元/平"
一手房!凤凰花园176平，毛坯4房，南北格局，含车位,凤凰花园A03春华苑 -新华区,4室2厅 | 176平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 一年前发布,128,"7,273元/平"
中梁壹号院毛坯三室双卫 户型方正 契税满二 看房方便,中梁壹号院 -新华区,3室2厅 | 107.55平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板楼,9人关注 / 11个月以前发布,66,"6,137元/平"
鹰城广场旁 平煤阳光花园 毛坯三室 有证有暖可贷款,陽光花苑 -新华区,3室2厅 | 149平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,126,"8,457元/平"
佳田塞纳城6+7复式~有证拎包住~南北通透,佳田塞纳城佳苑1#小区 -新华区,4室2厅 | 171平米 | 东 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,96,"5,615元/平"
湖光花园三室，带楼顶南北大露台，配套成熟，即买即住,凤起园 -新华区,3室2厅 | 139.5平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 2个月以前发布,80,"5,735元/平"
此房不带装修，毛坯房，户型结构无拆改，,天河盛世 -新华区,7室4厅 | 340.65平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 暂无数据,0人关注 / 8个月以前发布,280,"8,220元/平"
中梁壹号院南北通透三室采光好观湖,中梁壹号院 -新华区,3室2厅 | 125平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,2人关注 / 8个月以前发布,78,"6,240元/平"
蓝湾新城精装修三室拎包入住，诚意出售随时看房！,蓝湾新城 -新华区,3室2厅 | 142平米 | 西 | 精装 | 中楼层(共25层)  | 塔楼,1人关注 / 一年前发布,105,"7,395元/平"
佳田塞纳城，凌云路丹尼斯，生态园鹰城广场,佳田塞纳城欣苑小区 -新华区,3室2厅 | 124平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,81.6,"6,581元/平"
新城区0375 电梯中层 4室2厅 全新装修有证 湖景房,0375·首府 -新华区,4室2厅 | 168.4平米 | 南 | 精装 | 中楼层(共9层)  | 暂无数据,0人关注 / 3个月以前发布,175,"10,392元/平"
启蒙路2号院 3室2厅 南 北,启蒙路2号院 -新华区,3室2厅 | 123平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,1人关注 / 11个月以前发布,45,"3,659元/平"
急售！急售！恒大御景半岛精装三室湖景房,恒大御景半岛 -新华区,3室2厅 | 129平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,3人关注 / 6个月以前发布,102,"7,907元/平"
建业十八城135平方三房两厅两卫 有证可贷款,建业十八城 -新华区,3室2厅 | 135平米 | 东 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,90,"6,667元/平"
新城区水库旁，凤凰花园，三室两厅两卫，带车位储藏室,凤凰花园A02秋实苑 -新华区,3室2厅 | 137.86平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 暂无数据,1人关注 / 4个月以前发布,96,"6,964元/平"
百合金山精装.140平.户型方正.南北通风效果好.,百合金山 -新华区,4室2厅 | 140平米 | 西 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 8个月以前发布,105,"7,500元/平"
总价低，车库一个，精装修南北通透户型方正，,佳田塞纳城佳苑1#小区 -新华区,3室2厅 | 128平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,78,"6,094元/平"
湛河旁边十里画廊138㎡精装出售,亿嘉十里画廊 -新华区,3室2厅 | 138平米 | 东 东南 南 | 精装 | 中楼层(共25层)  | 暂无数据,3人关注 / 6个月以前发布,64.8,"4,696元/平"
一手房!凤凰花园176平，毛坯4房，南北格局，含车位,凤凰花园A03春华苑 -新华区,4室2厅 | 176平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板楼,0人关注 / 一年前发布,128,"7,273元/平"
中梁壹号院毛坯三室双卫 户型方正 契税满二 看房方便,中梁壹号院 -新华区,3室2厅 | 107.55平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板楼,9人关注 / 11个月以前发布,66,"6,137元/平"
鹰城广场旁 平煤阳光花园 毛坯三室 有证有暖可贷款,陽光花苑 -新华区,3室2厅 | 149平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,126,"8,457元/平"
精装有证.临湖校区.拎包住少有4室,翠林蓝湾D区 -新华区,4室2厅 | 163平米 | 南 北 | 精装 | 高楼层(共6层)  | 平房,0人关注 / 10个月以前发布,105,"6,442元/平"
交通便利 小区环境干净舒适 适合居住,天河盛世 -新华区,5室3厅 | 179.42平米 | 南 | 毛坯 | 高楼层(共23层)  | 暂无数据,0人关注 / 8个月以前发布,135,"7,525元/平"
